,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
392,Adrián Ortolá,es ESP,GK,USL Dunkerque,30,1993,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6a22fe38
393,Peter Ouaneh,fr FRA,DF,Stade Laval,26,1998,9,7,572,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4216afa6
394,Alexandre Oukidja,dz ALG,GK,Metz,36,1988,16,15,1416,15.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ae7d0ecd
395,Patrick Ouotro,ci CIV,FW,Martigues,18,2005,13,9,677,7.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,28e85bea
396,Dago Ourega,fr FRA,DF,Guingamp,19,2004,9,7,662,7.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8e2df240
397,Pablo Pagis,fr FRA,MF,Lorient,21,2002,26,21,1601,17.8,4,3,7,4,0,0,3,0,0.22,0.17,0.39,0.22,0.39,Matches,7d827b4f
398,Vincent Pajot,fr FRA,MF,Annecy FC,33,1990,29,27,2425,26.9,1,3,4,1,0,0,13,1,0.04,0.11,0.15,0.04,0.15,Matches,f86ca403
399,Gaëtan Paquiez,fr FRA,DF,Grenoble Foot,30,1994,30,29,2478,27.5,1,2,3,1,0,0,8,0,0.04,0.07,0.11,0.04,0.11,Matches,475583ff
400,Quentin Paris,fr FRA,FW,Annecy FC,17,2006,15,5,451,5.0,4,0,4,4,0,0,4,0,0.80,0.00,0.80,0.80,0.80,Matches,05a0ef53
401,Maxime Pattier,fr FRA,GK,Grenoble Foot,28,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2995852a
402,Théo Pellenard,fr FRA,DF,Stade Laval,30,1994,15,15,1341,14.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,97fb4608
403,Aurélien Pelon,fr FRA,DF,Rodez AF,20,2004,7,4,394,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d3b54513
404,Lebogang Phiri,za RSA,MF,Guingamp,29,1994,16,5,492,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b6dac747
405,Alexandre Phliponeau,fr FRA,MF,Troyes,24,2000,10,7,614,6.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,60161521
406,Hugo Picard,fr FRA,MF,Guingamp,21,2003,34,32,2660,29.6,3,9,12,3,0,0,1,0,0.10,0.30,0.41,0.10,0.41,Matches,6d353bf4
407,Alexi Pitu,ro ROU,MF,USL Dunkerque,22,2002,5,2,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e0bb30bc
408,Johny Placide,ht HAI,GK,Bastia,36,1988,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f1666a9d
409,Julien Ponceau,fr FRA,MF,Lorient,23,2000,30,23,2084,23.2,3,5,8,3,0,0,3,0,0.13,0.22,0.35,0.13,0.35,Matches,e546b2e3
410,Julien Prenant Caporossi,fr FRA,DF,Ajaccio,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f702bd1
411,Nicolas de Préville,fr FRA,FW,Troyes,33,1991,16,10,803,8.9,6,1,7,4,2,2,1,0,0.67,0.11,0.78,0.45,0.56,Matches,b0547a87
412,Mehdi Puch-Herrantz,fr FRA,MF,Ajaccio,20,2004,23,7,732,8.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,7be7c08b
413,Diogo Queirós,pt POR,MF,USL Dunkerque,25,1999,16,10,800,8.9,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,27ea1df6
414,Stephen Quemper,fr FRA,DFMF,Ajaccio,31,1993,5,3,323,3.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,05c97afc
415,Loni Quenabio,fr FRA,DF,Rodez AF,23,2001,22,21,1877,20.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,7b52cb25
416,Ghjuvanni Quilichini,fr FRA,GK,Ajaccio,21,2002,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1b729a98
417,Yanis Rafii,fr FRA,FW,Amiens,19,2005,8,1,157,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d53d4003
418,Ugo Raghouber,fr FRA,MF,USL Dunkerque,21,2003,26,22,2065,22.9,1,1,2,1,0,0,11,0,0.04,0.04,0.09,0.04,0.09,Matches,7ab92dd1
419,Lorenzo Rajot,fr FRA,MFFW,Caen,26,1997,26,15,1332,14.8,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,44b0ce2c
420,Samuel Renel,mq MTQ,MF,Red Star,22,2001,31,22,1967,21.9,1,3,4,1,0,0,1,0,0.05,0.14,0.18,0.05,0.18,Matches,d707c5f7
421,Dante Rigo,be BEL,MF,Grenoble Foot,25,1998,24,16,1408,15.6,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches,223158da
422,Esteban Riou,fr FRA,DF,Annecy FC,18,2006,3,1,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f38d2260
423,Matthis Riou,fr FRA,DF,Guingamp,23,2001,27,17,1623,18.0,0,1,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches,20fb4c73
424,Rémy Riou,fr FRA,GK,Paris FC,36,1987,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f41ee30
425,Renaud Ripart,fr FRA,FWMF,Troyes,31,1993,16,7,743,8.3,4,1,5,2,2,2,1,0,0.48,0.12,0.61,0.24,0.36,Matches,beae3a73
426,Robin Risser,fr FRA,GK,Red Star,19,2004,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,56a66faa
427,Maxence Rivera,fr FRA,MF,USL Dunkerque,22,2002,29,22,1743,19.4,3,1,4,3,0,0,4,0,0.15,0.05,0.21,0.15,0.21,Matches,46a7b605
428,Milan Robin,fr FRA,MF,Martigues,24,1999,31,30,2617,29.1,3,1,4,3,0,0,2,0,0.10,0.03,0.14,0.10,0.14,Matches,3e5d6e8f
429,Clément Rodrigues,fr FRA,FW,Bastia,23,2000,17,8,729,8.1,3,0,3,3,0,0,2,0,0.37,0.00,0.37,0.37,0.37,Matches,7a566aa7
430,Anthony Roncaglia,fr FRA,DF,Bastia,24,1999,23,14,1500,16.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,c533d4d3
431,Jimmy Roye,fr FRA,MF,Stade Laval,35,1988,28,17,1484,16.5,2,3,5,2,0,0,5,0,0.12,0.18,0.30,0.12,0.30,Matches,2952e5d7
432,Jean Ruiz,fr FRA,DF,Pau FC,26,1998,28,25,2231,24.8,1,2,3,1,0,0,8,0,0.04,0.08,0.12,0.04,0.12,Matches,d9d93647
433,Muhanad Al Saad,sa KSA,MF,USL Dunkerque,21,2003,12,9,509,5.7,3,0,3,3,0,0,1,0,0.53,0.00,0.53,0.53,0.53,Matches,926f4fa8
434,Amadou Sagna,sn SEN,MF,Guingamp,25,1999,21,11,904,10.0,3,0,3,3,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches,aab15873
435,Amine Said,fr FRA,FW,Clermont Foot,21,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,da13ff4c
436,Rafiki Said,km COM,MF,Troyes,24,2000,33,31,2552,28.4,8,4,12,8,0,1,3,0,0.28,0.14,0.42,0.28,0.42,Matches,c2e5f306
437,Nathanaël Saintini,gp GLP,DF,Martigues,24,2000,28,25,2173,24.1,0,3,3,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,Matches,8929e6bc
438,Henri Saivet,sn SEN,MFFW,Clermont Foot,33,1990,25,25,1998,22.2,3,2,5,2,1,2,1,0,0.14,0.09,0.23,0.09,0.18,Matches,f3709655
439,Yoann Salmier,gf GUF,DF,Clermont Foot,31,1992,13,13,1170,13.0,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,c3725db2
440,Mamadou Samassa,ml MLI,GK,Stade Laval,34,1990,33,33,2913,32.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cfe852d8
441,Ibou Sané,sn SEN,MFFW,Metz,19,2005,22,8,765,8.5,2,1,3,2,0,1,3,0,0.24,0.12,0.35,0.24,0.35,Matches,22d90df9
442,Sadibou Sané,sn SEN,DF,Metz,20,2004,25,25,2198,24.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,b2009f99
443,Opa Sanganté,gw GNB,DF,USL Dunkerque,33,1991,33,32,2884,32.0,2,0,2,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,96f8ba2b
444,Sam Sanna,fr FRA,MF,Stade Laval,25,1999,28,25,2213,24.6,2,3,5,2,0,0,3,0,0.08,0.12,0.20,0.08,0.20,Matches,166ba501
445,Benjamin Santelli,fr FRA,FWMF,Ajaccio,32,1991,23,12,1231,13.7,1,1,2,0,1,2,5,1,0.07,0.07,0.15,0.00,0.07,Matches,e6095655
446,Efe Sarikaya,tr TUR,DF,Grenoble Foot,18,2005,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f842dd5c
447,Vincent Sasso,fr FRA,DF,USL Dunkerque,33,1991,31,29,2605,28.9,3,0,3,3,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches,9501e75c
448,Alexis Sauvage,fr FRA,GK,Amiens,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c2d118f4
449,Amine Sbai,ma MAR,MFFW,Grenoble Foot,23,2000,2,2,164,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bafbe06a
450,Jérémy Sebas,mq MTQ,MFFW,Bastia,21,2003,13,13,948,10.5,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,0b6911e4
451,Edson Seidou,ci CIV,DF,Stade Laval,32,1991,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,43528f14
452,Anto Sekongo,ci CIV,MF,USL Dunkerque,20,2004,26,7,881,9.8,1,1,2,1,0,0,2,1,0.10,0.10,0.20,0.10,0.20,Matches,d328b70e
453,Malik Sellouki,fr FRA,MF,Stade Laval,24,2000,33,28,2310,25.7,11,3,14,11,0,0,3,0,0.43,0.12,0.55,0.43,0.55,Matches,c0f706f3
454,Junior Senneville,gp GLP,DF,USL Dunkerque,33,1991,3,0,49,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4abf05f3
455,Steve Shamal,fr FRA,FW,Martigues,28,1996,10,0,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,79b60660
456,Mahame Siby,ml MLI,MF,Martigues,28,1996,29,20,1739,19.3,1,1,2,1,0,0,0,0,0.05,0.05,0.10,0.05,0.10,Matches,6d075c67
457,Kalidou Sidibé,ml MLI,MF,Guingamp,25,1999,31,29,2437,27.1,1,5,6,1,0,0,5,0,0.04,0.18,0.22,0.04,0.22,Matches,ea540835
458,Alpha Sissoko,ml MLI,DF,Guingamp,27,1997,28,28,2465,27.4,0,8,8,0,0,0,4,0,0.00,0.29,0.29,0.00,0.29,Matches,12bd0579
459,Omar Sissoko,fr FRA,MF,Paris FC,17,2006,11,0,99,1.1,1,0,1,1,0,0,0,0,0.91,0.00,0.91,0.91,0.91,Matches,2aa09133
460,Jacques Siwe,fr FRA,FW,Guingamp,23,2001,28,23,1999,22.2,11,2,13,10,1,1,3,0,0.50,0.09,0.59,0.45,0.54,Matches,c39b09e3
461,Naatan Skyttä,fi FIN,MF,USL Dunkerque,22,2002,30,26,2226,24.7,7,4,11,7,0,0,3,0,0.28,0.16,0.44,0.28,0.44,Matches,d7547531
462,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,30,1994,29,29,2610,29.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,f19f32b1
463,Steve Solvet,gp GLP,DFMF,Martigues,28,1996,27,26,2299,25.5,3,1,4,3,0,0,7,3,0.12,0.04,0.16,0.12,0.16,Matches,dc9b1d8c
464,Hamjatou Soukouna,ml MLI,DF,Annecy FC,25,1998,15,12,1064,11.8,1,0,1,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,Matches,ab7cd245
465,Aboubaka Soumahoro,fr FRA,DFMF,Paris FC,19,2005,14,6,598,6.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,abb2efc5
466,Moussa Soumano,fr FRA,FWMF,Ajaccio,19,2005,27,21,1709,19.0,4,2,6,4,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches,86a49468
467,Sambou Soumano,sn SEN,FW,Lorient,23,2001,31,11,1290,14.3,14,3,17,10,4,4,1,0,0.98,0.21,1.19,0.70,0.91,Matches,7cc00776
468,Benjamin Stambouli,fr FRA,MF,Metz,33,1990,26,24,2120,23.6,1,2,3,1,0,0,2,0,0.04,0.08,0.13,0.04,0.13,Matches,5939baa2
469,Tony Strata,ro ROU,DF,Ajaccio,19,2004,28,17,1726,19.2,1,2,3,1,0,0,2,0,0.05,0.10,0.16,0.05,0.16,Matches,4ca4f263
470,Lamine Sy,mr MTN,DFMF,Caen,21,2002,15,10,918,10.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,83383fd4
471,Eddy Sylvestre,fr FRA,MF,Grenoble Foot,24,1999,25,4,590,6.6,4,0,4,4,0,0,3,0,0.61,0.00,0.61,0.61,0.61,Matches,ff3a6a60
472,Mehdi Tahrat,dz ALG,DF,Troyes,34,1990,4,3,277,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ec1aa15e
473,Waniss Taibi,fr FRA,MF,Rodez AF,22,2002,32,30,2537,28.2,4,5,9,4,0,0,2,0,0.14,0.18,0.32,0.14,0.32,Matches,95192fe4
474,Montassar Talbi,tn TUN,DF,Lorient,26,1998,30,30,2649,29.4,1,1,2,1,0,0,4,1,0.03,0.03,0.07,0.03,0.07,Matches,a4a44eb0
475,Nathan Talbot,fr FRA,DF,Amiens,16,2007,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9483fca4
476,Dylan Tavares,cv CPV,MF,Bastia,27,1996,6,3,208,2.3,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,e79a29e5
477,Yohan Tavares,pt POR,DF,Stade Laval,36,1988,29,29,2610,29.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,a885714c
478,Allan Tchaptchet,fr FRA,DF,Grenoble Foot,22,2001,25,25,2146,23.8,0,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches,ab7d7882
479,Malik Tchokounté,fr FRA,FW,Stade Laval,35,1988,30,26,2257,25.1,9,1,10,7,2,2,6,0,0.36,0.04,0.40,0.28,0.32,Matches,ed0c3318
480,Kay Tejan,nl NED,MFFW,USL Dunkerque,27,1997,28,10,1256,14.0,2,4,6,2,0,0,3,0,0.14,0.29,0.43,0.14,0.43,Matches,7efcfb30
481,Jordan Tell,gp GLP,MFFW,Stade Laval,27,1997,18,4,529,5.9,1,3,4,1,0,0,1,0,0.17,0.51,0.68,0.17,0.68,Matches,4f093689
482,Romain Thomas,fr FRA,DF,Caen,36,1988,23,21,1861,20.7,2,0,2,2,0,0,1,1,0.10,0.00,0.10,0.10,0.10,Matches,275e2c51
483,Titouan Thomas,fr FRA,MF,Stade Laval,22,2002,32,16,1631,18.1,3,0,3,3,0,0,6,0,0.17,0.00,0.17,0.17,0.17,Matches,93c456ba
484,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,25,1999,33,30,2586,28.7,15,2,17,14,1,1,1,0,0.52,0.07,0.59,0.49,0.56,Matches,9ddf7fae
485,Josué Tiendrébéogo,bf BFA,MFFW,Annecy FC,21,2002,26,6,822,9.1,2,2,4,2,0,0,4,0,0.22,0.22,0.44,0.22,0.44,Matches,debf9d38
486,Joan Tincres,fr FRA,FW,Amiens,18,2006,6,0,89,1.0,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,85201dbb
487,Mactar Tine,sn SEN,MF,Amiens,22,2002,6,0,30,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8cbe56b2
488,Karim Tlili,fr FRA,FWMF,Martigues,34,1990,23,17,1433,15.9,6,0,6,6,0,0,1,1,0.38,0.00,0.38,0.38,0.38,Matches,54dbbf0e
489,Gabin Tomé,fr FRA,MF,Caen,20,2004,4,0,100,1.1,1,0,1,1,0,0,0,0,0.90,0.00,0.90,0.90,0.90,Matches,a513b2ec
490,Félix Tomi,fr FRA,MFFW,Bastia,23,2000,22,7,738,8.2,5,1,6,5,0,0,1,0,0.61,0.12,0.73,0.61,0.73,Matches,5dc03fbf
491,Mathis Touho,fr FRA,FW,Amiens,19,2004,3,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cccb5e71
492,Saikou Touray,gm GAM,MF,Grenoble Foot,24,2000,14,9,729,8.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b634e05c
493,Alpha Touré,sn SEN,MF,Metz,18,2006,16,6,716,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3437d224
494,Musa Toure,au AUS,FW,Clermont Foot,18,2005,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a4e57cf8
495,Mathys Tourraine,fr FRA,DF,Paris FC,23,2001,29,25,2189,24.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,d61ea220
496,Rayan Touzghar,fr FRA,MF,Guingamp,20,2003,4,0,38,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c3865081
497,Yoann Touzghar,tn TUN,FW,Ajaccio,37,1986,9,5,422,4.7,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches,4e47507a
498,Lisandru Tramoni,fr FRA,MFFW,Bastia,21,2003,25,14,1266,14.1,1,3,4,1,0,0,2,0,0.07,0.21,0.28,0.07,0.28,Matches,a4e9d6eb
499,Brahim Traoré,fr FRA,DF,Caen,20,2004,25,23,2082,23.1,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,f006d6ee
500,Ibrahim Traoré,fr FRA,MF,Troyes,18,2006,5,1,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d08441e6
501,Ismaël Traoré,ci CIV,DF,Metz,37,1986,19,18,1664,18.5,2,1,3,2,0,0,2,0,0.11,0.05,0.16,0.11,0.16,Matches,b666421b
502,Alexis Trouillet,fr FRA,MF,Rodez AF,23,2000,11,5,410,4.6,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches,0a8d6b91
503,Matthieu Udol,fr FRA,DF,Metz,28,1996,31,31,2790,31.0,4,7,11,4,0,0,6,0,0.13,0.23,0.35,0.13,0.35,Matches,cc41f558
504,Osaze Urhoghide,nl NED,DF,Amiens,24,2000,17,14,1266,14.1,2,0,2,2,0,0,4,1,0.14,0.00,0.14,0.14,0.14,Matches,1124ac8a
505,Lenny Vallier,fr FRA,DF,Guingamp,25,1999,21,17,1442,16.0,0,2,2,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,0a696365
506,Theo Valls,fr FRA,MF,Grenoble Foot,28,1995,28,26,2317,25.7,4,3,7,4,0,0,1,0,0.16,0.12,0.27,0.16,0.27,Matches,c8090cb3
507,Ritchy Valme,fr FRA,DF,Annecy FC,19,2005,7,1,140,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8fe5bcc3
508,Kévin Van Den Kerkhof,dz ALG,DF,Metz,28,1996,14,4,523,5.8,2,3,5,2,0,0,3,0,0.34,0.52,0.86,0.34,0.86,Matches,f6a3c84d
509,Éric Vandenabeele,fr FRA,DF,Rodez AF,32,1991,23,22,1755,19.5,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,bd61eff7
510,Hugo Vandermersch,fr FRA,DF,Caen,25,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9145d557
511,Thibaut Vargas,fr FRA,DFMF,Stade Laval,24,2000,34,34,2905,32.3,3,6,9,3,0,0,3,0,0.09,0.19,0.28,0.09,0.28,Matches,e9743d8a
512,Kilyan Veniere,fr FRA,MF,Annecy FC,17,2006,4,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d18c48f6
513,Yannis Verdier,fr FRA,FW,Rodez AF,21,2003,13,1,204,2.3,1,1,2,1,0,0,0,0,0.44,0.44,0.88,0.44,0.88,Matches,f7def2cf
514,Robin Verhaeghe,fr FRA,DF,Caen,20,2004,3,1,222,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d60c3faa
515,Clément Vidal,fr FRA,DF,Ajaccio,24,2000,27,23,2092,23.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,b2791a55
516,Christophe Vincent,fr FRA,MF,Bastia,31,1992,27,19,1757,19.5,5,1,6,4,1,1,6,0,0.26,0.05,0.31,0.20,0.26,Matches,b07c4e52
517,Rémy Vita,km COM,DF,Amiens,23,2001,33,33,2897,32.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,438c6082
518,Matthéo Xantippe,fr FRA,DF,Grenoble Foot,22,2002,18,17,1444,16.0,2,2,4,2,0,0,2,0,0.12,0.12,0.25,0.12,0.25,Matches,22e77212
519,Adam Yahi,fr FRA,FW,Annecy FC,19,2004,5,1,198,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f8931d24
520,Bachirou Yaméogo,bf BFA,MF,Grenoble Foot,19,2004,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d096c533
521,Gessime Yassine,ma MAR,MF,USL Dunkerque,18,2005,29,19,1535,17.1,3,0,3,3,0,0,4,0,0.18,0.00,0.18,0.18,0.18,Matches,f5ccae19
522,Darlin Yongwa,cm CMR,DF,Lorient,23,2000,33,31,2837,31.5,1,6,7,1,0,0,4,0,0.03,0.19,0.22,0.03,0.22,Matches,061266cd
523,Wilitty Younoussa,cm CMR,MF,Rodez AF,22,2001,34,29,2544,28.3,1,2,3,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,Matches,2736b85e
524,Benjaloud Youssouf,km COM,DF,USL Dunkerque,30,1994,10,3,373,4.1,0,1,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches,63b59ae9
525,Mohamed Youssouf,km COM,DF,Ajaccio,36,1988,20,18,1582,17.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,1a85bcdb
526,Nesta Zahui,fr FRA,DF,Grenoble Foot,21,2003,8,0,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4762f8d1
527,Kévin Zohi,ml MLI,MFFW,Stade Laval,27,1996,29,16,1447,16.1,1,3,4,1,0,0,1,0,0.06,0.19,0.25,0.06,0.25,Matches,775185ae
528,Ilyas Zouaoui,fr FRA,MF,Martigues,20,2003,14,1,268,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,455bafff
