,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Oliver Abildgaard,dk DEN,MF,Pisa,28,1996,24,7,776,8.6,0,1,1,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches,8f5cdf66
2,Fabio Abiuso,gr GRE,FW,Modena,21,2003,16,7,728,8.1,2,1,3,2,0,0,1,0,0.25,0.12,0.37,0.25,0.37,Matches,7e63b39c
3,Fabio Abiuso,gr GRE,FW,Sampdoria,21,2003,9,0,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7e63b39c
4,Emanuele Adamo,it ITA,MF,Cesena,26,1998,33,22,2067,23.0,2,0,2,2,0,0,11,0,0.09,0.00,0.09,0.09,0.09,Matches,45668d20
5,Marius Adamonis,lt LTU,GK,FC Südtirol,27,1997,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1226f0de
6,Andrea Adorante,it ITA,FW,Juve Stabia,24,2000,33,31,2586,28.7,15,2,17,14,1,1,5,0,0.52,0.07,0.59,0.49,0.56,Matches,7005ac66
7,Davide Adorni,it ITA,DF,Brescia,31,1992,36,36,3220,35.8,3,0,3,3,0,0,11,0,0.08,0.00,0.08,0.08,0.08,Matches,e43cb802
8,Ebenezer Akinsanmiro,ng NGA,MF,Sampdoria,19,2004,35,14,1530,17.0,1,1,2,1,0,0,4,1,0.06,0.06,0.12,0.06,0.12,Matches,3ad34015
9,Thomas Alberti,it ITA,FW,Modena,26,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,43de4047
10,Giorgio Altare,it ITA,DF,Sampdoria,25,1998,14,13,1060,11.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,aa5322d5
11,Francesco Amatucci,it ITA,MF,Cittadella,23,2001,37,31,2808,31.2,1,0,1,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,Matches,3bb7b5be
12,Lorenzo Amatucci,it ITA,MF,Salernitana,20,2004,36,36,3017,33.5,3,1,4,3,0,0,5,0,0.09,0.03,0.12,0.09,0.12,Matches,13b9e2fb
13,Giuseppe Ambrosino,it ITA,FWMF,Frosinone,20,2003,36,27,2209,24.5,5,3,8,5,0,1,3,0,0.20,0.12,0.33,0.20,0.33,Matches,282947c7
14,Nícolas Andrade,br BRA,GK,Pisa,36,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,326d09ef
15,Lorenzo Andrenacci,it ITA,GK,Brescia,29,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fe471a89
16,Cristian Andreoni,it ITA,MF,Juve Stabia,32,1992,12,5,500,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3a819038
17,Matteo Angeli,it ITA,DF,Cittadella,21,2002,16,15,1344,14.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,f1474b3d
18,Samuele Angori,it ITA,MF,Pisa,20,2003,37,25,2357,26.2,2,2,4,2,0,0,4,0,0.08,0.08,0.15,0.08,0.15,Matches,9ee1d39e
19,Janis Antiste,fr FRA,MFFW,Sassuolo,21,2002,4,2,169,1.9,1,1,2,1,0,0,2,0,0.53,0.53,1.07,0.53,1.07,Matches,38d9ce53
20,Matias Antonini Lui,br BRA,DF,Catanzaro,26,1998,21,15,1459,16.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,60c8da19
21,Mirko Antonucci,it ITA,MFFW,Cesena,25,1999,35,19,1891,21.0,4,2,6,4,0,0,5,0,0.19,0.10,0.29,0.19,0.29,Matches,91976866
22,Valentin Antov,bg BUL,DF,Cremonese,23,2000,31,27,2411,26.8,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches,8f68aa41
23,Stredair Appuah,fr FRA,FW,Palermo,20,2004,4,0,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,42f0113f
24,Mattia Aramu,it ITA,MF,Mantova,29,1995,25,11,1050,11.7,2,3,5,2,0,1,4,0,0.17,0.26,0.43,0.17,0.43,Matches,0847b5a5
25,Alessandro Arena,it ITA,MF,Pisa,23,2000,21,8,749,8.3,2,1,3,1,1,1,0,0,0.24,0.12,0.36,0.12,0.24,Matches,0f1cc688
26,Tommaso Arrigoni,it ITA,MF,FC Südtirol,30,1994,20,18,1604,17.8,1,1,2,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,Matches,45484d23
27,Federico Artioli,it ITA,MF,Mantova,23,2001,12,10,814,9.0,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,aa620b6c
28,Gabriele Artistico,it ITA,FW,Cosenza,22,2002,17,14,1230,13.7,5,1,6,5,0,1,4,0,0.37,0.07,0.44,0.37,0.44,Matches,29812be3
29,Gabriele Artistico,it ITA,FW,Juve Stabia,22,2002,16,0,292,3.2,2,0,2,2,0,0,2,0,0.62,0.00,0.62,0.62,0.62,Matches,29812be3
30,Emil Audero,id IDN,GK,Palermo,27,1997,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,649b01d8
31,Giuseppe Aurelio,it ITA,MF,Spezia,24,2000,25,12,1134,12.6,3,0,3,3,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches,3bd2a854
32,Paulo Azzi,br BRA,MFDF,Cremonese,30,1994,16,13,1189,13.2,3,3,6,3,0,0,3,0,0.23,0.23,0.45,0.23,0.45,Matches,967ac202
33,Nedim Bajrami,al ALB,MFFW,Sassuolo,25,1999,2,2,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f42d6c13
34,Matteo Baldi,it ITA,DF,Juve Stabia,22,2002,15,2,293,3.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d2a333ea
35,Enrico Baldini,it ITA,FWMF,Cittadella,27,1996,1,0,12,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0d785711
36,Filippo Bandinelli,it ITA,MF,Spezia,29,1995,28,22,1785,19.8,1,3,4,1,0,0,7,0,0.05,0.15,0.20,0.05,0.20,Matches,d44360be
37,Cristiano Bani,it ITA,DF,Mantova,25,1999,26,22,1943,21.6,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,13d46f49
38,Rayyan Baniya,,DF,Palermo,25,1999,29,26,2332,25.9,2,0,2,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,cfc4b498
39,Tommaso Barbieri,it ITA,MFDF,Cremonese,21,2002,31,20,1772,19.7,3,3,6,3,0,0,9,0,0.15,0.15,0.30,0.15,0.30,Matches,6f1d7aa8
40,Kevin Barcella,it ITA,MF,Frosinone,18,2006,9,6,579,6.4,0,2,2,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31,Matches,2662f7dc
41,Francesco Bardi,it ITA,GK,Reggiana,32,1992,36,36,3240,36.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,0acda699
42,Antonio Barreca,it ITA,MF,FC Südtirol,29,1995,10,6,497,5.5,2,0,2,2,0,0,0,0,0.36,0.00,0.36,0.36,0.36,Matches,6a189491
43,Antonio Barreca,it ITA,MF,Sampdoria,29,1995,5,2,230,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6a189491
44,Simone Bastoni,it ITA,MF,Cesena,27,1996,36,26,2162,24.0,4,2,6,4,0,0,6,0,0.17,0.08,0.25,0.17,0.25,Matches,1ac232b8
45,Thomas Battistella,it ITA,MF,Modena,23,2001,25,10,981,10.9,0,1,1,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,1ebee5ea
46,Tjaš Begić,si SVN,MFFW,Frosinone,21,2003,22,12,1069,11.9,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,7429c2bf
47,Luca Belardinelli,it ITA,MF,FC Südtirol,23,2001,12,5,487,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,97066336
48,Alessandro Bellemo,it ITA,MF,Sampdoria,28,1995,22,16,1361,15.1,1,1,2,1,0,0,6,0,0.07,0.07,0.13,0.07,0.13,Matches,fb8b8534
49,Marco Bellich,it ITA,DF,Juve Stabia,25,1999,33,32,2607,29.0,2,0,2,2,0,0,8,0,0.07,0.00,0.07,0.07,0.07,Matches,378a8995
50,Nicola Bellomo,it ITA,MFFW,Bari,33,1991,19,5,522,5.8,1,1,2,1,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches,e69a103f
51,Niccolò Belloni,it ITA,MF,Carrarese,30,1994,21,6,678,7.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0cdf5ab4
52,Ahmad Benali,ly LBY,MF,Bari,32,1992,34,33,2805,31.2,1,2,3,1,0,0,14,0,0.03,0.06,0.10,0.03,0.10,Matches,a128b07e
53,Leonardo Benedetti,it ITA,MF,Sampdoria,24,2000,25,13,1138,12.6,0,1,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches,76ff1fa3
54,Mattia Benvenuto,it ITA,DF,Spezia,18,2005,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,449bd81e
55,Domenico Berardi,it ITA,MFFW,Sassuolo,29,1994,29,25,2254,25.0,6,13,19,5,1,1,4,0,0.24,0.52,0.76,0.20,0.72,Matches,53a0e358
56,Bartosz Bereszyński,pl POL,DF,Sampdoria,32,1992,21,16,1530,17.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,61b3978f
57,Massimo Bertagnoli,it ITA,MF,Brescia,25,1999,28,18,1490,16.6,1,1,2,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,Matches,2260d3d3
58,Tommaso Berti,it ITA,MF,Cesena,20,2004,29,23,1922,21.4,2,2,4,2,0,0,1,0,0.09,0.09,0.19,0.09,0.19,Matches,87772a93
59,Nicolò Bertola,it ITA,DF,Spezia,21,2003,28,23,2090,23.2,3,1,4,3,0,0,5,1,0.13,0.04,0.17,0.13,0.17,Matches,04b40c58
60,Pietro Beruatto,it ITA,MFDF,Pisa,25,1998,16,10,764,8.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3a0f199a
61,Pietro Beruatto,it ITA,MFDF,Sampdoria,25,1998,16,12,1092,12.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3a0f199a
62,Michele Besaggio,it ITA,MF,Brescia,22,2002,35,23,1982,22.0,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,6fcfe7e8
63,Davide Bettella,it ITA,DF,Frosinone,24,2000,18,12,1143,12.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2edcd048
64,Gady Beyuku,fr FRA,DFMF,Modena,18,2005,13,6,601,6.7,2,0,2,2,0,0,3,0,0.30,0.00,0.30,0.30,0.30,Matches,9d1cef83
65,Matteo Bianchetti,it ITA,DF,Cremonese,31,1993,35,35,3073,34.1,1,1,2,1,0,0,9,1,0.03,0.03,0.06,0.03,0.06,Matches,b3a20f18
66,Tommaso Biasci,it ITA,FW,Catanzaro,29,1994,31,20,1549,17.2,6,2,8,6,0,0,1,0,0.35,0.12,0.46,0.35,0.46,Matches,0926f64c
67,Davide Biraschi,it ITA,DF,Frosinone,30,1994,19,18,1444,16.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,64cd167d
68,Dimitri Bisoli,it ITA,MF,Brescia,30,1994,30,29,2512,27.9,1,6,7,1,0,0,8,0,0.04,0.21,0.25,0.04,0.25,Matches,16569fef
69,Birkir Bjarnason,is ISL,MF,Brescia,36,1988,27,5,712,7.9,4,1,5,4,0,0,4,0,0.51,0.13,0.63,0.51,0.63,Matches,da13074e
70,Marco Bleve,it ITA,GK,Carrarese,28,1995,24,24,2092,23.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,47f2af81
71,Alexis Blin,fr FRA,MFDF,Palermo,27,1996,17,17,1372,15.2,0,2,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches,c69ef855
72,Emil Bohinen,no NOR,MF,Frosinone,25,1999,12,12,1012,11.2,3,1,4,2,1,1,3,0,0.27,0.09,0.36,0.18,0.27,Matches,c83c203f
73,Daniel Boloca,ro ROU,MF,Sassuolo,25,1998,34,32,2691,29.9,4,3,7,4,0,0,4,0,0.13,0.10,0.23,0.13,0.23,Matches,85f7ed25
74,Federico Bonazzoli,it ITA,FW,Cremonese,27,1997,26,18,1316,14.6,6,1,7,6,0,0,2,0,0.41,0.07,0.48,0.41,0.48,Matches,bf57eaab
75,Giovanni Bonfanti,it ITA,DF,Pisa,21,2003,22,21,1710,19.0,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,938d8a55
76,Nicholas Bonfanti,it ITA,FW,Bari,22,2002,16,8,742,8.2,2,1,3,2,0,0,1,0,0.24,0.12,0.36,0.24,0.36,Matches,d3e93b43
77,Nicholas Bonfanti,it ITA,FW,Pisa,22,2002,14,8,706,7.8,4,0,4,3,1,1,2,0,0.51,0.00,0.51,0.38,0.38,Matches,d3e93b43
78,Federico Bonini,it ITA,DF,Catanzaro,22,2001,36,36,3164,35.2,8,4,12,8,0,0,4,0,0.23,0.11,0.34,0.23,0.34,Matches,f8f0744b
79,Fabio Borini,it ITA,FWMF,Sampdoria,33,1991,11,3,303,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ef5b337e
80,Gennaro Borrelli,it ITA,FW,Brescia,24,2000,34,28,2544,28.3,6,1,7,5,1,1,8,0,0.21,0.04,0.25,0.18,0.21,Matches,04c4edc1
81,Eric Botteghin,br BRA,DF,Modena,36,1987,5,3,231,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eef95b11
82,Devid Bouah,it ITA,MF,Carrarese,22,2001,30,12,1350,15.0,3,0,3,3,0,0,3,0,0.20,0.00,0.20,0.20,0.20,Matches,8c257a54
83,Kleis Bozhanaj,al ALB,MF,Modena,23,2001,27,9,934,10.4,2,2,4,2,0,0,1,0,0.19,0.19,0.39,0.19,0.39,Matches,09ef21ea
84,Jayden Braaf,nl NED,FW,Salernitana,21,2002,16,6,706,7.8,2,0,2,2,0,0,3,0,0.25,0.00,0.25,0.25,0.25,Matches,c609e90e
85,Gabriele Bracaglia,it ITA,DFMF,Frosinone,21,2003,26,16,1621,18.0,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,ff79fde4
86,Domagoj Bradarić,hr CRO,DF,Salernitana,24,1999,2,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8bbe2df5
87,Davide Bragantini,it ITA,MFFW,Mantova,20,2003,35,17,1515,16.8,6,3,9,6,0,0,2,0,0.36,0.18,0.53,0.36,0.53,Matches,af7e6762
88,Simone Branca,it ITA,MF,Cittadella,32,1992,21,18,1479,16.4,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,ce50ade3
89,Nicolò Brighenti,it ITA,DF,Catanzaro,34,1989,31,30,2676,29.7,1,2,3,1,0,0,10,0,0.03,0.07,0.10,0.03,0.10,Matches,54c356b0
90,Fabrizio Brignani,it ITA,DF,Mantova,26,1998,28,27,2208,24.5,3,1,4,3,0,0,8,1,0.12,0.04,0.16,0.12,0.16,Matches,4a6667d7
91,Enrico Brignola,it ITA,MF,Catanzaro,25,1999,6,2,230,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d0643f8f
92,Dylan Bronn,tn TUN,DF,Salernitana,29,1995,24,22,1916,21.3,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches,edd81e2a
93,Matteo Brunori,it ITA,MFFW,Palermo,29,1994,33,21,1993,22.1,9,2,11,6,3,3,8,0,0.41,0.09,0.50,0.27,0.36,Matches,ad48aee0
94,Louis Buffon,cz CZE,FW,Pisa,16,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f4fe346
95,Davide Buglio,it ITA,MF,Juve Stabia,26,1998,30,26,2238,24.9,0,1,1,0,0,0,10,0,0.00,0.04,0.04,0.00,0.04,Matches,720581aa
96,Trent Buhagiar,mt MLT,FWMF,Brescia,26,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1197e349
97,Cristian Buonaiuto,it ITA,MFFW,Cremonese,31,1992,9,4,399,4.4,1,1,2,1,0,0,0,0,0.23,0.23,0.45,0.23,0.45,Matches,f3a9fa26
98,Salvatore Burrai,it ITA,MF,Mantova,37,1987,27,27,2327,25.9,1,3,4,1,0,0,12,0,0.04,0.12,0.15,0.04,0.15,Matches,edf441e8
99,Nicolò Buso,it ITA,MFFW,Catanzaro,24,2000,16,3,423,4.7,1,0,1,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches,2bfbc2c8
100,Alessio Buttaro,it ITA,DF,Palermo,21,2002,4,0,35,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2b43ebed
101,Andrea Cagnano,it ITA,DF,FC Südtirol,26,1998,3,3,232,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fae9dd51
102,Arturo Calabresi,it ITA,DFMF,Pisa,28,1996,28,10,1090,12.1,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,34bb6fbd
103,Mattia Caldara,it ITA,DF,Modena,30,1994,26,22,1844,20.5,1,0,1,1,0,0,4,1,0.05,0.00,0.05,0.05,0.05,Matches,ac7e640b
104,Fabrizio Caligara,it ITA,MF,Salernitana,24,2000,7,4,308,3.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,22ca11f1
105,Fabrizio Caligara,it ITA,MF,Sassuolo,24,2000,4,3,239,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,22ca11f1
106,Giacomo Calò,it ITA,MF,Cesena,27,1997,34,31,2522,28.0,2,4,6,2,0,0,9,1,0.07,0.14,0.21,0.07,0.21,Matches,d2ed2e04
107,Gabriele Calvani,it ITA,DF,Brescia,20,2004,20,14,1291,14.3,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,253a68ea
108,Michele Camporese,it ITA,DF,Cosenza,32,1992,7,6,541,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,035c1d09
109,Pietro Candelari,it ITA,MF,Spezia,19,2005,19,4,545,6.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,356ae640
110,Leonardo Candellone,it ITA,FWMF,Juve Stabia,26,1997,36,26,2418,26.9,6,2,8,5,1,1,6,1,0.22,0.07,0.30,0.19,0.26,Matches,af0fe411
111,Simone Canestrelli,it ITA,DF,Pisa,23,2000,36,35,3086,34.3,3,2,5,3,0,0,6,0,0.09,0.06,0.15,0.09,0.15,Matches,d8c54a50
112,Luigi Canotto,it ITA,FW,Frosinone,30,1994,9,4,367,4.1,1,1,2,1,0,0,1,0,0.25,0.25,0.49,0.25,0.49,Matches,911080b1
113,Alessandro Capello,it ITA,MFFW,Carrarese,28,1995,11,6,441,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d94cc025
114,Leonardo Capezzi,it ITA,MF,Carrarese,29,1995,21,8,906,10.1,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,07ea0ef2
115,Alessandro Caporale,it ITA,DF,Cosenza,28,1995,27,26,2169,24.1,0,1,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,Matches,b99fe4b3
116,Elio Capradossi,ug UGA,DF,Cittadella,28,1996,16,13,1107,12.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,174944a3
117,Antonio Caracciolo,it ITA,DF,Pisa,34,1990,35,34,3028,33.6,2,0,2,2,0,0,7,0,0.06,0.00,0.06,0.06,0.06,Matches,99d8fc35
118,Lorenzo Carissoni,it ITA,DFMF,Cittadella,27,1997,36,35,3170,35.2,2,1,3,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,Matches,83650393
119,Daniele Casiraghi,it ITA,MF,FC Südtirol,31,1993,36,28,2257,25.1,5,3,8,2,3,3,6,1,0.20,0.12,0.32,0.08,0.20,Matches,0408b043
120,Giuseppe Caso,it ITA,MFFW,Modena,25,1998,30,24,1829,20.3,5,3,8,5,0,0,2,0,0.25,0.15,0.39,0.25,0.39,Matches,099a2de5
121,Federico Casolari,it ITA,MF,Cittadella,21,2003,21,16,1260,14.0,1,0,1,1,0,0,8,0,0.07,0.00,0.07,0.07,0.07,Matches,e507c857
122,Tommaso Cassandro,it ITA,MFDF,Catanzaro,24,2000,29,18,1732,19.2,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches,6c4307ee
123,Claudio Cassano,it ITA,MFFW,Cittadella,21,2003,9,2,255,2.8,1,0,1,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches,a2f5d76e
124,Francesco Cassata,it ITA,MF,Spezia,27,1997,28,14,1309,14.5,0,1,1,0,0,0,8,1,0.00,0.07,0.07,0.00,0.07,Matches,96960855
125,Michele Castagnetti,it ITA,MF,Cremonese,34,1989,31,26,2251,25.0,1,3,4,1,0,0,6,0,0.04,0.12,0.16,0.04,0.16,Matches,ad92526f
126,Alessio Castellini,it ITA,DF,Pisa,21,2003,3,1,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d70bed47
127,Cristian Cauz,it ITA,DF,Modena,27,1996,24,20,1678,18.6,1,1,2,1,0,0,4,1,0.05,0.05,0.11,0.05,0.11,Matches,3d864055
128,Giacomo Cavallini,it ITA,MF,Reggiana,19,2004,3,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1b53fb38
129,Pietro Ceccaroni,it ITA,DF,Palermo,28,1995,29,27,2315,25.7,2,1,3,2,0,0,6,1,0.08,0.04,0.12,0.08,0.12,Matches,4d1efb48
130,Federico Ceccherini,it ITA,DF,Cremonese,32,1992,17,16,1189,13.2,1,1,2,1,0,0,5,0,0.08,0.08,0.15,0.08,0.15,Matches,d9624b51
131,Andrea Cecchetto,it ITA,DF,Cittadella,21,2003,4,2,160,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a0558e20
132,Joseph Ceesay,gm GAM,MF,Cesena,26,1998,28,16,1405,15.6,0,4,4,0,0,0,5,1,0.00,0.26,0.26,0.00,0.26,Matches,350ad032
133,Raffaele Celia,it ITA,MF,Cesena,25,1999,27,16,1457,16.2,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,0f434751
134,Stefano Cella,it ITA,DF,Mantova,23,2001,22,19,1848,20.5,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,926c9ede
135,Luca Ceppitelli,it ITA,DF,FC Südtirol,34,1989,10,10,873,9.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7d50454d
136,Andrea Ceresoli,it ITA,MFDF,Catanzaro,21,2003,7,6,430,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,240d18c4
137,Michele Cerofolini,it ITA,GK,Frosinone,25,1999,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,efdeaff3
138,Alberto Cerri,it ITA,FW,Salernitana,28,1996,18,17,1408,15.6,3,0,3,2,1,3,3,0,0.19,0.00,0.19,0.13,0.13,Matches,1079c685
139,Leonardo Cerri,it ITA,FW,Carrarese,21,2003,31,10,1090,12.1,3,1,4,3,0,0,6,0,0.25,0.08,0.33,0.25,0.33,Matches,58e08f40
140,Charlys,br BRA,MF,Cosenza,20,2004,27,22,1807,20.1,1,1,2,1,0,0,9,0,0.05,0.05,0.10,0.05,0.10,Matches,eff9c9ea
141,Luigi Cherubini,it ITA,MFFW,Carrarese,20,2004,34,20,1854,20.6,3,5,8,3,0,0,4,0,0.15,0.24,0.39,0.15,0.39,Matches,5aa1a2a7
142,Riccardo Chiarello,it ITA,MF,Cesena,30,1993,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df0da9ba
143,Matteo Chichella,it ITA,MF,Frosinone,18,2005,19,11,1025,11.4,1,0,1,1,0,0,2,1,0.09,0.00,0.09,0.09,0.09,Matches,57ad9bf4
144,Leandro Chichizola,ar ARG,GK,Spezia,34,1990,11,11,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8d957256
145,Niccolò Chiorra,it ITA,GK,Carrarese,23,2001,2,1,158,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c89c821b
146,Oliver Christensen,dk DEN,GK,Salernitana,25,1999,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,af104654
147,Manuel Cicconi,it ITA,MF,Carrarese,27,1997,34,31,2728,30.3,3,8,11,3,0,0,9,0,0.10,0.26,0.36,0.10,0.36,Matches,1aa560b0
148,Alejandro Cichero,ve VEN,FW,Frosinone,18,2006,5,2,120,1.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,c5a59790
149,Riccardo Ciervo,it ITA,MF,Cosenza,22,2002,30,17,1516,16.8,1,2,3,0,1,1,2,0,0.06,0.12,0.18,0.00,0.12,Matches,da77b60b
150,Luca Cigarini,it ITA,MF,Reggiana,38,1986,9,0,128,1.4,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,ae64d449
151,Baldovino Cimino,it ITA,MF,Cosenza,20,2004,14,8,652,7.2,0,2,2,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,Matches,d57c4046
152,Andrea Ciofi,it ITA,DF,Cesena,25,1999,33,28,2596,28.8,0,2,2,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,Matches,a654fd33
153,Andrea Cistana,it ITA,DF,Brescia,27,1997,22,19,1706,19.0,1,1,2,1,0,0,2,2,0.05,0.05,0.11,0.05,0.11,Matches,fe6a7685
154,Giorgio Cittadini,it ITA,DF,Frosinone,22,2002,4,1,171,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e4ba67f2
155,Massimo Coda,it ITA,FW,Sampdoria,35,1988,33,22,1935,21.5,8,2,10,7,1,2,1,0,0.37,0.09,0.47,0.33,0.42,Matches,4c7940d6
156,Antonio Čolak,hr CRO,FW,Spezia,30,1993,24,6,690,7.7,1,2,3,1,0,0,0,0,0.13,0.26,0.39,0.13,0.39,Matches,bfde3de5
