,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
147,Tiago Djaló,pt POR,DF,Porto,24,2000,8,6,590,6.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b2336681
148,Maxime Dominguez,ch SUI,MF,Gil Vicente FC,28,1996,4,3,249,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1fe2c2e0
149,Issiar Dramé,ml MLI,DF,Estrela,25,1999,21,18,1589,17.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,efd44b24
150,Dudu,br BRA,MFFW,Nacional,24,1999,21,17,1338,14.9,3,2,5,2,1,2,0,0,0.20,0.13,0.34,0.13,0.27,Matches,5d24ad61
151,Carlos Eduardo,br BRA,FW,Gil Vicente FC,21,2002,7,3,244,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,84be547e
152,Marcus Edwards,eng ENG,MF,Sporting CP,25,1998,6,1,111,1.2,1,0,1,1,0,0,0,0,0.81,0.00,0.81,0.81,0.81,Matches,57760e66
153,Demir Ege Tıknaz,tr TUR,MF,Rio Ave,19,2004,28,24,1976,22.0,4,2,6,4,0,0,7,0,0.18,0.09,0.27,0.18,0.27,Matches,65c081c1
154,Marvin Elimbi,fr FRA,DF,Gil Vicente FC,21,2003,11,5,434,4.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,672f3db0
155,Simon Elisor,fr FRA,FW,Famalicão,25,1999,15,6,597,6.6,4,0,4,4,0,0,2,0,0.60,0.00,0.60,0.60,0.60,Matches,825ed0d1
156,Úmaro Embaló,pt POR,MF,Vit. Guimarães,23,2001,7,0,148,1.6,2,0,2,2,0,0,0,0,1.22,0.00,1.22,1.22,1.22,Matches,cddafc92
157,Rui Encarnação,pt POR,GK,Nacional,26,1998,2,1,135,1.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,7afe0cbf
158,Ricardo Esgaio,pt POR,DF,Sporting CP,31,1993,9,2,230,2.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,12dcbdcc
159,Tiago Esgaio,pt POR,DF,Arouca,28,1995,25,25,2180,24.2,2,1,3,2,0,0,2,0,0.08,0.04,0.12,0.08,0.12,Matches,9c14a96b
160,Dario Essugo,pt POR,MF,Sporting CP,19,2005,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e4319ac
161,Luís Esteves,pt POR,MF,Nacional,26,1998,33,31,2808,31.2,0,3,3,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,Matches,f9ea45ed
162,Stephen Eustáquio,ca CAN,MFDF,Porto,27,1996,30,22,1918,21.3,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,577efaec
163,Evanilson,br BRA,FW,Porto,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6f3cc2fe
164,Claudio Falcão,br BRA,DFMF,Farense,30,1994,32,32,2851,31.7,1,2,3,1,0,0,10,1,0.03,0.06,0.09,0.03,0.09,Matches,56077210
165,Eduardo Felicíssimo,pt POR,MF,Sporting CP,17,2007,6,2,195,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c4199604
166,Nuno Felix,pt POR,MF,Benfica,20,2004,2,0,17,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ef0d16c6
167,Vando Félix,gw GNB,MF,Vit. Guimarães,21,2002,16,5,548,6.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,716e9ae4
168,Jorge Fernandes,pt POR,DF,Vit. Guimarães,27,1997,6,5,415,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a17ef4d1
169,Lucas Fernandes,br BRA,MF,AVS Futebol,26,1997,8,6,496,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a109d777
170,Martim Fernandes,pt POR,DF,Porto,18,2006,25,15,1311,14.6,0,6,6,0,0,0,5,0,0.00,0.41,0.41,0.00,0.41,Matches,901d4aa7
171,Mateus Fernandes,pt POR,MF,Sporting CP,20,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ef491564
172,Roger Fernandes,pt POR,MF,Braga,18,2005,28,21,1739,19.3,3,3,6,3,0,0,2,0,0.16,0.16,0.31,0.16,0.31,Matches,de8f6250
173,Rúben Fernandes,pt POR,DF,Gil Vicente FC,38,1986,28,28,2503,27.8,1,1,2,1,0,0,4,1,0.04,0.04,0.07,0.04,0.07,Matches,c6bdf383
174,Roberto Férnandez,es ESP,FW,Braga,22,2002,15,5,505,5.6,2,0,2,2,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches,c981fc98
175,João Ferreira Barros,pt POR,MF,Boavista,18,2006,12,2,260,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d279d762
176,Filipe Ferreira,pt POR,DF,Boavista,33,1990,27,26,2223,24.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,12f1293b
177,Fernando Ferreira Fonseca,pt POR,DFMF,AVS Futebol,27,1997,26,21,1908,21.2,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,ed4fef1c
178,João Ferreira,pt POR,DF,Braga,23,2001,21,13,1311,14.6,0,1,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches,fb37a645
179,Marcelo Ferreira,br BRA,DF,Moreirense,35,1989,33,33,2970,33.0,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches,15a5e48c
180,Pedro Ferreira,pt POR,MF,Santa Clara,26,1998,32,20,1826,20.3,0,4,4,0,0,0,8,0,0.00,0.20,0.20,0.00,0.20,Matches,fb39d792
181,Tiago Ferreira,pt POR,FW,Estrela,22,2002,3,1,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a4564423
182,Daniel Figueira,pt POR,GK,Estoril,26,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f7c68686
183,Sidoine Fogning,cm CMR,DF,Boavista,22,2001,13,13,1170,13.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,858cdc27
184,Tiago Fonseca Morais,pt POR,MFFW,Rio Ave,20,2003,31,18,1562,17.4,4,0,4,4,0,1,1,0,0.23,0.00,0.23,0.23,0.23,Matches,a951ca82
185,José Fontán,es ESP,DF,Arouca,24,2000,29,29,2589,28.8,1,0,1,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,Matches,1827a42d
186,José Fonte,pt POR,DF,Casa Pia,40,1983,25,24,2024,22.5,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,90f87966
187,Lucas França,br BRA,GK,Nacional,28,1996,33,33,2925,32.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,d82f7b3f
188,André Franco,pt POR,MF,Porto,26,1998,17,4,435,4.8,1,0,1,1,0,0,4,0,0.21,0.00,0.21,0.21,0.21,Matches,86df4d6b
189,Afonso Freitas,pt POR,MF,Nacional,24,2000,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f332f667
190,Iván Fresneda,es ESP,MFDF,Sporting CP,19,2004,18,11,961,10.7,3,0,3,3,0,0,2,0,0.28,0.00,0.28,0.28,0.28,Matches,29d0f2ac
191,Godfried Frimpong,nl NED,DF,Moreirense,25,1999,30,29,2539,28.2,1,3,4,1,0,0,6,0,0.04,0.11,0.14,0.04,0.14,Matches,fb5f19d5
192,Kanya Fujimoto,jp JPN,MF,Gil Vicente FC,25,1999,30,28,2219,24.7,5,5,10,4,1,1,1,0,0.20,0.20,0.41,0.16,0.37,Matches,be040b84
193,Taichi Fukui,jp JPN,MF,Arouca,20,2004,30,25,2183,24.3,0,2,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches,8441729d
194,Rúben Furtado,pt POR,MF,Braga,18,2005,4,0,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0e92987c
195,Tiago Gabriel,pt POR,DF,Estrela,19,2004,11,11,980,10.9,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,19452285
196,Galeno,br BRA,MFDF,Porto,26,1997,18,17,1445,16.1,8,0,8,4,4,6,4,0,0.50,0.00,0.50,0.25,0.25,Matches,5b3d1a7a
197,Tiago Galletto,uy URU,MF,AVS Futebol,22,2002,3,0,90,1.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d500dac0
198,Nino Galović,hr CRO,DF,Arouca,32,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d280923b
199,João Tiago Serrão Garcês,pt POR,MF,Nacional,31,1993,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a1d50b27
200,García,br BRA,DF,Nacional,22,2002,33,31,2799,31.1,0,3,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,45d071f4
201,Fabrício Garcia,cv CPV,MFFW,Estoril,23,2001,24,15,1269,14.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,65ebfa2d
202,Santiago García,es ESP,MF,Gil Vicente FC,22,2001,27,16,1475,16.4,4,2,6,4,0,0,10,0,0.24,0.12,0.37,0.24,0.37,Matches,b4b4d0a6
203,Bruno Gaspar,ao ANG,DF,Vit. Guimarães,31,1993,13,10,918,10.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,55ae91f0
204,Mory Gbane,ci CIV,MFDF,Gil Vicente FC,23,2000,18,16,1471,16.3,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,ab8b392c
205,Geovanny,pt POR,MF,Farense,20,2004,6,1,164,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e1374fb4
206,André Geraldes,pt POR,MFDF,Casa Pia,33,1991,26,13,1342,14.9,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches,35389469
207,Ismaël Gharbi,tn TUN,MF,Braga,20,2004,23,13,1058,11.8,4,3,7,4,0,0,2,0,0.34,0.26,0.60,0.34,0.60,Matches,5b3cfa12
208,Marco van Ginkel,nl NED,MFFW,Boavista,31,1992,11,9,682,7.6,1,1,2,0,1,1,2,0,0.13,0.13,0.26,0.00,0.13,Matches,47681787
209,José Gomes,pt POR,DF,Nacional,28,1996,28,27,2344,26.0,3,1,4,3,0,0,3,0,0.12,0.04,0.15,0.12,0.15,Matches,daadeea6
210,Pedro gomes,pt POR,DF,Boavista,21,2003,21,18,1452,16.1,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,05929240
211,Vítor Gomes,pt POR,MF,Rio Ave,36,1987,6,1,93,1.0,0,1,1,0,0,0,0,0,0.00,0.97,0.97,0.00,0.97,Matches,6b8cd7dd
212,William Gomes,br BRA,FW,Porto,18,2006,8,0,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,22675fbb
213,Victor Gomez,es ESP,DF,Braga,24,2000,27,21,1908,21.2,0,2,2,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,b7de5bad
214,Nuno Gonçalo Moreira,pt POR,FWMF,Casa Pia,25,1999,21,18,1491,16.6,5,5,10,5,0,0,3,1,0.30,0.30,0.60,0.30,0.60,Matches,c28df63c
215,Franscisco Gonçalves,pt POR,DF,Nacional,20,2004,1,0,18,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b66b3a11
216,João Gonçalves,pt POR,GK,Boavista,23,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8b8c0095
217,Pedro Gonçalves,pt POR,MFFW,Sporting CP,26,1998,14,12,870,9.7,5,4,9,5,0,0,3,0,0.52,0.41,0.93,0.52,0.93,Matches,c275947b
218,Cristo González,es ESP,MF,Arouca,26,1997,2,2,180,2.0,0,1,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,Matches,896b5df2
219,Mario González,es ESP,FW,Famalicão,28,1996,16,3,576,6.4,2,2,4,2,0,0,0,0,0.31,0.31,0.62,0.31,0.62,Matches,d189e48f
220,Nicolás González,es ESP,MF,Porto,22,2002,17,17,1441,16.0,5,3,8,5,0,0,6,1,0.31,0.19,0.50,0.31,0.50,Matches,2c56a792
221,Jean Gorby,fr FRA,MF,Braga,22,2002,24,14,1217,13.5,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,4e4b59a4
222,João Goulart Silva,pt POR,DF,Casa Pia,24,2000,33,32,2838,31.5,2,0,2,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,7e04dd8e
223,Tiago Gouveia,pt POR,MF,Benfica,23,2001,4,0,103,1.1,1,1,2,1,0,0,1,0,0.87,0.87,1.75,0.87,1.75,Matches,68cf59f0
224,Pablo Gozalbez,es ESP,MF,Arouca,23,2001,17,8,648,7.2,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,f33b6ee6
225,João Graça,pt POR,MFFW,Rio Ave,29,1995,16,3,493,5.5,1,0,1,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches,6772c33e
226,Samuel Granada,br BRA,FW,AVS Futebol,24,2000,4,3,240,2.7,0,1,1,0,0,0,2,1,0.00,0.37,0.37,0.00,0.37,Matches,c5cffd33
227,Jaume Grau,es ESP,MF,AVS Futebol,27,1997,29,25,2119,23.5,2,2,4,2,0,0,13,0,0.08,0.08,0.17,0.08,0.17,Matches,fc3d2006
228,Marko Grujić,rs SRB,MF,Porto,28,1996,2,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8b8e759d
229,Marko Gudžulić,rs SRB,GK,Estrela,22,2002,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a0c24879
230,Rafik Guitane,fr FRA,FWMF,Estoril,25,1999,21,9,857,9.5,0,4,4,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,Matches,7091324a
231,Rafik Guitane,fr FRA,FWMF,Braga,25,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7091324a
232,Deniz Gül,tr TUR,FW,Porto,20,2004,14,5,444,4.9,1,0,1,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches,f0fb443e
233,Viktor Gyökeres,se SWE,FW,Sporting CP,26,1998,33,31,2804,31.2,39,7,46,27,12,12,4,0,1.25,0.22,1.48,0.87,1.09,Matches,4d5a9185
234,Justin de Haas,nl NED,DF,Famalicão,24,2000,29,27,2468,27.4,2,0,2,1,1,1,5,0,0.07,0.00,0.07,0.04,0.04,Matches,2aa27bb3
235,Habraão,br BRA,DF,Santa Clara,23,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e329d13
236,Tomás Händel,pt POR,MF,Vit. Guimarães,23,2000,32,29,2516,28.0,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,Matches,bbfb51ed
237,Conrad Harder,dk DEN,FWMF,Sporting CP,19,2005,28,6,784,8.7,5,5,10,5,0,0,0,0,0.57,0.57,1.15,0.57,1.15,Matches,675261f8
238,Thiago Helguera,uy URU,MF,Braga,18,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3c960580
239,Gustavo Henrique,br BRA,MF,Estrela,25,1999,4,4,228,2.5,0,1,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,Matches,f068fed1
240,Morten Hjulmand,dk DEN,MF,Sporting CP,25,1999,28,26,2214,24.6,2,2,4,1,1,1,11,1,0.08,0.08,0.16,0.04,0.12,Matches,d4456fb3
241,Jordan Holsgrove,sct SCO,MF,Estoril,24,1999,28,26,2383,26.5,1,4,5,1,0,0,6,0,0.04,0.15,0.19,0.04,0.19,Matches,8a6daac3
242,Lukáš Horníček,cz CZE,GK,Braga,22,2002,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cc8312b4
243,André Horta,pt POR,MF,Braga,27,1996,12,6,508,5.6,0,4,4,0,0,0,0,0,0.00,0.71,0.71,0.00,0.71,Matches,951f1739
244,Ricardo Horta,pt POR,MFFW,Braga,29,1994,34,32,2837,31.5,10,5,15,10,0,0,2,0,0.32,0.16,0.48,0.32,0.48,Matches,6603fed7
245,Igor,br BRA,MF,Estrela,21,2003,13,9,800,8.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,fb19d550
246,André Inácio,br BRA,MFFW,Estrela,22,2002,11,7,638,7.1,1,1,2,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,Matches,cc77d69c
247,André Inácio,br BRA,MF,Rio Ave,22,2002,16,13,1178,13.1,1,1,2,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,Matches,cc77d69c
248,Gonçalo Inácio,pt POR,DF,Sporting CP,22,2001,28,25,2255,25.1,3,2,5,3,0,0,6,0,0.12,0.08,0.20,0.12,0.20,Matches,33651873
249,Isaac,br BRA,FW,Nacional,20,2004,27,15,1233,13.7,3,1,4,3,0,0,3,0,0.22,0.07,0.29,0.22,0.29,Matches,f689c342
250,Ismael,pt POR,MF,Moreirense,25,1999,29,25,2021,22.5,1,1,2,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches,0ea6e37d
251,Franco Israel,uy URU,GK,Sporting CP,24,2000,11,11,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1f994616
252,Ivan Jaime Pajuelo,es ESP,MF,Porto,23,2000,9,5,443,4.9,2,2,4,2,0,0,1,0,0.41,0.41,0.81,0.41,0.81,Matches,90ba7fa6
253,Jason,es ESP,MFFW,Arouca,30,1994,32,25,2253,25.0,5,1,6,4,1,3,5,0,0.20,0.04,0.24,0.16,0.20,Matches,9038c2a1
254,Jhonatan,br BRA,GK,Rio Ave,33,1991,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,52479cc2
255,Diederrick Joel,cm CMR,FW,Nacional,30,1993,14,8,860,9.6,2,0,2,2,0,1,1,0,0.21,0.00,0.21,0.21,0.21,Matches,2986e65c
256,Artur Jorge,pt POR,DF,Farense,29,1994,19,15,1281,14.2,0,1,1,0,0,0,9,0,0.00,0.07,0.07,0.00,0.07,Matches,801f3d1d
257,Joel Jorquera,es ESP,MF,Moreirense,23,2000,12,4,434,4.8,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches,1156c1e8
258,Luiz Lúcio Reis Júnior,br BRA,GK,Famalicão,23,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d0530e29
259,Samuel Justo,pt POR,MF,Farense,20,2004,5,2,206,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8e0658cc
260,Issa Kaboré,bf BFA,DFMF,Benfica,23,2001,3,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c066d1a5
261,Kaique,br BRA,GK,Farense,21,2003,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,df0ed5d6
262,Osman Kakay,sl SLE,DF,Boavista,26,1997,9,6,577,6.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,0aed0751
263,Issiaka Kamate,fr FRA,MFDF,AVS Futebol,19,2004,8,4,350,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9181fd45
264,Jorge Karse,ge GEO,DF,Rio Ave,19,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e26229d7
265,Kazu,br BRA,DF,Gil Vicente FC,24,2000,11,6,533,5.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7bb033f0
266,Keliano,ao ANG,MF,Estrela,21,2003,21,13,976,10.8,0,1,1,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matches,af6e7c2f
267,Kewin,br BRA,GK,Moreirense,28,1995,29,29,2610,29.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,aea1afc8
268,Khaly,ao ANG,DF,Casa Pia,20,2003,1,0,1,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fa0adfab
269,Kikas,pt POR,FW,Estrela,25,1998,32,23,2104,23.4,6,1,7,6,0,0,4,0,0.26,0.04,0.30,0.26,0.30,Matches,055cb86b
270,Gustavo Klismahn,br BRA,FWMF,Santa Clara,24,1999,17,9,822,9.1,0,3,3,0,0,0,2,0,0.00,0.33,0.33,0.00,0.33,Matches,0619e470
271,Ruben Kluivert,nl NED,DF,Casa Pia,23,2001,21,13,1229,13.7,1,0,1,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches,a8dccedc
272,Koka,eg EGY,FW,Rio Ave,31,1993,9,0,167,1.9,1,0,1,1,0,0,2,0,0.54,0.00,0.54,0.54,0.54,Matches,9fc2531b
273,Orkun Kökçü,tr TUR,MF,Benfica,23,2000,33,30,2633,29.3,7,7,14,5,2,2,8,0,0.24,0.24,0.48,0.17,0.41,Matches,9bf914b4
274,Moussa Koné,sn SEN,MFFW,Boavista,27,1996,7,4,311,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3ef68782
275,Konstantinos Kostoulas,gr GRE,DF,Rio Ave,19,2005,3,2,191,2.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ba50b1eb
276,Vladan Kovačević,ba BIH,GK,Sporting CP,26,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fa462ff0
277,Andrian Kraev,bg BUL,MF,Casa Pia,25,1999,26,20,1664,18.5,1,0,1,1,0,0,9,0,0.05,0.00,0.05,0.05,0.05,Matches,5f1a17d4
278,Layvin Kurzawa,fr FRA,MFDF,Boavista,31,1992,4,2,170,1.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,41e7ef1c
279,Chiheb Labidi,tn TUN,MF,Nacional,23,2001,17,4,411,4.6,1,0,1,1,0,0,3,0,0.22,0.00,0.22,0.22,0.22,Matches,33a4d604
280,André Lacximicant,pt POR,FW,Estoril,23,2001,27,11,993,11.0,5,3,8,5,0,0,4,0,0.45,0.27,0.73,0.45,0.73,Matches,be9bcca7
281,Chico Lamba,pt POR,DF,Arouca,21,2003,26,25,2265,25.2,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches,067c8f21
282,Larra,es ESP,MF,Casa Pia,26,1997,32,26,2242,24.9,2,3,5,2,0,0,9,1,0.08,0.12,0.20,0.08,0.20,Matches,0d690336
283,Leonardo Lelo,pt POR,MF,Casa Pia,24,2000,32,32,2848,31.6,1,4,5,1,0,0,2,0,0.03,0.13,0.16,0.03,0.16,Matches,b0492e27
284,Marcos Leonardo,br BRA,FW,Benfica,21,2003,3,0,82,0.9,1,0,1,0,1,1,0,0,1.10,0.00,1.10,0.00,0.00,Matches,3f47ebce
285,Guilherme Liberato,br BRA,MF,Moreirense,23,2001,4,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,23cc2e79
286,Otso Liimatta,fi FIN,MF,Famalicão,20,2004,5,1,121,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1d932cbe
287,Rúben Lima,pt POR,DF,Estrela,34,1989,24,20,1778,19.8,0,2,2,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,Matches,bd9be778
288,Yan Lincon,br BRA,FW,Moreirense,21,2002,8,3,262,2.9,3,0,3,3,0,0,2,0,1.03,0.00,1.03,1.03,1.03,Matches,fc045c90
289,Jérémy Livolant,fr FRA,FWMF,Casa Pia,26,1998,26,20,1802,20.0,4,4,8,4,0,0,1,1,0.20,0.20,0.40,0.20,0.40,Matches,4f3768f1
290,Danny Loader,cm CMR,FWMF,Porto,23,2000,29,11,1071,11.9,3,1,4,2,1,1,3,0,0.25,0.08,0.34,0.17,0.25,Matches,e9fda01d
291,Samuel Lobato,pt POR,MF,Famalicão,22,2001,12,0,74,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4863d7b0
292,Tom van de Looi,nl NED,MF,Famalicão,25,1999,27,18,1753,19.5,0,2,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,27b44d5d
293,Miguel Lopes,pt POR,DF,Estrela,37,1986,15,13,1144,12.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,258b0d9b
294,Rony Lopes,pt POR,MFFW,Farense,28,1995,14,14,1128,12.5,1,0,1,1,0,1,4,0,0.08,0.00,0.08,0.08,0.08,Matches,7c2965bb
295,Vasco Lopes,cv CPV,MFFW,AVS Futebol,24,1999,24,10,1047,11.6,2,2,4,2,0,0,6,0,0.17,0.17,0.34,0.17,0.34,Matches,0ff1e31d
296,Mamadou Loum,sn SEN,MFDF,Arouca,27,1996,21,7,707,7.9,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,bcfc4473
297,Jonatan Lucca,br BRA,MF,AVS Futebol,30,1994,8,2,271,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b04f4533
298,Florentino Luís,pt POR,MF,Benfica,24,1999,26,24,1969,21.9,2,1,3,2,0,0,7,0,0.09,0.05,0.14,0.09,0.14,Matches,881cd6be
299,Zé Luís,cv CPV,FW,AVS Futebol,33,1991,25,16,1384,15.4,3,1,4,1,2,2,4,0,0.20,0.07,0.26,0.07,0.13,Matches,520c318f
300,Luismi,gq EQG,FW,Moreirense,23,2001,31,13,1369,15.2,5,3,8,5,0,0,1,0,0.33,0.20,0.53,0.33,0.53,Matches,6388eae1
301,Vitali Lystsov,ru RUS,DF,Boavista,29,1995,8,5,474,5.3,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,22aba139
302,Rúben Macedo,pt POR,MFFW,Nacional,28,1996,27,10,1198,13.3,1,1,2,0,1,1,0,0,0.08,0.08,0.15,0.00,0.08,Matches,f1cc4c01
303,Tiago Machado,pt POR,FW,Boavista,20,2004,11,0,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1473f103
304,Madson,br BRA,MF,Moreirense,24,1999,19,16,1173,13.0,2,1,3,2,0,0,1,0,0.15,0.08,0.23,0.15,0.23,Matches,ee824bea
