accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,Pos
55,17,26.56,256,64,42.38,542,531,1056,81.11,31,46.27,36,29,1,0,0,0,125,7,0,13,5,39,29,0,0,18,29,131,0,1,3.55,4.25,34,0,15.63,0,5,6,36,28,8,4,1,,87,47.8,0,0,1,246,16,30,2,27,2409,1,,0,0,2,0,100.0,0,2,0,0,380,19,0,7.02,0,3,0,0,0,0,0,0,481.8,0.0,2,15,17,10,9,12,42.86,0,44,27,61.36,30,128,28,64,118,47.39,151,781,585,1302,203.7,32,0,1727,31,4,0,Vincent Sierro,Toulouse,794412,1681,MF
11,11,21.57,102,8,25.0,220,195,404,78.91,22,59.46,15,25,2,0,0,0,72,4,5,5,3,31,23,0,0,14,15,85,0,0,1.75,4.29,27,0,17.24,0,5,7,16,14,2,4,1,,69,49.64,1,0,1,108,20,20,4,17,1417,5,,0,0,0,0,0.0,0,0,0,0,240,5,0,7.02,0,0,0,0,0,0,0,0,283.4,0.0,1,21,8,13,11,12,42.86,0,43,25,58.14,20,28,28,51,91,51.7,32,331,232,512,161.5,29,1,950,14,2,0,Ali Abdi,Nice,919027,1661,MF
52,0,0.0,31,255,43.0,162,481,643,65.35,7,100.0,0,32,0,0,0,0,256,0,0,0,10,42,32,0,0,0,1,2,0,0,0.05,,1,0,0.0,216,0,0,54,48,6,0,0,-6.68,5,71.43,0,32,1,341,0,0,0,32,2880,0,,0,0,0,0,0.0,10,0,1,0,348,0,9,7.02,0,0,31,59,16,77,1,10,0.0,0.0,0,0,0,0,0,0,0.0,29,2,1,50.0,0,84,0,0,12,85.71,593,417,567,984,224.5,0,1,1291,5,4,0,Marco Bizot,Stade Brestois,100390,1715,GK
19,0,0.0,48,28,52.83,211,412,623,91.75,28,63.64,16,11,0,0,0,0,48,0,0,0,2,65,11,0,0,2,0,24,0,0,0.21,0.51,7,0,0.0,10,0,0,18,15,3,0,0,,13,61.9,0,0,0,56,8,1,0,11,973,1,,0,0,0,0,0.0,0,0,0,0,60,1,0,7.01,0,0,0,0,0,0,0,0,0.0,0.0,0,7,0,4,3,0,0.0,0,12,8,66.67,1,36,0,0,41,63.08,53,247,432,679,77.1,7,0,795,1,2,0,Anthony Rouault,Stade Rennais,991479,1658,DF
29,1,100.0,52,47,39.5,219,513,731,85.8,31,54.39,26,18,0,0,0,0,63,0,0,1,3,119,18,0,0,1,10,54,0,1,0.16,0.29,17,0,0.0,7,0,0,20,19,1,0,0,,55,66.27,0,0,0,121,23,1,0,17,1513,0,,0,0,0,0,0.0,0,0,0,0,133,0,0,7.01,0,0,0,0,0,0,0,0,0.0,0.0,0,6,0,3,2,3,75.0,0,38,22,57.89,1,64,4,1,86,61.43,119,299,554,852,126.1,6,0,1117,17,6,0,Nathan Zeze,Nantes,1154687,1647,DF
55,1,33.33,84,110,43.14,254,739,992,82.19,59,59.0,41,27,0,0,0,0,91,4,1,5,6,162,27,0,0,0,15,89,1,1,1.14,0.81,36,0,7.14,1,1,1,48,42,6,1,0,,64,57.14,1,0,2,215,29,8,0,27,2417,0,,1,0,0,0,0.0,0,0,0,0,224,1,0,7.0,0,0,0,0,0,0,0,0,2417.0,0.0,0,13,1,8,1,0,0.0,0,45,33,73.33,8,124,0,3,123,58.02,255,433,777,1207,189.1,14,3,1565,20,6,0,Brendan Chardonnet,Stade Brestois,328035,1715,DF
5,4,36.36,76,11,37.93,145,117,258,69.73,42,46.15,49,19,2,0,0,0,72,1,7,7,3,31,19,0,0,5,16,98,0,0,1.77,3.97,28,0,12.5,0,4,6,27,24,3,4,0,,72,59.5,1,0,0,112,17,19,0,19,1694,2,,0,0,0,0,0.0,0,0,0,0,160,8,0,6.99,0,2,0,0,0,0,0,0,423.5,0.0,0,28,4,15,10,6,50.0,0,36,18,50.0,19,10,12,11,114,53.77,29,237,144,370,132.9,32,0,650,31,5,0,Marshall Munetsi,Stade de Reims,894733,1682,MF
55,6,13.64,436,55,57.29,809,552,1355,84.53,15,42.86,20,32,1,0,0,1,193,5,2,10,3,26,32,0,0,51,33,210,1,1,3.67,6.35,48,0,15.38,1,6,7,50,47,3,6,0,,135,41.54,1,0,1,248,26,39,1,32,2848,3,,0,0,4,0,75.0,0,3,0,0,475,35,0,6.99,0,4,0,0,0,0,0,0,474.67,0.0,0,18,21,17,12,57,48.31,0,48,32,66.67,39,99,118,44,150,41.67,96,1034,613,1603,223.8,39,1,2164,32,4,0,Himad Abdelli,Angers,945830,1684,MF
34,10,21.74,231,41,32.8,617,911,1518,86.79,58,59.79,39,32,2,0,0,0,162,1,1,4,8,148,32,0,0,13,17,120,0,1,1.09,1.16,41,0,5.56,4,1,3,39,37,2,1,0,,111,57.81,0,0,0,231,34,11,0,30,2716,0,,0,0,0,1,0.0,0,0,0,0,407,5,0,6.99,0,1,0,0,0,0,0,0,2716.0,0.0,0,14,4,8,6,27,65.85,0,65,45,69.23,11,89,41,46,169,58.48,125,793,1002,1749,223.8,18,0,2514,19,7,0,Guéla Doué,RC Strasbourg,1002033,1659,DF
20,0,0.0,242,19,55.88,387,127,514,73.43,19,38.0,31,31,3,0,0,0,88,9,9,14,3,18,31,0,0,23,27,128,0,0,4.76,8.89,31,0,10.53,0,6,9,29,24,5,6,0,,68,41.21,0,0,2,186,10,40,3,27,2244,10,,0,0,0,0,0.0,0,0,0,0,323,15,0,6.99,0,3,0,0,0,0,0,0,374.0,0.0,0,46,11,22,21,12,33.33,0,33,19,57.58,40,48,36,23,87,40.47,34,569,154,700,216.8,57,1,1072,23,4,0,Takumi Minamino,AS Monaco,155818,1653,MF
27,1,14.29,268,23,62.16,659,598,1256,90.82,14,53.85,12,25,1,0,0,0,86,2,0,2,0,26,25,0,0,17,16,83,2,3,1.46,1.01,37,0,21.43,0,3,4,25,24,1,2,1,,74,51.03,0,0,0,127,33,11,0,17,1587,0,,0,0,0,1,0.0,0,0,0,0,178,4,0,6.99,0,3,0,0,0,0,0,0,529.0,0.0,0,5,9,5,7,11,68.75,0,50,28,56.0,11,52,16,7,88,51.46,37,751,639,1383,174.8,14,1,1665,14,5,0,Valentin Rongier,Olympique de Marseille,581314,1641,MF
36,1,11.11,424,33,62.26,953,555,1507,93.25,9,39.13,14,29,2,0,0,0,136,4,2,8,2,18,29,0,0,32,22,109,0,2,1.43,1.67,25,0,5.88,0,1,3,21,18,3,1,0,,90,48.65,0,0,0,109,23,18,0,23,2052,1,,0,0,0,0,0.0,0,0,0,0,211,14,0,6.99,0,1,0,0,0,0,0,0,2052.0,0.0,0,7,10,2,7,20,54.05,0,51,26,50.98,18,51,37,9,99,47.6,53,1037,588,1616,202.7,17,1,2000,19,3,0,Warren Zaïre-Emery,Paris Saint-Germain,1142672,1644,MF
53,2,50.0,243,38,48.1,675,985,1658,92.63,27,62.79,16,25,0,0,0,0,108,0,1,2,3,62,25,0,0,13,7,56,0,4,1.13,0.48,19,0,0.0,22,0,0,31,30,1,0,0,,87,68.5,0,0,0,132,22,5,0,22,2021,1,,0,0,0,0,0.0,0,0,0,0,165,9,0,6.99,0,0,0,0,0,0,0,0,0.0,0.0,0,7,1,5,1,10,71.43,0,60,38,63.33,5,94,14,4,114,67.06,79,771,1023,1790,174.7,8,0,2076,17,1,0,Geoffrey Kondogbia,Olympique de Marseille,96544,1641,DF
5,7,43.75,116,11,45.83,268,213,474,87.94,12,44.44,15,16,1,0,0,0,46,2,2,3,1,43,15,0,0,10,9,58,0,0,1.25,0.68,13,0,0.0,0,0,1,6,6,0,0,0,,47,52.22,0,0,0,65,13,5,0,10,914,0,,0,0,0,0,0.0,0,0,0,0,114,2,0,6.99,0,0,0,0,0,0,0,0,0.0,0.0,0,7,3,2,5,8,42.11,0,33,17,51.52,5,12,19,16,59,50.43,24,327,228,539,104.8,10,0,815,6,4,0,Ismaily,Lille,78352,1643,DF
8,14,16.47,113,16,55.17,227,156,369,77.2,9,27.27,24,27,3,0,0,0,83,5,1,7,1,28,27,0,0,30,9,109,0,1,2.24,3.34,28,0,14.81,0,4,7,45,41,4,4,0,,105,55.26,0,0,1,109,7,26,1,23,2010,8,,0,0,0,0,0.0,0,0,0,3,290,7,0,6.99,0,3,0,0,0,0,0,0,502.5,0.0,0,22,5,10,10,22,52.38,0,37,26,70.27,26,17,42,85,114,51.12,29,382,181,478,188.6,27,1,913,46,5,0,Josué Casimir,Le Havre,1035986,1662,MF
26,16,28.57,214,27,51.92,357,209,550,77.9,7,33.33,14,32,2,0,0,0,116,5,7,25,2,19,32,0,0,43,20,148,0,0,3.37,9.08,29,0,13.1,0,11,13,36,32,4,10,1,,62,31.63,1,0,1,156,13,25,2,31,2661,10,,0,0,0,0,0.0,0,0,0,0,363,24,0,6.98,0,8,0,0,0,0,0,0,241.91,0.0,1,59,25,26,33,30,40.0,0,24,16,66.67,25,48,75,56,69,31.8,52,520,242,706,223.5,84,1,1197,8,5,0,Keito Nakamura,Stade de Reims,905352,1682,MF
44,0,0.0,10,116,37.91,60,240,300,61.1,5,83.33,1,18,0,0,0,0,113,0,0,0,3,14,18,0,0,0,0,2,1,0,0.02,,1,0,0.0,96,0,0,26,24,2,0,0,-0.07,5,83.33,0,14,0,191,1,0,0,18,1564,0,,0,0,0,1,0.0,5,0,0,0,192,0,7,6.98,0,0,3,34,12,47,0,16,0.0,0.0,0,0,0,0,0,0,0.0,3,1,0,0.0,0,75,0,0,10,83.33,306,203,288,491,125.7,0,0,643,7,2,0,Anthony Lopes,Nantes,48535,1647,GK
56,4,16.67,353,42,53.85,596,306,898,87.1,17,60.71,11,24,4,0,0,0,86,1,0,8,2,21,23,0,0,9,12,49,0,0,1.71,0.66,10,0,12.5,0,2,6,28,23,5,0,2,,39,50.65,0,0,0,133,15,21,0,13,1253,1,,0,0,0,1,0.0,0,0,0,0,192,8,0,6.98,0,2,0,0,0,0,0,0,626.5,0.0,0,4,12,5,3,3,25.0,0,22,14,63.64,21,92,12,24,56,53.33,78,722,333,1031,160.6,16,2,1244,14,0,0,Florian Tardieu,Saint-Étienne,234142,1678,MF
62,28,26.17,240,69,47.92,511,561,1044,81.31,19,40.43,28,33,2,0,0,0,132,4,0,3,5,79,33,0,0,7,32,94,0,2,2.55,0.97,16,0,9.09,0,1,3,46,42,4,1,0,,111,62.71,0,0,0,240,47,25,1,31,2677,1,,0,0,0,0,0.0,0,0,0,0,418,6,0,6.98,0,0,0,0,0,0,0,0,2677.0,0.0,0,7,4,7,1,11,50.0,0,69,48,69.57,25,109,22,107,130,58.04,144,753,638,1284,230.4,11,2,2053,35,2,0,Florent Hanin,Angers,170129,1684,DF
19,1,3.85,251,6,40.0,361,117,477,77.81,5,15.15,28,31,4,0,0,0,107,6,5,14,4,4,31,0,0,50,21,180,0,1,4.11,5.59,16,0,10.0,0,5,9,33,25,8,3,2,,142,48.3,0,0,0,136,6,30,2,27,2340,2,,0,0,0,0,0.0,0,0,0,1,358,17,0,6.98,0,3,0,0,0,0,0,0,468.0,0.0,0,38,12,10,26,50,43.1,0,31,18,58.06,30,31,116,26,147,44.95,15,504,135,613,216.4,50,2,1117,61,2,0,Yann Gboho,Toulouse,911851,1681,MF
43,4,33.33,115,60,50.85,348,797,1141,89.56,42,61.76,26,28,1,0,0,0,73,1,0,2,4,159,28,0,2,3,10,63,0,2,1.42,0.64,24,0,0.0,11,0,1,34,29,5,0,0,,63,63.0,0,0,0,133,32,10,0,26,2199,1,,0,0,0,1,0.0,0,0,0,0,165,2,0,6.98,2,0,0,0,0,0,0,0,0.0,0.0,0,6,3,6,1,10,83.33,0,42,30,71.43,10,83,12,12,105,62.5,118,440,846,1274,195.4,9,3,1646,12,4,0,Cédric Kipré,Stade de Reims,886802,1682,DF
7,0,0.0,17,51,32.28,37,165,202,65.16,5,100.0,0,12,0,0,0,0,82,0,0,0,2,14,12,1,0,0,0,0,1,0,0.04,,0,0,0.0,57,0,0,19,18,1,0,0,-1.73,1,100.0,0,14,0,108,0,2,0,12,1080,0,,0,0,0,0,0.0,3,0,0,0,111,0,6,6.98,0,0,2,18,14,32,0,14,0.0,0.0,0,0,0,0,0,0,0.0,2,1,1,100.0,2,14,0,0,6,100.0,158,129,181,310,83.7,0,2,434,0,1,0,Alban Lafont,Nantes,826201,1647,GK
7,5,20.0,209,10,50.0,323,202,520,79.15,28,29.79,66,34,8,0,0,0,76,7,7,18,2,33,34,0,0,43,12,195,0,0,3.44,6.54,36,0,8.2,0,5,13,42,39,3,3,2,,93,41.89,0,0,1,137,13,37,2,25,2306,13,,0,0,1,0,100.0,0,1,0,2,297,12,0,6.97,0,3,0,0,0,0,0,0,461.2,0.0,0,45,16,25,18,28,40.58,0,33,20,60.61,37,16,69,25,121,38.29,20,453,229,657,237.1,61,2,1108,33,6,0,Lassine Sinayoko,Auxerre,927005,1646,FW
79,4,25.0,330,87,47.54,759,839,1594,88.65,31,56.36,24,29,1,0,0,0,165,1,1,13,9,68,29,0,0,14,18,102,0,0,3.42,1.78,29,0,0.0,0,0,1,30,26,4,0,0,,75,49.02,0,0,0,204,32,24,0,29,2546,0,,0,0,0,1,0.0,0,0,0,0,292,10,0,6.97,1,0,0,0,0,0,0,0,0.0,0.0,0,16,11,11,3,10,37.04,0,44,29,65.91,24,143,27,16,106,50.96,183,912,902,1798,202.2,27,1,2239,22,13,1,Facundo Medina,RC Lens,860307,1648,DF
13,24,35.29,177,18,60.0,321,151,448,82.66,3,23.08,10,24,2,0,0,0,46,4,4,5,2,11,24,0,1,11,9,56,0,0,2.3,2.97,18,1,13.04,0,3,5,15,14,1,2,1,,43,48.31,0,0,0,94,12,24,2,14,1138,4,,0,1,0,0,0.0,0,0,0,0,182,3,0,6.97,1,1,0,0,0,0,0,0,379.33,20.0,5,12,11,8,10,11,55.0,0,23,13,56.52,23,31,20,68,46,45.1,30,440,170,542,167.3,23,1,796,9,3,0,Mitchel Bakker,Lille,856638,1643,MF
2,4,40.0,51,5,83.33,90,34,120,91.6,0,0.0,1,10,2,0,0,0,13,3,0,2,0,0,10,0,0,5,3,24,0,0,1.52,0.31,6,0,0.0,0,0,2,5,5,0,0,0,,20,46.51,0,0,0,11,0,15,0,3,309,2,,0,0,0,0,0.0,0,0,0,0,35,2,0,6.97,0,0,0,0,0,0,0,0,0.0,0.0,0,2,4,2,2,13,59.09,0,6,4,66.67,15,4,22,10,20,45.45,6,103,38,131,69.7,6,0,195,1,0,0,Kazeem Olaigbe,Stade Rennais,1004346,1658,MF
9,1,11.11,101,4,44.44,167,81,247,72.43,38,40.43,56,28,3,0,0,0,60,2,6,10,1,17,28,0,0,33,7,152,0,0,1.58,6.64,35,0,12.0,0,6,9,18,15,3,6,0,,70,42.17,0,0,0,94,6,17,0,21,1681,7,,0,0,0,0,0.0,0,0,0,1,214,15,0,6.97,0,6,0,0,0,0,0,0,280.17,0.0,0,39,11,19,21,35,55.56,0,11,11,100.0,17,15,63,9,108,41.54,9,247,103,341,195.1,50,1,673,27,2,0,Joshua King,Toulouse,100621,1681,FW
23,5,13.51,274,26,43.33,712,817,1524,89.7,42,70.0,18,30,3,0,0,0,138,4,1,3,3,66,30,0,0,10,14,79,0,4,2.88,1.55,29,0,7.69,1,1,4,35,31,4,1,0,,89,59.33,0,0,1,175,18,25,0,27,2436,1,,0,1,0,1,0.0,0,0,0,0,291,8,0,6.97,0,1,0,0,0,0,0,0,2436.0,0.0,2,5,8,6,4,14,51.85,0,49,31,63.27,24,56,27,37,131,62.38,60,859,877,1699,209.0,13,3,2214,26,3,0,Amir Murillo,Olympique de Marseille,839493,1641,DF
9,1,33.33,94,14,63.64,212,203,414,88.27,3,23.08,10,18,2,0,0,0,67,3,3,3,1,8,17,0,0,21,8,68,0,0,1.35,2.35,10,0,9.09,0,1,3,19,16,3,1,0,,88,60.27,0,0,1,55,14,19,0,12,1140,0,,0,1,0,0,0.0,0,0,0,0,129,9,0,6.96,0,1,0,0,0,0,0,0,1140.0,0.0,0,9,2,5,3,25,56.82,0,35,23,65.71,18,18,44,3,91,57.23,22,255,217,469,118.4,11,0,692,28,2,0,Tanguy Ndombélé,Nice,845486,1661,MF
63,2,20.0,176,70,46.36,528,604,1130,85.8,64,58.72,45,25,0,0,0,0,73,1,0,2,6,120,25,0,0,3,17,97,1,1,0.94,0.76,29,0,0.0,0,0,0,29,27,2,0,0,,63,54.78,0,0,1,187,25,12,0,24,2115,0,,0,1,0,0,0.0,0,0,0,0,219,2,0,6.96,0,0,0,0,0,0,0,0,0.0,0.0,0,10,6,10,4,3,37.5,0,44,23,52.27,11,121,8,10,127,56.7,151,671,656,1317,174.1,16,0,1633,16,4,0,Jonathan Gradit,RC Lens,369650,1648,DF
22,11,22.92,239,41,56.94,458,450,897,87.0,15,51.72,14,32,4,0,0,0,89,7,3,5,6,59,32,0,0,20,28,97,1,5,3.21,2.94,16,0,4.55,0,1,5,30,26,4,1,0,,98,54.14,0,0,2,134,25,27,0,20,2013,3,,0,0,0,0,0.0,0,0,0,0,258,4,0,6.96,0,1,0,0,0,0,0,0,2013.0,0.0,0,14,8,10,7,17,44.74,0,71,44,61.97,27,44,38,48,113,53.81,72,589,490,1031,222.7,22,1,1581,10,1,0,Ainsley Maitland-Niles,Olympique Lyonnais,352768,1649,DF
11,3,25.0,260,8,80.0,399,106,502,85.23,0,0.0,8,30,3,0,0,0,58,7,1,10,1,8,29,0,0,23,5,87,0,1,4.33,2.85,8,0,13.04,0,3,6,9,8,1,3,0,,60,43.17,0,0,1,87,7,29,2,10,1292,1,,0,0,0,0,0.0,0,0,0,0,208,14,0,6.96,0,1,0,0,0,0,0,0,430.67,0.0,0,18,5,4,9,35,44.87,0,13,9,69.23,29,18,78,12,60,40.82,10,493,108,589,201.8,23,2,878,12,1,0,Osame Sahraoui,Lille,965357,1643,MF
19,6,18.18,165,19,61.29,280,153,427,81.02,3,27.27,8,28,4,0,0,0,73,6,3,5,0,6,28,0,0,18,13,75,0,1,2.77,5.98,17,0,27.27,0,6,10,19,16,3,6,0,,52,43.7,0,0,0,100,17,25,3,8,1066,3,,0,0,0,0,0.0,0,0,0,0,193,11,0,6.96,0,3,0,0,0,0,0,0,177.67,0.0,3,14,8,6,11,10,33.33,0,23,16,69.57,25,35,30,33,55,42.31,31,384,176,527,194.8,22,1,770,19,3,0,Sofiane Diop,Nice,944164,1661,MF
17,4,9.52,135,15,57.69,218,119,333,65.94,88,59.86,59,29,4,0,0,0,98,3,6,5,1,30,29,0,0,32,36,175,0,0,1.88,3.82,17,0,11.63,0,5,9,39,35,4,4,1,,97,45.54,2,0,2,172,16,28,0,21,1911,4,,0,0,0,0,0.0,0,0,0,0,350,15,0,6.96,0,3,0,0,0,0,0,0,382.2,0.0,2,28,15,19,19,16,32.0,0,25,14,56.0,28,30,50,42,185,51.39,26,393,154,505,201.7,43,1,949,60,0,0,Issa Soumaré,Le Havre,1001458,1662,MF
79,0,0.0,284,77,55.8,635,799,1434,88.41,34,70.83,14,29,0,0,0,0,157,2,0,8,5,73,29,0,0,18,24,109,0,1,1.59,0.74,42,0,4.0,0,1,1,65,57,8,0,1,,111,53.88,0,0,1,188,47,16,1,29,2552,0,,0,0,0,0,0.0,0,0,0,0,254,9,0,6.96,0,0,0,0,0,0,0,0,2552.0,0.0,0,4,21,11,6,19,59.38,0,57,33,57.89,16,128,32,5,145,57.09,138,760,867,1622,201.7,25,0,2030,38,3,0,Pierre Ekwah,Saint-Étienne,996908,1678,MF
32,12,16.0,295,28,58.33,500,203,691,78.34,44,61.97,27,31,1,0,0,0,79,2,6,11,3,23,31,0,1,22,10,92,0,0,2.86,4.65,15,0,2.13,0,1,2,21,20,1,1,0,,57,46.72,1,0,2,191,14,18,0,22,1797,6,,0,0,0,0,0.0,0,0,0,0,327,18,0,6.95,1,0,0,0,0,0,0,0,1797.0,0.0,0,37,10,18,18,16,45.71,0,22,13,59.09,18,58,35,75,101,52.33,48,715,242,882,215.6,47,1,1253,20,3,0,Florian Sotoca,RC Lens,788921,1648,FW
21,0,0.0,63,22,44.0,160,276,436,85.32,15,62.5,9,13,1,0,0,0,49,1,0,0,3,90,13,0,0,4,11,37,0,1,0.77,0.17,12,0,0.0,3,0,1,18,16,2,0,0,,28,50.0,0,0,0,75,18,7,0,13,1125,0,,0,0,0,0,0.0,0,0,0,0,91,4,0,6.95,0,0,0,0,0,0,0,0,0.0,0.0,0,1,3,2,2,5,71.43,0,20,11,55.0,7,40,7,2,43,53.75,50,208,305,511,90.4,4,1,711,3,2,0,Mory Gbane,Stade de Reims,1003400,1682,DF
11,22,22.22,102,10,66.67,197,105,280,73.11,40,48.78,42,29,7,0,0,0,77,9,6,8,4,17,29,0,0,18,21,123,0,2,3.29,3.38,30,0,5.56,0,2,9,27,23,4,1,1,,70,46.36,0,0,2,103,20,23,0,18,1596,2,,0,1,0,1,0.0,0,0,0,0,256,13,0,6.95,0,2,0,0,0,0,0,0,798.0,0.0,3,23,13,13,15,10,37.04,0,37,24,64.86,22,18,27,99,110,47.21,15,350,132,383,201.5,36,1,777,28,4,0,Mathias Pereira Lage,Stade Brestois,831400,1715,MF
15,9,34.62,152,11,45.83,294,251,536,81.71,14,35.9,25,27,3,0,0,0,62,5,4,8,4,17,27,0,0,22,15,113,0,0,2.01,3.07,30,0,16.0,0,4,7,20,19,1,3,1,,71,44.65,1,0,0,120,14,29,0,20,1788,3,,0,0,0,0,0.0,0,0,0,0,247,8,0,6.95,0,3,0,0,0,0,0,0,447.0,0.0,0,21,4,7,10,24,52.17,0,35,24,68.57,29,31,46,26,85,42.93,24,397,285,656,187.6,25,0,1004,12,2,0,Félix Lemaréchal,RC Strasbourg,1130942,1659,MF
53,2,20.0,162,84,66.14,407,621,1026,89.53,15,39.47,23,24,0,0,0,0,67,0,1,0,3,51,23,0,0,4,6,40,0,0,1.25,0.34,7,0,0.0,6,0,0,23,22,1,0,0,,42,71.19,0,0,0,120,15,5,0,20,1736,1,,0,0,0,0,0.0,0,0,0,0,153,4,0,6.95,0,0,0,0,0,0,0,0,0.0,0.0,0,6,0,4,2,3,75.0,0,31,17,54.84,5,84,4,10,57,58.76,127,497,659,1146,159.8,6,0,1419,9,3,0,Aïssa Mandi,Lille,122810,1643,DF
9,0,0.0,143,12,80.0,244,79,323,78.59,15,27.27,40,34,6,0,0,1,44,9,11,14,2,6,34,0,0,20,6,111,0,0,3.73,10.24,7,0,19.64,0,11,17,30,25,5,11,0,,47,39.83,2,0,3,88,4,21,0,13,1445,3,,0,0,4,0,75.0,0,3,0,2,212,11,0,6.95,0,9,0,0,0,0,0,0,131.36,0.0,0,50,6,16,26,17,30.36,0,7,6,85.71,21,24,56,9,62,35.84,15,324,96,411,236.2,56,3,712,23,2,0,Georges Mikautadze,Olympique Lyonnais,1009372,1649,FW
6,7,22.58,131,9,64.29,222,52,267,72.16,10,47.62,11,15,3,0,0,1,28,2,6,4,1,6,15,0,0,15,13,65,1,1,1.72,4.47,12,0,20.83,0,5,8,27,25,2,4,1,,24,30.77,2,0,2,103,4,19,1,13,1046,3,,0,0,1,0,0.0,0,0,0,0,202,9,0,6.95,0,2,0,0,0,0,0,0,209.2,0.0,0,20,4,8,12,8,36.36,0,6,5,83.33,19,15,22,31,34,34.34,14,326,75,370,104.2,24,2,570,10,2,0,Irvin Cardona,Saint-Étienne,605552,1678,FW
66,4,33.33,128,95,37.11,406,1036,1438,83.51,41,58.57,29,34,1,0,0,0,110,4,1,3,7,195,34,0,0,2,14,65,1,2,1.19,0.56,14,0,0.0,5,0,1,53,49,4,0,0,,74,67.27,0,0,1,284,32,10,0,34,3060,1,,0,0,0,1,0.0,0,0,0,0,328,1,0,6.94,0,0,0,0,0,0,0,0,0.0,0.0,1,8,1,5,1,8,53.33,0,52,30,57.69,10,171,15,12,115,63.89,256,584,1150,1722,236.1,9,1,2199,15,3,0,Jordan Lefort,Angers,363042,1684,DF
37,14,31.11,184,48,38.71,428,481,895,81.22,19,63.33,11,28,3,0,0,0,99,6,0,0,7,62,28,0,0,9,19,66,0,1,3.54,0.41,20,0,0.0,4,0,3,28,21,7,0,0,,93,62.84,0,0,0,207,20,18,0,24,2117,2,,0,0,0,0,0.0,0,0,0,0,301,5,0,6.94,0,0,0,0,0,0,0,0,0.0,0.0,1,4,1,4,1,11,57.89,0,65,36,55.38,18,95,19,45,112,62.92,124,609,538,1102,194.4,5,2,1536,19,1,0,Djibril Sidibé,Toulouse,123388,1681,DF
48,0,0.0,3,85,40.48,30,314,344,72.27,3,100.0,0,19,0,0,0,0,139,0,0,0,8,15,19,0,0,0,1,1,1,1,0.01,,0,0,0.0,99,0,0,19,16,3,0,0,-1.33,1,50.0,0,16,0,132,0,0,0,19,1710,0,,0,0,0,0,0.0,1,0,0,0,132,0,4,6.94,0,0,5,24,20,46,1,11,0.0,0.0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,77,0,0,4,80.0,210,111,365,476,131.9,0,0,625,1,1,0,Philipp Köhn,AS Monaco,868964,1653,GK
6,0,0.0,73,2,50.0,133,139,272,80.71,27,39.71,41,27,3,0,0,0,60,4,25,8,5,30,27,0,0,30,4,127,0,0,0.7,16.58,36,0,22.95,0,14,17,23,23,0,13,1,,49,36.3,2,0,4,65,1,18,8,27,2302,27,,0,0,0,0,0.0,0,0,0,0,182,21,0,6.94,0,4,0,0,0,0,0,0,164.43,0.0,0,58,3,18,35,7,25.93,0,6,6,100.0,18,6,27,0,76,37.44,4,173,164,337,187.4,61,1,656,37,6,0,Emmanuel Emegha,RC Strasbourg,1048333,1659,FW
32,0,0.0,47,53,53.54,198,477,675,84.8,48,68.57,22,16,0,0,0,0,51,0,1,0,3,79,15,0,0,1,7,47,0,1,0.2,0.66,18,0,16.67,11,1,1,25,23,2,1,0,,25,50.0,1,0,1,121,15,2,0,14,1228,0,,0,0,0,0,0.0,0,0,0,0,130,0,0,6.94,0,0,0,0,0,0,0,0,1228.0,0.0,0,6,0,4,2,1,50.0,0,20,18,90.0,2,60,2,0,73,60.83,99,283,513,796,104.1,6,1,966,5,5,0,Leo Østigård,Stade Rennais,879746,1658,DF
