,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
450,Moritz Schulze,de GER,GK,Greuther Fürth,23,2001,3,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6a657cf9
451,Marvin Schwäbe,de GER,GK,Köln,29,1995,24,24,2160,24.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,87436846
452,Paul Seguin,de GER,MF,Schalke 04,29,1995,25,23,1916,21.3,2,5,7,2,0,0,8,0,0.09,0.23,0.33,0.09,0.33,Matches,8872ed17
453,Nick Seidel,de GER,DF,Nürnberg,19,2005,8,4,417,4.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,864c3d8a
454,Davie Selke,de GER,FW,Hamburger SV,29,1995,31,22,1925,21.4,22,0,22,19,3,4,7,0,1.03,0.00,1.03,0.89,0.89,Matches,1238a3f9
455,Janni Serra,de GER,FW,Nürnberg,26,1998,8,0,53,0.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,40b58bfc
456,Kevin Sessa,de GER,MF,Hertha BSC,24,2000,20,11,917,10.2,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,fd82af8c
457,Michal Ševčík,cz CZE,MF,Nürnberg,21,2002,3,0,79,0.9,1,0,1,1,0,0,1,0,1.14,0.00,1.14,1.14,1.14,Matches,4f482363
458,Arne Sicker,de GER,DF,Elversberg,27,1997,6,0,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,29b88f2a
459,Carlo Sickinger,de GER,MF,Elversberg,27,1997,32,19,1758,19.5,5,0,5,2,3,3,4,0,0.26,0.00,0.26,0.10,0.10,Matches,3f6ca46e
460,Jamil Siebert,de GER,DF,Düsseldorf,22,2002,21,20,1761,19.6,0,2,2,0,0,0,9,0,0.00,0.10,0.10,0.00,0.10,Matches,5967328c
461,Simon Simoni,al ALB,GK,Kaiserslautern,20,2004,3,2,181,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7c0a8d2f
462,Luca Sirch,de GER,DFMF,Kaiserslautern,25,1999,27,26,2303,25.6,4,4,8,4,0,0,0,0,0.16,0.16,0.31,0.16,0.31,Matches,4fd4de91
463,Dennis Smarsch,de GER,GK,Hertha BSC,25,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,45f6f52b
464,Danilo Soares,br BRA,MFDF,Nürnberg,32,1991,23,19,1530,17.0,1,2,3,1,0,0,5,0,0.06,0.12,0.18,0.06,0.18,Matches,c05f2f8c
465,Marcel Sobottka,de GER,MF,Düsseldorf,30,1994,10,9,741,8.2,0,2,2,0,0,0,4,0,0.00,0.24,0.24,0.00,0.24,Matches,664590fa
466,Meiko Sponsel,de GER,DF,Köln,22,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3bd29d3c
467,Dennis Srbeny,de GER,FWMF,Greuther Fürth,30,1994,33,15,1402,15.6,4,4,8,4,0,1,6,0,0.26,0.26,0.51,0.26,0.51,Matches,1fdec858
468,Otto Stange,de GER,FW,Hamburger SV,17,2007,14,1,154,1.7,2,0,2,2,0,0,0,0,1.17,0.00,1.17,1.17,1.17,Matches,b71595d4
469,Paul Stock,de GER,MF,Elversberg,27,1997,20,2,267,3.0,0,3,3,0,0,0,1,0,0.00,1.01,1.01,0.00,1.01,Matches,371d4435
470,Filip Stojilković,ch SUI,FW,Darmstadt 98,24,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0cbe584d
471,Lennart Stoll,de GER,MF,Ulm,28,1996,12,9,679,7.5,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,4052c720
472,Philipp Strompf,de GER,DF,Ulm,26,1998,28,28,2505,27.8,2,0,2,2,0,0,8,1,0.07,0.00,0.07,0.07,0.07,Matches,15817c50
473,Klaus Suso,de GER,MF,Düsseldorf,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c58e4a0
474,Moussa Sylla,ml MLI,FWMF,Schalke 04,24,1999,27,26,2213,24.6,16,0,16,16,0,0,3,0,0.65,0.00,0.65,0.65,0.65,Matches,d8b97bb3
475,Levente Szabo,hu HUN,FW,BTSV,25,1999,25,13,1239,13.8,4,2,6,3,1,1,2,0,0.29,0.15,0.44,0.22,0.36,Matches,bfaac145
476,Haris Tabaković,ba BIH,FW,Hertha BSC,30,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,723b19c7
477,Richmond Tachie,de GER,MFFW,Kaiserslautern,25,1999,9,4,332,3.7,1,0,1,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches,46fa58cb
478,Richmond Tachie,de GER,FW,BTSV,25,1999,14,9,689,7.7,2,1,3,2,0,0,0,0,0.26,0.13,0.39,0.26,0.39,Matches,46fa58cb
479,Malik Talabidi,de GER,DF,Schalke 04,23,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,de106ec5
480,Ao Tanaka,jp JPN,MF,Düsseldorf,25,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d36d6b6
481,Anssi Tapio Suhonen,fi FIN,MF,Hamburger SV,23,2001,1,0,17,0.2,0,1,1,0,0,0,0,0,0.00,5.29,5.29,0.00,5.29,Matches,6499d50a
482,Anssi Tapio Suhonen,fi FIN,MF,J. Regensburg,23,2001,13,6,600,6.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,6499d50a
483,Niklas Tauer,de GER,MF,BTSV,23,2001,7,4,296,3.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,27270af4
484,Bryan Teixeira,cv CPV,MFFW,Magdeburg,23,2000,20,4,570,6.3,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,894e0084
485,Semir Telalovic,de GER,FW,Ulm,24,1999,29,21,1694,18.8,12,0,12,11,1,2,3,0,0.64,0.00,0.64,0.58,0.58,Matches,0b45a8d7
486,Neo Telle,de GER,DF,Köln,19,2005,3,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,15253bfb
487,Lino Tempelmann,de GER,MF,BTSV,25,1999,16,16,1439,16.0,6,2,8,5,1,1,5,0,0.38,0.13,0.50,0.31,0.44,Matches,4e3a947f
488,Lino Tempelmann,de GER,MF,Schalke 04,25,1999,5,2,164,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4e3a947f
489,Jano ter Horst,de GER,DFMF,Preußen Münster,22,2002,27,26,2123,23.6,1,2,3,1,0,0,10,0,0.04,0.08,0.13,0.04,0.13,Matches,ed250610
490,Casper Terho,fi FIN,FWMF,Paderborn 07,21,2003,11,8,509,5.7,0,1,1,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,bd2f622a
491,Marco Thiede,de GER,DF,Darmstadt 98,32,1992,19,2,409,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3e8a8b9b
492,Niclas Thiede,de GER,GK,Ulm,25,1999,17,15,1451,16.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,cac55e10
493,Jan Thielmann,de GER,DFMF,Köln,22,2002,30,24,2079,23.1,2,3,5,2,0,0,7,0,0.09,0.13,0.22,0.09,0.22,Matches,fd53759d
494,Steffen Tigges,de GER,FW,Köln,26,1998,16,3,373,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6b8887c2
495,Boris Tomiak,de GER,MFDF,Kaiserslautern,25,1998,15,15,1322,14.7,4,2,6,1,3,3,7,0,0.27,0.14,0.41,0.07,0.20,Matches,9d844ae2
496,Boris Tomiak,de GER,DFMF,Hannover 96,25,1998,11,10,864,9.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,9d844ae2
497,Almamy Touré,ml MLI,DFMF,Kaiserslautern,28,1996,8,5,510,5.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c8c60119
498,Tidiane Toure,fr FRA,DF,Schalke 04,19,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,db1129d7
499,Nicolo Tresoldi,de GER,FW,Hannover 96,19,2004,34,25,2142,23.8,7,1,8,7,0,0,1,0,0.29,0.04,0.34,0.29,0.34,Matches,3860ab13
500,Stefanos Tzimas,gr GRE,FW,Nürnberg,18,2006,23,19,1715,19.1,12,2,14,12,0,0,4,1,0.63,0.10,0.73,0.63,0.73,Matches,a497130f
501,Lauren Ulrich,de GER,MF,Ulm,19,2005,5,1,72,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cd61c7af
502,Jonas Urbig,de GER,GK,Köln,20,2003,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,925bbcdc
503,Mark Uth,de GER,FWMF,Köln,32,1991,12,0,130,1.4,1,0,1,1,0,0,1,0,0.69,0.00,0.69,0.69,0.69,Matches,a3ddb1b9
504,Enrico Valentini,it ITA,DFMF,Nürnberg,35,1989,5,0,86,1.0,0,1,1,0,0,0,1,0,0.00,1.05,1.05,0.00,1.05,Matches,5c4d9be7
505,Vincent Vermeij,nl NED,FW,Düsseldorf,29,1994,20,3,434,4.8,1,1,2,0,1,1,0,0,0.21,0.21,0.41,0.00,0.21,Matches,7e629adc
506,Christian Viet,de GER,MF,J. Regensburg,25,1999,32,23,2247,25.0,1,1,2,0,1,2,2,0,0.04,0.04,0.08,0.00,0.04,Matches,64cba37c
507,Oscar Vilhelmsson,se SWE,FW,Darmstadt 98,20,2003,12,4,446,5.0,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,e7f4869a
508,Andreas Voglsammer,de GER,FWMF,Hannover 96,32,1992,29,8,956,10.6,3,1,4,3,0,0,1,0,0.28,0.09,0.38,0.28,0.38,Matches,daa78200
509,Aleksandar Vukotić,rs SRB,DF,Darmstadt 98,29,1995,32,32,2855,31.7,3,2,5,3,0,0,11,0,0.09,0.06,0.16,0.09,0.16,Matches,5613c80d
510,Matti Wagner,de GER,DF,Greuther Fürth,19,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f8a9e7e9
511,Luca Waldschmidt,de GER,MFFW,Köln,28,1996,30,19,1646,18.3,8,3,11,5,3,4,4,0,0.44,0.16,0.60,0.27,0.44,Matches,e5a35ae9
512,Marvin Wanitzek,de GER,MF,Karlsruher,31,1993,34,34,3060,34.0,13,11,24,11,2,3,3,0,0.38,0.32,0.71,0.32,0.65,Matches,d0a1ddcb
513,Meiko Wäschenbach,de GER,MF,Karlsruher,20,2004,2,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2ba63f59
514,Martin Wasinski,be BEL,DF,Schalke 04,20,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,180fe6bc
515,Bartłomiej Wdowik,pl POL,DFMF,Hannover 96,23,2000,21,17,1556,17.3,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,1ada9b95
516,Max Weiß,de GER,GK,Karlsruher,20,2004,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,882228c2
517,Erik Wekesser,de GER,MFDF,Kaiserslautern,27,1997,20,16,1363,15.1,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,7f4528f6
518,Jordy de Wijs,nl NED,DF,Düsseldorf,29,1995,4,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3bb5b5d2
519,Paul Will,de GER,MF,Darmstadt 98,25,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,14af7b90
520,Marten Winkler,de GER,MFFW,Hertha BSC,21,2002,20,9,772,8.6,2,1,3,2,0,0,3,0,0.23,0.12,0.35,0.23,0.35,Matches,e0d515ef
521,Luca Wollschläger,de GER,FW,Hertha BSC,21,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,24b8e7bd
522,Leopold Wurm,de GER,DF,J. Regensburg,18,2006,22,20,1776,19.7,1,0,1,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches,1579d13c
523,Berkay Yılmaz,tr TUR,MF,Nürnberg,19,2005,24,15,1439,16.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,0e723b4c
524,Daisuke Yokota,jp JPN,MFFW,Kaiserslautern,24,2000,25,21,1742,19.4,4,2,6,4,0,0,3,0,0.21,0.10,0.31,0.21,0.31,Matches,4d05f4ec
525,Amin Younes,de GER,MFFW,Schalke 04,30,1993,25,15,1193,13.3,2,2,4,2,0,0,2,0,0.15,0.15,0.30,0.15,0.30,Matches,228f73ae
526,Deyovaisio Zeefuik,nl NED,DFMF,Hertha BSC,26,1998,31,30,2640,29.3,1,2,3,1,0,0,10,0,0.03,0.07,0.10,0.03,0.10,Matches,58a2e9f6
527,Aaron Zehnter,de GER,MF,Paderborn 07,19,2004,32,31,2811,31.2,3,11,14,3,0,0,1,0,0.10,0.35,0.45,0.10,0.45,Matches,65bf7e2b
528,Abu-Bekir El-Zein,de GER,MF,Magdeburg,21,2003,23,12,956,10.6,2,1,3,2,0,0,0,0,0.19,0.09,0.28,0.19,0.28,Matches,f9587819
529,Enes Zengin,de GER,DF,Karlsruher,21,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d2cf43e2
530,Robin Ziegele,de GER,DF,J. Regensburg,27,1997,21,16,1452,16.1,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,d7091413
531,Ron-Robert Zieler,de GER,GK,Hannover 96,35,1989,34,34,3060,34.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,a0606ae8
532,Jean Zimmer,de GER,MFDF,Kaiserslautern,30,1993,16,13,1019,11.3,0,2,2,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches,912e63b5
533,Christoph Zimmermann,de GER,DF,Darmstadt 98,31,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d5f03bf
534,Matthias Zimmermann,de GER,MFDF,Düsseldorf,32,1992,30,24,2224,24.7,3,2,5,3,0,0,6,0,0.12,0.08,0.20,0.12,0.20,Matches,e199d5b0
535,Tom Zimmerschied,de GER,MF,Elversberg,25,1998,24,21,1649,18.3,4,5,9,4,0,0,0,0,0.22,0.27,0.49,0.22,0.49,Matches,34407a13
536,Budu Zivzivadze,ge GEO,FW,Karlsruher,30,1994,17,17,1457,16.2,12,3,15,12,0,1,4,0,0.74,0.19,0.93,0.74,0.93,Matches,e3a72b89
