accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id
8,7,30.43,85,10,76.92,121,24,145,86.83,2,40.0,3,10,3,0,0,0,21,2,1,10,0,0,10,0,0,16,0,34,0,0,1.84,1.57,3,0,14.29,0,3,6,6,5,1,0,3,,24,43.64,0,0,1,22,1,18,1,2,403,1,0,0,0,0,0,0.0,0,0,0,0,82,7,0,7.3,0,2,0,0,0,0,0,0,134.33,0.0,0,9,12,8,3,14,53.85,0,3,0,0.0,18,13,26,23,26,43.33,13,140,27,167,73.0,21,1,293,7,0,0,Allan Saint-Maximin,RC Lens,347010,1648
2,0,0.0,1,4,36.36,2,23,25,78.13,1,100.0,0,1,0,0,0,0,9,0,0,0,1,3,1,0,0,0,0,0,0,0,0.0,,0,0,0.0,2,0,0,0,0,0,0,0,0.28,0,0.0,0,1,0,7,0,0,0,1,90,0,0,0,0,0,0,0.0,0,0,0,0,7,0,1,7.3,0,0,1,2,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,2,0,0,1,100.0,11,8,24,32,7.3,0,0,40,0,0,0,Karl-Johan Johnsson,RC Strasbourg,40973,1659
28,0,0.0,149,58,69.88,388,504,892,95.1,22,55.0,18,14,0,0,0,0,43,0,0,2,6,35,14,0,0,2,1,28,0,1,0.45,0.14,8,0,0.0,0,0,0,6,5,1,0,0,,19,65.52,0,0,0,46,8,2,0,11,1049,0,4,1,0,0,1,0.0,0,0,0,0,53,0,0,7.27,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,1,0,2,100.0,0,15,12,80.0,2,47,2,2,41,59.42,83,417,521,938,101.8,3,2,1042,2,0,0,Marquinhos,Paris Saint-Germain,155995,1644
51,0,0.0,200,45,59.21,519,818,1337,93.5,35,53.03,31,20,1,0,0,0,84,3,0,3,8,65,19,0,0,5,12,65,0,1,1.2,1.66,15,0,14.29,17,2,3,15,13,2,2,0,,38,52.78,2,0,0,93,21,14,0,18,1570,0,8,0,0,0,0,0.0,0,0,0,0,116,2,0,7.25,0,0,0,0,0,0,0,0,785.0,0.0,0,8,6,7,4,0,0.0,0,31,18,58.06,14,81,3,2,73,52.9,76,578,852,1430,137.8,14,2,1641,7,2,0,Lucas Beraldo,Paris Saint-Germain,1108441,1644
93,1,11.11,232,145,66.51,663,1085,1748,91.9,43,72.88,16,29,0,0,0,0,128,1,0,5,10,106,29,0,0,3,10,47,0,2,1.25,1.19,17,0,7.14,65,1,1,28,25,3,1,0,,53,63.1,1,0,0,154,44,10,0,28,2435,1,15,0,0,0,0,0.0,0,0,0,0,188,3,0,7.24,0,0,0,0,0,0,0,0,2435.0,0.0,0,12,2,5,4,4,66.67,0,33,22,66.67,10,146,6,9,96,67.13,218,771,1131,1902,210.1,14,5,2224,17,8,0,Aïssa Mandi,Lille,122810,1643
24,15,33.33,273,51,64.56,501,355,856,89.45,8,50.0,8,20,5,0,0,0,82,11,3,7,5,18,19,0,0,13,7,65,0,0,3.63,4.33,12,1,13.33,0,4,9,12,9,3,3,1,,75,56.82,1,0,1,101,13,30,2,13,1251,3,4,0,0,1,1,100.0,0,1,0,0,219,9,0,7.24,0,1,0,0,0,0,0,0,312.75,20.0,5,16,14,8,15,25,49.02,0,25,19,76.0,30,39,51,45,83,56.08,79,578,379,957,137.6,30,3,1353,25,1,0,Nuno Mendes,Paris Saint-Germain,989768,1644
60,57,28.64,373,42,53.85,585,310,895,78.99,11,36.67,19,33,6,0,0,1,112,16,10,17,3,7,33,0,0,56,20,177,0,2,8.98,10.9,19,0,15.07,0,11,17,27,21,6,10,1,,109,40.82,1,0,1,238,10,80,9,29,2460,8,2,0,1,3,0,66.67,0,2,0,0,604,27,0,7.23,0,1,0,0,0,0,0,0,223.64,0.0,1,52,21,29,27,50,43.1,0,25,16,64.0,79,131,116,199,120,40.4,78,792,341,1133,238.7,73,5,1848,34,6,0,Florian Thauvin,RC Lens,148824,1648
44,0,0.0,31,139,40.06,94,744,838,79.73,9,81.82,2,32,1,0,0,0,224,0,0,0,13,22,32,0,0,0,2,4,0,1,0.05,,0,0,0.0,124,0,1,34,30,4,0,0,5.67,13,86.67,0,15,0,213,0,2,0,32,2834,0,0,0,0,0,0,0.0,3,0,1,0,218,0,8,7.22,0,0,11,48,23,72,0,15,0.0,0.0,0,0,0,0,0,0,0.0,9,3,2,66.67,2,91,0,0,22,84.62,347,273,778,1051,230.9,0,1,1313,13,4,0,Berke Özer,Lille,847494,1643
11,5,20.0,312,12,85.71,479,123,602,83.5,10,47.62,11,29,1,0,0,0,59,11,15,17,4,6,29,0,0,23,12,116,0,0,4.5,10.83,20,0,16.42,0,11,12,15,14,1,8,3,,76,41.99,2,0,1,119,12,38,2,21,1750,6,1,0,0,0,0,0.0,0,0,0,1,266,23,0,7.21,0,7,0,0,0,0,0,0,159.09,0.0,0,49,18,19,31,36,41.38,0,30,17,56.67,38,15,87,25,86,42.57,14,579,142,721,209.1,67,6,1095,10,2,0,Bradley Barcola,Paris Saint-Germain,996952,1644
56,3,14.29,520,55,54.46,967,853,1820,89.13,31,56.36,24,31,5,0,0,0,165,8,0,6,8,60,31,0,0,20,29,133,0,5,4.05,1.0,48,0,9.09,0,2,7,44,38,6,1,1,,119,52.19,0,0,1,222,39,44,1,31,2745,0,10,0,0,0,0,0.0,0,0,0,0,319,19,0,7.21,0,1,0,0,0,0,0,0,1372.5,0.0,0,6,16,6,10,19,55.88,0,74,50,67.57,44,111,34,21,150,53.0,101,1128,914,2042,223.5,22,3,2490,26,6,0,Valentin Rongier,Stade Rennais,581314,1658
16,0,0.0,3,51,45.13,14,283,297,81.82,4,100.0,0,15,0,0,0,0,91,0,0,0,8,14,15,0,0,0,0,0,1,1,0.01,,0,0,0.0,63,0,0,14,11,3,0,0,2.45,1,100.0,0,10,0,66,0,2,0,15,1350,0,0,0,0,0,0,0.0,1,0,1,0,70,0,6,7.21,0,0,13,25,16,41,0,7,0.0,0.0,0,0,0,0,0,0,0.0,12,0,0,0.0,2,25,0,0,5,100.0,113,59,304,363,108.1,0,2,493,1,0,0,Matvey Safonov,Paris Saint-Germain,800749,1644
98,5,50.0,269,149,58.89,750,1016,1766,88.52,51,60.71,33,33,1,0,0,0,175,1,3,4,11,131,33,0,0,6,15,79,1,4,0.74,1.44,21,0,0.0,18,0,1,33,25,8,0,0,,94,67.14,0,0,2,229,76,6,0,33,2925,0,25,0,0,0,0,0.0,0,0,0,0,270,5,0,7.21,0,0,0,0,0,0,0,0,0.0,0.0,1,10,13,14,5,6,54.55,0,65,42,64.62,6,169,11,10,145,64.73,253,898,1097,1995,237.8,23,6,2478,24,4,0,Malang Sarr,RC Lens,826203,1648
57,0,0.0,510,76,52.78,1169,833,2002,89.78,31,59.62,21,32,5,0,0,0,159,7,4,11,7,46,32,0,0,19,29,120,0,4,3.21,3.26,38,0,8.7,0,4,9,40,39,1,3,1,,99,50.0,2,0,1,228,27,42,0,30,2715,0,6,0,0,0,0,0.0,0,0,0,0,306,18,0,7.2,0,2,0,0,0,0,0,0,678.75,0.0,3,27,19,21,14,17,54.84,0,38,26,68.42,42,127,31,8,130,52.0,144,1354,876,2230,230.5,46,5,2627,45,4,0,Pierre-Emile Højbjerg,Olympique de Marseille,149593,1641
0,0,0.0,11,1,50.0,22,11,33,82.5,0,0.0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,0,2,0,4,0,0,0.04,0.22,0,0,0.0,0,0,0,1,1,0,0,0,,5,55.56,0,0,0,7,0,0,0,1,90,0,0,0,0,0,0,0.0,0,0,0,0,14,1,0,7.2,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,1,1,3,60.0,0,1,0,0.0,0,1,5,0,5,55.56,2,29,11,40,7.2,3,0,58,1,0,0,Andy Diouf,RC Lens,1048889,1648
97,48,34.04,289,79,66.39,483,312,795,78.95,3,42.86,4,28,4,0,0,0,137,10,1,11,7,16,28,0,0,47,27,144,0,3,6.67,4.79,41,0,10.0,0,4,8,37,32,5,3,1,,109,43.78,0,0,3,212,27,62,4,28,2424,0,3,0,0,3,0,100.0,0,3,0,2,448,16,0,7.2,1,0,0,0,0,0,0,0,606.0,0.0,2,23,17,15,14,25,45.45,0,46,28,60.87,62,165,55,141,112,43.75,119,658,349,1007,201.5,40,4,1608,38,8,1,Aron Dønnum,Toulouse,863133,1681
67,3,42.86,196,86,45.26,665,1210,1875,89.88,95,69.85,41,32,2,0,0,0,134,3,0,2,15,184,32,0,0,2,8,86,0,2,2.03,0.3,38,0,0.0,62,0,2,34,28,6,0,0,,72,61.54,0,0,0,211,29,14,0,30,2758,0,21,0,0,0,1,0.0,0,0,0,0,247,2,0,7.19,0,0,0,0,0,0,0,0,0.0,0.0,0,3,1,2,0,5,71.43,0,36,22,61.11,14,131,7,7,167,66.01,190,813,1273,2086,230.2,4,8,2512,32,3,0,Moussa Niakhaté,Olympique Lyonnais,758168,1649
31,10,23.81,317,25,58.14,575,209,784,87.89,7,30.43,16,28,4,0,0,0,55,9,7,17,2,4,28,0,0,22,12,100,0,1,4.74,7.91,18,0,12.31,0,8,12,11,8,3,7,1,,94,52.81,0,0,2,108,11,34,0,18,1483,5,3,0,0,1,0,100.0,0,1,0,0,251,15,0,7.18,0,8,0,0,0,0,0,0,185.38,0.0,1,51,14,19,29,44,57.89,0,24,12,50.0,34,48,76,42,101,50.25,43,663,229,892,201.0,65,4,1278,26,1,0,Khvicha Kvaratskhelia,Paris Saint-Germain,889259,1644
44,26,26.0,229,59,60.2,588,457,1045,85.87,16,40.0,24,24,4,0,0,0,158,8,1,8,6,18,24,0,0,22,21,106,1,4,4.33,2.06,28,0,12.0,0,3,7,27,26,1,2,1,,119,59.2,0,0,0,172,37,35,0,22,1851,0,7,0,0,0,0,0.0,0,0,0,0,339,21,0,7.16,0,3,0,0,0,0,0,0,617.0,0.0,5,8,17,13,4,16,53.33,0,55,32,58.18,35,77,30,100,135,56.02,98,716,501,1217,171.9,25,1,1701,48,6,0,Lamine Camara,AS Monaco,1389846,1653
87,18,21.69,325,101,65.58,697,634,1331,87.8,17,42.5,23,29,2,0,0,0,128,3,1,14,10,42,29,0,1,13,12,82,0,2,3.75,1.73,29,0,7.14,1,2,4,30,24,6,1,1,,81,57.86,1,0,2,185,22,29,0,29,2524,0,13,0,1,0,1,0.0,0,0,0,0,310,15,0,7.16,1,1,0,0,0,0,0,0,1262.0,0.0,7,7,21,6,8,14,66.67,0,48,32,66.67,28,144,21,83,98,54.44,154,837,679,1516,207.7,28,1,1921,19,6,0,Tyler Morton,Olympique Lyonnais,979118,1649
11,0,0.0,70,56,66.67,303,677,980,92.63,44,48.35,47,23,1,0,0,0,105,1,3,4,8,83,23,0,0,1,15,79,0,0,0.41,1.64,19,0,11.76,22,2,3,14,11,3,2,0,,46,58.97,2,0,0,78,23,4,0,20,1832,1,25,0,1,0,0,0.0,0,0,0,0,88,3,0,7.16,0,0,0,0,0,0,0,0,916.0,0.0,0,15,2,9,4,7,100.0,0,34,21,61.76,3,21,7,0,90,53.25,84,345,713,1058,164.7,17,1,1315,5,2,0,Samson Baidoo,RC Lens,1099117,1648
23,0,0.0,52,201,39.49,154,298,452,59.24,11,100.0,0,25,0,0,0,0,168,0,0,0,6,22,25,0,0,0,2,3,0,0,0.08,,1,0,0.0,184,0,0,40,32,8,0,0,0.29,6,66.67,0,14,0,311,0,0,0,24,2191,0,0,0,0,0,1,0.0,4,0,1,0,316,0,9,7.16,0,0,9,46,31,77,0,22,0.0,0.0,0,0,0,0,0,1,100.0,8,0,0,0.0,0,41,1,0,17,85.0,509,439,324,763,178.9,0,1,979,8,2,0,Grégoire Coudert,Stade Brestois,891508,1715
85,11,22.0,303,87,73.11,618,489,1107,84.25,54,52.43,49,30,4,0,0,1,110,9,7,12,7,36,30,0,0,24,31,153,0,2,3.64,10.97,42,0,20.37,0,11,15,31,27,4,11,0,,92,46.94,3,0,1,207,18,34,3,26,2306,3,10,0,1,3,1,66.67,0,2,0,1,326,17,0,7.15,0,5,0,0,0,0,0,0,209.64,0.0,0,39,15,15,27,6,37.5,0,32,17,53.13,33,117,16,50,146,48.83,119,770,544,1314,214.5,54,4,1740,55,5,0,Corentin Tolisso,Olympique Lyonnais,343067,1649
0,0,0.0,1,4,40.0,3,27,30,81.08,0,0.0,0,2,0,0,0,0,12,0,0,0,1,2,2,0,0,0,0,0,0,0,0.0,,0,0,0.0,6,0,0,2,2,0,0,0,0.6,1,100.0,0,0,0,7,0,0,0,2,180,0,0,0,0,0,0,0.0,0,0,0,0,7,0,0,7.15,0,0,0,2,1,3,0,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,3,0,0,1,100.0,10,6,31,37,14.3,0,0,48,1,0,0,Renato Marin,Paris Saint-Germain,1524396,1644
0,0,0.0,6,1,20.0,35,62,97,91.51,3,60.0,2,2,0,0,0,0,10,0,0,0,2,8,2,0,0,0,1,5,0,0,0.02,0.14,1,0,0.0,0,0,0,0,0,0,0,0,,4,57.14,0,0,0,9,0,0,0,2,180,0,2,0,0,0,0,0.0,0,0,0,0,10,1,0,7.15,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,2,0,2,66.67,0,2,1,50.0,0,1,3,0,7,58.33,5,42,64,106,14.3,2,0,132,0,1,0,Jaydee Canvot,Toulouse,1471671,1681
94,29,29.59,281,81,60.45,618,555,1173,85.19,14,45.16,17,30,3,0,0,1,181,6,1,8,8,37,30,0,0,19,27,117,0,3,4.01,1.74,39,0,7.69,0,2,5,38,33,5,1,1,,134,57.26,0,0,0,204,35,39,0,28,2499,1,9,0,1,1,1,0.0,0,0,0,1,359,18,0,7.14,0,2,0,0,0,0,0,0,1249.5,0.0,2,7,19,12,6,16,45.71,0,78,42,53.85,38,151,35,98,148,55.85,134,775,602,1377,214.3,26,1,1884,42,7,0,Cristian Cásseres Jr.,Toulouse,878938,1681
22,13,22.41,295,19,52.78,500,229,729,85.87,1,16.67,5,23,4,0,0,1,65,5,8,16,2,5,23,0,0,26,12,107,1,0,3.04,7.92,24,0,12.73,0,7,11,14,12,2,5,2,,92,47.42,0,0,4,120,12,29,1,16,1356,0,2,0,0,1,0,0.0,0,0,0,3,276,15,0,7.13,0,6,0,0,0,0,0,0,193.71,0.0,4,31,24,20,19,32,44.44,0,32,19,59.38,29,34,72,58,93,46.5,36,601,248,849,164.1,55,2,1264,28,0,0,Désiré Doué,Paris Saint-Germain,1154605,1644
16,0,0.0,108,28,36.84,463,747,1210,92.86,38,63.33,22,16,0,0,0,0,74,1,0,4,4,75,16,0,0,3,4,51,1,0,0.3,0.63,21,0,10.0,21,1,1,17,16,1,0,1,,29,50.0,0,0,0,93,21,3,1,16,1399,0,9,0,0,0,0,0.0,0,0,0,0,112,1,0,7.13,0,0,0,0,0,0,0,0,1399.0,0.0,0,8,2,5,1,1,33.33,0,22,16,72.73,3,39,3,2,67,56.78,76,519,784,1303,114.0,10,3,1501,6,4,0,Nayef Aguerd,Olympique de Marseille,877102,1641
64,3,14.29,388,67,68.37,746,446,1192,83.41,87,55.41,70,27,2,0,0,0,143,2,2,8,11,41,27,0,0,29,19,154,0,0,2.4,3.24,35,0,7.41,0,2,4,20,17,3,2,0,,120,58.82,2,0,0,237,33,23,0,26,2333,3,5,0,0,0,0,0.0,0,0,0,0,340,23,0,7.12,0,0,0,0,0,0,0,0,1166.5,0.0,0,25,2,13,6,14,60.87,0,66,35,53.03,23,93,23,21,207,57.34,98,935,494,1429,192.3,27,1,1871,44,9,0,Benjamin André,Lille,51665,1643
26,11,20.37,114,27,65.85,173,53,226,74.83,3,23.08,10,16,7,0,0,0,45,9,9,9,1,4,16,0,0,24,4,95,0,1,3.23,6.56,21,0,10.0,0,5,12,20,18,2,5,0,,70,45.16,0,0,1,76,3,30,4,14,1222,4,0,0,0,1,0,100.0,0,1,0,1,233,15,0,7.12,1,1,0,0,0,0,0,0,244.4,0.0,1,29,21,15,26,36,48.0,0,13,8,61.54,30,40,75,54,73,43.45,41,237,65,302,113.9,50,2,635,21,3,1,Endrick,Olympique Lyonnais,1174937,1649
93,28,27.18,309,66,56.9,612,728,1340,86.34,9,47.37,10,27,4,0,0,0,128,13,3,9,5,11,27,0,1,30,14,110,0,6,6.42,3.27,24,0,7.41,0,2,6,33,30,3,2,0,,139,58.16,0,0,0,212,14,40,2,24,2170,2,2,0,2,0,1,0.0,0,0,0,0,392,12,0,7.12,1,0,0,0,0,0,0,0,1085.0,0.0,4,19,8,8,10,24,41.38,0,54,29,53.7,38,173,58,103,148,57.36,116,785,767,1552,192.2,27,2,2054,61,5,0,Valentín Barco,RC Strasbourg,1127057,1659
26,2,50.0,237,36,64.29,516,434,950,91.43,14,60.87,9,21,1,0,0,0,75,4,1,8,2,6,21,0,0,6,13,46,0,2,2.08,2.8,13,0,18.52,0,5,6,14,10,4,4,1,,47,55.95,1,0,0,89,7,14,1,13,1287,0,5,0,0,0,0,0.0,0,0,0,1,139,9,0,7.11,0,3,0,0,0,0,0,0,257.4,0.0,2,20,7,13,6,8,57.14,0,27,15,55.56,14,42,14,4,61,57.01,56,583,456,1039,149.4,27,2,1254,13,0,0,João Neves,Paris Saint-Germain,1190933,1644
37,6,28.57,184,28,62.22,333,242,575,82.5,15,36.59,26,29,2,0,0,0,60,10,13,10,3,19,29,0,0,19,11,106,0,0,3.86,9.91,37,0,20.0,0,12,14,21,16,5,12,0,,60,42.86,1,0,1,122,10,27,3,26,2010,13,0,0,0,1,0,100.0,0,1,0,0,218,10,0,7.11,0,8,0,0,0,0,0,0,167.5,0.0,0,52,8,23,27,26,60.47,0,21,14,66.67,27,60,43,21,75,41.44,45,426,271,697,206.2,60,5,1009,13,2,0,Wesley Saïd,RC Lens,227862,1648
