accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,Pos
64,0,0.0,117,275,35.35,189,730,919,64.18,13,86.67,2,37,0,0,0,0,347,0,0,0,10,45,37,1,0,1,2,6,1,3,0.26,,1,0,0.0,271,0,0,42,35,7,0,0,10.56,9,69.23,0,34,0,513,0,3,0,37,3330,0,,0,0,0,1,0.0,7,0,4,0,523,0,27,7.31,0,0,19,89,44,135,2,27,0.0,0.0,0,0,0,0,0,0,0.0,18,1,0,0.0,3,118,0,0,22,78.57,778,644,788,1432,270.4,0,6,1869,10,3,0,Vanja Milinković-Savić,Torino,356160,2696,GK
5,4,30.77,191,4,40.0,265,147,408,75.0,48,57.83,35,32,4,0,0,0,71,6,10,16,5,15,32,0,0,29,11,124,0,0,4.08,10.06,30,0,21.54,0,14,18,24,21,3,14,0,,75,45.73,3,0,4,136,3,40,0,27,2298,13,,0,0,0,0,0.0,0,0,0,2,260,17,0,7.3,0,11,0,0,0,0,0,0,164.14,0.0,0,60,5,22,27,24,52.17,0,18,10,55.56,40,12,46,13,123,49.8,10,385,172,544,233.6,65,5,915,36,1,0,Marcus Thuram,Inter,791702,2697,FW
26,27,22.69,343,21,63.64,575,234,782,83.55,11,20.75,42,34,9,0,0,1,94,8,8,20,3,12,34,0,0,40,22,158,0,2,6.26,11.96,20,0,19.3,0,11,20,32,24,8,11,0,,119,50.64,0,0,2,154,5,69,3,29,2489,3,,0,0,4,0,75.0,0,3,0,1,391,14,0,7.28,0,8,0,0,0,0,0,0,226.27,0.0,1,42,15,13,24,39,52.0,0,43,29,67.44,69,54,75,119,130,45.14,33,791,264,936,247.6,57,5,1487,37,1,0,Christian Pulišić,AC Milan,817957,2692,MF
35,0,0.0,6,79,37.26,31,290,321,69.63,5,100.0,0,16,0,0,0,0,105,0,0,0,0,21,16,0,0,0,0,0,0,2,0.01,,0,0,0.0,73,0,0,23,21,2,0,0,3.0,1,100.0,0,12,0,140,0,0,0,16,1368,0,,0,0,0,0,0.0,5,0,1,0,141,0,10,7.28,0,0,7,35,26,62,0,20,0.0,0.0,0,0,0,0,0,0,0.0,6,0,0,0.0,0,58,0,0,6,100.0,212,104,357,461,116.5,0,2,614,1,1,0,Filip Stanković,Venezia,986355,2688,GK
22,1,9.09,200,42,68.85,386,387,772,85.12,67,54.92,55,34,4,0,0,0,143,5,8,21,16,50,34,0,0,48,18,192,0,0,1.69,7.44,45,0,15.79,0,12,16,22,14,8,11,1,,141,50.72,3,0,3,135,24,26,1,33,2941,5,,0,0,0,0,0.0,0,0,0,1,304,13,0,7.27,0,8,0,0,0,0,0,0,245.08,0.0,2,55,21,22,33,39,52.7,0,43,25,58.14,26,35,74,11,208,52.0,61,498,420,907,247.3,76,4,1465,60,3,0,Scott McTominay,SSC Napoli,879346,2714,MF
62,0,0.0,260,166,59.07,934,1587,2521,91.04,128,69.57,56,38,3,0,0,0,135,2,1,5,18,177,38,0,0,6,9,112,1,1,0.73,2.88,42,0,3.57,33,1,4,27,18,9,1,0,,55,49.55,1,0,0,248,27,11,0,38,3406,0,,1,0,0,0,0.0,0,0,0,0,267,3,0,7.27,0,0,0,0,0,0,0,0,3406.0,0.0,0,27,1,19,4,4,66.67,0,39,31,79.49,11,131,6,1,183,62.03,281,1094,1676,2769,276.3,28,5,3195,16,2,0,Amir Rrahmani,SSC Napoli,332155,2714,DF
25,14,27.45,151,24,70.59,254,89,329,83.29,5,50.0,5,17,3,0,0,0,45,5,2,17,1,3,17,0,0,21,11,91,0,0,2.97,4.14,12,0,10.0,0,5,8,6,3,3,3,2,,66,43.42,0,0,1,66,4,29,1,15,1187,0,,0,1,1,0,100.0,0,1,0,0,204,7,0,7.27,0,4,0,0,0,0,0,0,237.4,0.0,3,28,22,16,17,19,31.15,0,15,9,60.0,28,41,61,51,71,43.83,34,347,99,395,123.6,50,3,727,33,1,0,Khvicha Kvaratskhelia,SSC Napoli,889259,2714,FW
12,0,0.0,1,32,50.0,14,178,192,84.96,1,100.0,0,5,0,0,0,0,28,1,0,0,3,2,5,0,0,0,0,0,0,0,0.0,,0,0,0.0,25,0,0,3,2,1,0,0,0.84,1,100.0,0,3,0,34,0,1,0,5,450,0,,0,0,0,0,0.0,0,0,0,0,35,0,2,7.26,0,0,1,10,1,12,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,15,0,0,2,100.0,64,41,185,226,36.3,0,0,259,1,0,0,Josep Martínez,Inter,845291,2697,GK
47,12,21.05,199,83,66.4,571,531,1090,91.6,9,75.0,3,22,1,0,0,0,83,3,0,5,4,31,22,0,0,1,16,34,1,1,1.55,2.3,15,1,11.54,0,3,4,12,11,1,2,1,,45,59.21,0,0,1,100,19,21,0,15,1370,0,,0,0,2,1,100.0,0,2,0,0,158,8,0,7.25,0,3,0,0,0,0,0,0,456.67,20.0,5,5,21,12,9,3,100.0,0,26,14,53.85,21,91,3,57,54,61.36,125,691,556,1190,159.6,26,3,1420,16,4,0,Leandro Paredes,AS Roma,255389,2702,MF
166,6,25.0,574,178,67.94,1191,936,2121,88.74,37,60.66,24,36,2,0,0,0,141,4,0,6,10,72,36,0,0,8,24,111,0,0,2.73,1.85,46,0,8.0,0,2,4,31,29,2,1,1,,100,53.48,0,0,0,269,23,29,0,34,2840,1,,0,0,1,1,100.0,0,1,0,0,346,7,0,7.25,0,2,0,0,0,0,0,0,1420.0,0.0,0,6,19,10,9,8,38.1,0,72,49,68.06,29,260,21,24,137,55.24,262,1418,996,2390,261.1,25,2,2817,22,9,0,Manuel Locatelli,Juventus,363860,2687,MF
20,28,24.35,369,26,61.9,610,265,847,86.16,8,23.53,26,35,4,0,0,0,123,8,4,21,8,8,35,0,1,41,14,151,0,3,4.84,4.23,25,0,11.48,0,7,11,15,15,0,6,1,,161,56.29,1,0,1,136,5,57,4,28,2408,4,,0,0,0,0,0.0,0,0,0,0,407,16,0,7.25,1,2,0,0,0,0,0,0,344.0,0.0,0,46,15,17,23,59,54.63,0,54,30,55.56,57,33,108,115,169,52.81,42,803,295,983,253.7,61,5,1635,48,2,0,Kenan Yıldız,Juventus,1149011,2687,MF
31,18,25.71,156,24,48.98,310,112,404,70.88,23,52.27,21,30,4,0,0,0,65,8,6,25,3,10,29,0,0,25,6,108,0,1,2.85,9.97,27,0,20.0,0,15,19,24,21,3,14,1,,95,52.2,1,0,1,166,8,30,12,23,1885,12,,0,0,3,0,100.0,0,3,0,0,333,14,0,7.25,0,2,0,0,0,0,0,0,125.67,0.0,6,50,25,22,28,33,48.53,0,16,13,81.25,30,56,68,70,118,52.21,49,501,139,570,210.2,75,4,1018,46,2,0,Riccardo Orsolini,Bologna,793645,2685,MF
18,15,23.81,215,23,74.19,426,216,627,86.36,9,75.0,3,23,3,0,0,0,79,5,2,5,2,8,23,0,0,14,17,71,0,1,2.27,2.49,13,0,28.0,0,7,10,10,10,0,5,2,,87,56.13,1,0,0,99,10,26,4,18,1494,0,,0,0,0,0,0.0,0,0,0,2,238,9,0,7.25,0,2,0,0,0,0,0,0,213.43,0.0,0,20,5,8,12,22,44.9,0,34,21,61.76,26,32,49,63,96,57.49,31,546,243,726,166.7,25,2,1104,32,5,0,Alexis Saelemaekers,AS Roma,901891,2702,DF
39,56,29.47,261,35,49.3,554,340,838,84.05,7,35.0,13,33,7,0,0,0,76,17,3,18,2,24,33,0,0,10,9,57,2,0,5.09,3.34,19,1,7.14,0,4,11,18,17,1,3,1,,40,47.62,0,0,1,159,14,49,3,29,2229,8,,0,1,0,0,0.0,0,0,0,0,337,11,0,7.24,0,1,0,0,0,0,0,0,557.25,12.5,8,31,25,16,22,4,40.0,0,25,14,56.0,48,77,10,190,47,45.19,71,809,378,997,239.0,56,5,1516,11,3,0,Federico Dimarco,Inter,284361,2697,MF
25,13,28.26,467,60,73.17,870,478,1335,89.54,5,25.0,15,37,4,0,0,0,125,8,4,25,10,24,37,0,1,32,16,119,0,2,3.61,6.78,28,0,12.99,0,10,14,40,32,8,8,2,,84,44.68,1,0,2,156,38,47,2,36,3132,2,,0,0,0,0,0.0,0,0,0,1,302,15,0,7.24,1,7,0,0,0,0,0,0,313.2,0.0,2,36,41,24,28,36,55.38,0,26,13,50.0,47,50,65,46,89,42.79,82,1029,508,1491,267.8,77,6,1961,22,2,0,Tijjani Reijnders,AC Milan,893549,2692,MF
43,9,21.95,396,23,50.0,664,326,981,83.42,31,57.41,23,35,8,0,0,1,118,11,7,24,3,15,35,0,0,45,27,194,0,0,3.86,9.26,47,0,5.45,0,6,14,38,34,4,4,2,,153,47.22,0,0,3,195,21,54,6,30,2699,2,,0,0,1,1,0.0,0,0,0,0,452,23,0,7.23,0,0,0,0,0,0,0,0,449.83,0.0,12,53,57,47,39,69,54.33,0,51,33,64.71,54,83,127,41,184,48.68,46,839,378,1176,253.2,110,4,1850,33,6,0,Nico Paz,Como,1171451,2704,MF
4,0,0.0,0,9,33.33,6,51,57,76.0,0,0.0,0,3,0,0,0,0,26,0,0,0,1,0,3,0,0,0,0,0,0,0,0.0,,0,0,0.0,11,0,0,3,2,1,0,0,0.18,0,0.0,0,1,0,18,0,0,0,3,270,0,,0,0,0,0,0.0,0,0,0,0,19,0,0,7.23,0,0,1,7,3,11,0,1,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,8,0,0,0,0.0,27,19,56,75,21.7,0,0,103,0,0,0,Pietro Terracciano,Fiorentina,136856,2693,GK
22,2,22.22,99,98,66.67,292,688,978,89.32,20,48.78,21,19,2,0,0,0,92,1,1,0,6,75,19,0,0,11,9,61,2,2,0.77,0.84,17,0,8.33,45,1,3,24,22,2,0,1,,72,64.29,0,0,0,117,17,17,0,19,1674,0,,0,0,0,0,0.0,0,0,0,0,161,1,0,7.23,1,1,0,0,0,0,0,0,1674.0,0.0,1,6,6,5,7,25,83.33,0,33,19,57.58,17,44,30,9,92,60.13,147,374,730,1095,137.4,12,2,1390,14,1,1,Oumar Solet,Udinese,892979,2695,DF
4,5,31.25,37,3,42.86,62,32,89,80.91,1,16.67,5,12,0,0,0,0,18,1,1,3,0,2,12,0,0,3,2,12,0,0,1.14,1.28,1,0,35.71,0,5,5,4,3,1,5,0,,25,78.13,0,0,0,21,7,7,2,3,428,0,,0,0,0,0,0.0,0,0,0,0,46,2,0,7.23,0,3,0,0,0,0,0,0,85.6,0.0,2,8,6,1,10,6,85.71,0,12,6,50.0,7,6,7,16,26,68.42,7,87,39,110,86.7,14,3,211,8,0,0,Jacob Ondrejka,Parma,1004790,2690,MF
18,0,0.0,15,62,41.61,33,173,206,69.36,6,85.71,1,9,0,0,0,0,82,0,0,0,4,7,9,1,0,1,0,2,0,0,0.04,,0,0,0.0,25,0,0,7,6,1,0,0,0.2,3,75.0,0,19,0,91,0,0,0,9,810,0,,0,0,0,0,0.0,0,0,0,0,96,0,3,7.22,0,0,5,15,5,20,0,6,0.0,0.0,0,0,0,0,0,0,0.0,5,0,0,0.0,0,33,0,0,9,81.82,149,103,194,297,65.0,0,0,391,3,0,0,Christos Mandas,Lazio,913762,2699,GK
79,28,43.75,353,137,57.81,800,1069,1841,90.51,46,65.71,24,33,5,0,0,0,96,7,1,2,5,46,33,0,0,5,10,87,0,1,2.76,0.84,44,0,7.69,34,1,6,21,20,1,1,0,,90,58.82,1,0,0,193,22,27,0,31,2420,1,,0,0,0,0,0.0,0,0,0,0,295,4,0,7.21,1,0,0,0,0,0,0,0,2420.0,0.0,0,10,3,9,2,7,58.33,0,46,24,52.17,27,152,12,64,136,60.99,237,972,1126,2034,238.0,13,5,2507,39,4,1,Alessandro Bastoni,Inter,826188,2697,DF
12,0,0.0,55,26,42.62,154,346,500,88.03,27,71.05,11,13,1,0,0,0,38,0,1,2,4,79,13,0,0,0,5,24,0,0,0.2,1.02,9,0,0.0,15,0,1,11,9,2,0,0,,20,60.61,0,0,0,68,19,2,0,12,1094,1,,0,0,0,0,0.0,0,0,0,0,70,0,0,7.21,0,0,0,0,0,0,0,0,0.0,0.0,1,10,2,5,5,1,100.0,0,17,12,70.59,2,26,1,0,47,66.2,61,200,368,568,93.7,12,0,736,2,2,0,Renato Veiga,Juventus,1087359,2687,DF
20,32,36.36,322,22,59.46,555,202,725,87.35,10,34.48,19,27,5,0,0,0,105,9,4,12,3,22,27,0,0,32,13,127,0,0,3.44,3.02,12,1,11.9,0,5,10,17,15,2,2,3,,97,47.32,0,0,2,105,9,51,4,22,1799,1,,0,0,0,0,0.0,0,0,0,0,322,23,0,7.21,0,1,0,0,0,0,0,0,359.8,100.0,1,16,26,16,14,35,39.33,0,26,16,61.54,51,36,89,88,107,45.73,37,700,218,830,194.6,42,3,1372,36,3,0,Matías Soulé,AS Roma,1082406,2702,MF
0,0,0.0,7,0,0.0,10,7,17,89.47,0,0.0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,4,0,0,0.15,0.08,0,0,0.0,0,0,0,0,0,0,0,0,,2,40.0,0,0,0,2,0,3,0,1,55,0,,0,0,0,0,0.0,0,0,0,0,5,1,0,7.2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,2,0,0.0,0,2,0,0.0,3,1,1,1,2,33.33,0,13,7,19,7.2,2,0,27,0,0,0,Antonín Barák,Fiorentina,330705,2693,MF
38,28,25.23,333,33,42.31,681,527,1180,87.54,37,69.81,16,33,3,0,0,1,129,8,2,13,7,62,33,0,1,20,18,94,0,3,4.07,2.66,17,0,9.09,0,4,7,34,28,6,4,0,,103,56.91,0,0,0,168,17,47,4,30,2696,3,,0,0,1,1,0.0,0,0,0,1,342,3,0,7.2,1,0,0,0,0,0,0,0,674.0,0.0,3,20,24,14,17,24,51.06,0,36,28,77.78,47,68,47,111,140,59.83,78,866,593,1348,237.5,44,4,2007,43,4,0,Theo Hernández,AC Milan,788027,2692,DF
27,2,15.38,196,29,76.32,321,149,468,76.6,36,47.37,40,31,3,0,0,0,73,9,19,18,4,15,31,0,0,54,12,164,0,0,4.34,13.46,41,0,11.76,0,12,15,27,24,3,11,1,,88,41.51,2,0,2,143,10,37,5,31,2577,22,,0,0,0,0,0.0,0,0,0,0,315,25,0,7.2,0,5,0,0,0,0,0,0,214.75,0.0,0,84,18,50,34,17,40.48,0,30,16,53.33,37,37,42,13,124,43.06,38,452,172,611,223.1,102,4,1091,42,1,0,Lautaro Martínez,Inter,823984,2697,FW
45,38,22.62,204,38,60.32,377,160,499,78.46,5,33.33,10,25,3,0,0,2,68,9,5,15,4,8,25,0,0,38,15,120,0,0,4.73,8.69,10,0,14.81,0,8,11,33,31,2,7,1,,86,43.88,1,0,2,137,7,39,7,24,1971,3,,0,0,3,0,33.33,0,1,0,0,425,12,0,7.2,0,0,0,0,0,0,0,0,246.38,0.0,3,33,21,12,27,39,45.35,0,20,14,70.0,39,92,86,168,91,43.13,63,614,190,636,179.9,54,3,1164,27,0,0,Florian Thauvin,Udinese,148824,2695,FW
100,17,25.0,467,91,63.64,899,578,1460,85.13,27,51.92,25,33,6,0,0,0,165,6,1,14,4,16,33,0,0,42,33,151,0,1,5.15,2.18,25,0,6.98,0,3,9,25,22,3,1,2,,105,45.45,0,0,1,255,12,56,1,29,2526,4,,0,1,0,0,0.0,0,0,0,0,422,17,0,7.19,0,2,0,0,0,0,0,0,842.0,0.0,1,11,32,20,9,23,46.0,0,50,31,62.0,55,180,50,68,132,46.64,143,1169,614,1715,237.3,43,4,2170,33,4,0,Nicolò Barella,Inter,363856,2697,MF
19,0,0.0,22,176,36.59,91,890,981,76.16,7,87.5,1,38,0,0,0,0,288,0,0,0,16,21,38,1,0,1,0,2,1,1,0.03,0.05,0,0,0.0,200,0,0,35,32,3,0,0,6.47,7,87.5,0,28,0,307,0,0,0,38,3420,0,,0,0,0,0,0.0,4,0,0,0,309,0,9,7.19,0,0,11,67,50,118,1,32,0.0,0.0,0,1,0,1,0,0,0.0,11,0,0,0.0,0,42,0,0,14,87.5,481,350,938,1288,273.2,1,2,1644,8,1,0,Mile Svilar,AS Roma,793986,2702,GK
19,17,30.91,252,25,59.52,435,176,594,77.04,26,52.0,24,34,8,0,0,0,66,10,8,21,3,4,34,0,0,36,18,151,0,0,6.2,7.25,19,0,12.12,0,8,16,27,22,5,8,0,,127,50.0,1,0,0,177,6,58,1,25,2330,7,,0,0,0,0,0.0,0,0,0,1,369,15,0,7.19,0,6,0,0,0,0,0,0,291.25,0.0,0,53,13,16,29,59,50.0,0,16,10,62.5,58,37,118,55,153,50.33,42,622,204,771,244.4,66,4,1268,52,5,0,Rafael Leão,AC Milan,851284,2692,MF
22,0,0.0,15,162,37.94,81,554,635,70.4,8,100.0,0,34,0,0,0,0,288,1,0,0,13,41,34,0,0,0,0,0,0,2,0.02,,0,0,0.0,201,0,0,34,30,4,0,0,3.88,4,100.0,0,20,0,267,0,1,0,34,3060,0,,0,0,0,0,0.0,2,0,0,0,271,0,15,7.19,0,0,20,61,36,98,0,24,0.0,0.0,0,0,0,0,0,0,0.0,19,0,0,0.0,1,36,0,0,12,100.0,427,296,606,902,244.4,0,3,1258,5,1,0,Marco Carnesecchi,Atalanta,865646,2686,GK
9,4,16.0,159,9,47.37,254,108,358,70.33,69,51.49,65,29,3,0,0,1,51,7,15,23,3,24,29,0,1,29,9,155,0,0,2.56,13.75,38,0,9.26,0,10,13,28,25,3,10,0,,70,43.75,0,0,3,151,6,28,1,28,2395,17,,0,1,3,0,66.67,0,2,0,1,283,13,0,7.19,1,9,0,0,0,0,0,0,239.5,0.0,3,77,31,44,41,16,45.71,0,13,6,46.15,27,29,35,25,139,47.28,19,408,126,509,208.4,108,4,923,42,8,0,Valentín Castellanos,Lazio,877013,2699,FW
46,11,17.46,433,56,49.56,829,767,1585,85.22,47,50.54,46,37,2,0,0,0,94,6,2,3,18,77,37,0,0,14,23,148,0,1,3.87,2.83,46,0,14.29,2,3,5,27,18,9,2,1,,119,53.85,0,0,2,275,31,38,2,37,3330,5,,0,0,0,0,0.0,0,0,0,0,428,8,0,7.17,0,1,0,0,0,0,0,0,1110.0,0.0,0,16,5,12,6,4,17.39,0,66,44,66.67,38,106,23,63,166,52.87,113,1075,848,1860,265.3,21,7,2631,51,6,0,Giovanni Di Lorenzo,SSC Napoli,153257,2714,DF
