,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,James Abankwah,ie IRL,DF,Watford,21,2004,31,30,2596,28.8,1,0,1,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,Matches,4b7a9fcc
2,Ebou Adams,gm GAM,MF,Derby County,29,1996,23,16,1506,16.7,1,0,1,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06,Matches,84d7ae33
3,Ebou Adams,gm GAM,MF,Portsmouth,29,1996,16,14,1234,13.7,2,1,3,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,Matches,84d7ae33
4,Kealey Adamson,au AUS,DF,QPR,22,2003,7,1,223,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,41af2728
5,Tayo Adaramola,ie IRL,MFDF,Sheffield Weds,21,2003,16,15,1328,14.8,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,c150b220
6,Dapo Afolayan,eng ENG,MF,Blackburn,27,1997,8,1,164,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5054c359
7,Sydney Agina,ke KEN,DF,Stoke City,17,2007,5,3,255,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,41d6cf4e
8,Patrick Agyemang,us USA,FWMF,Derby County,24,2000,37,33,2740,30.4,10,3,13,10,0,0,6,0,0.33,0.10,0.43,0.33,0.43,Matches,d987142b
9,Ali Ahmed,ca CAN,MF,Norwich City,24,2000,19,16,1304,14.5,4,3,7,4,0,0,1,0,0.28,0.21,0.48,0.28,0.48,Matches,540a5be1
10,Semi Ajayi,ng NGA,DF,Hull City,31,1993,22,18,1656,18.4,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches,d6192210
11,Babajide Akintola,ng NGA,MF,Hull City,29,1996,20,5,510,5.7,1,2,3,1,0,0,4,0,0.18,0.35,0.53,0.18,0.53,Matches,5529e983
12,Chuba Akpom,eng ENG,MFFW,Ipswich Town,29,1995,29,7,900,10.0,2,0,2,2,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,e2b384d2
13,Yisa Alao,,MF,Sheffield Weds,,,2,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,73967c48
14,Ryan Alebiosu,ng NGA,MFDF,Blackburn,23,2001,39,37,3195,35.5,1,5,6,1,0,0,4,0,0.03,0.14,0.17,0.03,0.17,Matches,ce048fb8
15,Isak Alemayehu,se SWE,MF,QPR,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d339c444
16,Ajibola Alese,eng ENG,DF,Portsmouth,24,2001,1,0,5,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,182a8b9d
17,Cruz Allen,wls WAL,MF,Derby County,18,2007,3,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7a5b542a
18,Jamie Allen,eng ENG,MF,Coventry City,30,1995,23,4,586,6.5,1,2,3,1,0,0,0,0,0.15,0.31,0.46,0.15,0.46,Matches,2c183a79
19,Max Alleyne,eng ENG,DF,Watford,20,2005,16,14,1264,14.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,defcfd32
20,Millenic Alli,ie IRL,MF,Portsmouth,25,2000,21,19,1558,17.3,1,2,3,1,0,0,1,0,0.06,0.12,0.17,0.06,0.17,Matches,b639311c
21,Ryan Allsop,eng ENG,GK,Birmingham City,33,1992,11,11,990,11.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,af615123
22,Olabade Aluko,,DF,Leicester City,,,8,1,169,1.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,12bb637a
23,Papa Amadou Diallo,sn SEN,MF,Norwich City,21,2004,9,6,535,5.9,0,2,2,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34,Matches,d638ab17
24,Harry Amass,eng ENG,MF,Norwich City,18,2007,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b47100c
25,Harry Amass,eng ENG,MF,Sheffield Weds,18,2007,21,21,1865,20.7,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches,7b47100c
26,Jaydon Amauri Banel,nl NED,MF,Derby County,20,2004,14,5,560,6.2,3,0,3,3,0,0,1,0,0.48,0.00,0.48,0.48,0.48,Matches,98e0d76c
27,Karoy Anderson,jm JAM,MF,Charlton Athletic,20,2004,10,6,527,5.9,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches,fb69f073
28,Keshi Anderson,eng ENG,MF,Portsmouth,30,1995,7,3,248,2.8,1,0,1,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches,864a3eba
29,Keshi Anderson,eng ENG,MF,Birmingham City,30,1995,19,7,726,8.1,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,864a3eba
30,Kai Andrews,wls WAL,MF,Coventry City,18,2006,7,0,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,baf7624c
31,Ryan Andrews,eng ENG,DFMF,Watford,20,2004,3,0,31,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,40d103f8
32,Rob Apter,sct SCO,MF,Charlton Athletic,22,2003,13,8,589,6.5,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches,1c12ee0a
33,Oliver Arblaster,eng ENG,MF,Sheffield United,21,2004,21,9,898,10.0,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,afe1a491
34,Cameron Archer,eng ENG,FWMF,Southampton,24,2001,30,11,1004,11.2,4,3,7,4,0,0,2,0,0.36,0.27,0.63,0.36,0.63,Matches,05e8ca6d
35,Joe Aribo,ng NGA,FWMF,Southampton,29,1996,7,0,118,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,328f7d51
36,Joe Aribo,ng NGA,MF,Leicester City,29,1996,6,1,132,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,328f7d51
37,Adam Armstrong,eng ENG,FWMF,Southampton,28,1997,29,24,2036,22.6,11,4,15,10,1,3,4,0,0.49,0.18,0.66,0.44,0.62,Matches,68c720b5
38,Harrison Armstrong,eng ENG,MF,Preston,18,2007,17,13,1127,12.5,1,1,2,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matches,de59e609
39,Sinclair Armstrong,ie IRL,FW,Bristol City,22,2003,41,11,1610,17.9,4,0,4,4,0,0,7,0,0.22,0.00,0.22,0.22,0.22,Matches,c2bf2522
40,Harry Ashfield,eng ENG,MF,Wrexham,19,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bb1076f8
41,Tom Atcheson,nir NIR,DF,Blackburn,18,2006,14,11,1088,12.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1dd307a6
42,Robert Atkinson,eng ENG,DF,Bristol City,27,1998,25,23,1845,20.5,3,1,4,3,0,0,1,0,0.15,0.05,0.20,0.15,0.20,Matches,181df6a4
43,Jordan Ayew,gh GHA,FWMF,Leicester City,33,1991,42,24,2259,25.1,6,3,9,4,2,3,5,0,0.24,0.12,0.36,0.16,0.28,Matches,da052c14
44,Luke Ayling,eng ENG,DF,Middlesbrough,33,1991,43,38,3492,38.8,1,5,6,1,0,0,8,0,0.03,0.13,0.15,0.03,0.15,Matches,420d7c7d
45,Finn Azaz,ie IRL,MF,Southampton,24,2000,41,36,2964,32.9,10,7,17,10,0,0,5,0,0.30,0.21,0.52,0.30,0.52,Matches,b6f54c31
46,Finn Azaz,ie IRL,MF,Middlesbrough,24,2000,2,1,93,1.0,1,1,2,1,0,0,0,0,0.97,0.97,1.94,0.97,1.94,Matches,b6f54c31
47,Femi Azeez,ng NGA,MF,Millwall,24,2001,35,33,2791,31.0,11,7,18,11,0,0,5,1,0.35,0.23,0.58,0.35,0.58,Matches,2d590087
48,Ivan Azón,es ESP,FW,Ipswich Town,22,2002,38,20,1793,19.9,5,4,9,5,0,0,2,0,0.25,0.20,0.45,0.25,0.45,Matches,9b2779f5
49,Kwadwo Baah,eng ENG,MFFW,Watford,22,2003,27,6,835,9.3,1,1,2,1,0,0,4,0,0.11,0.11,0.22,0.11,0.22,Matches,f240e4f2
50,Lewis Baker,eng ENG,MF,Stoke City,30,1995,17,14,1256,14.0,4,1,5,4,0,0,3,0,0.29,0.07,0.36,0.29,0.36,Matches,1b278bf5
51,Thierno Ballo,at AUT,MF,Millwall,23,2002,31,23,1820,20.2,1,5,6,1,0,0,6,0,0.05,0.25,0.30,0.05,0.30,Matches,d32daf5d
52,Patrick Bamford,eng ENG,FW,Sheffield United,31,1993,28,22,1817,20.2,12,1,13,12,0,0,3,1,0.59,0.05,0.64,0.59,0.64,Matches,93feac6e
53,Alex Bangura,sl SLE,DF,Middlesbrough,26,1999,13,8,547,6.1,1,1,2,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,Matches,c47e09ba
54,Raees Bangura-Williams,,MF,Millwall,,,14,5,456,5.1,1,1,2,1,0,0,2,0,0.20,0.20,0.39,0.20,0.39,Matches,ccb5fe22
55,Tamer Bani Odeh,jo JOR,FW,West Brom,21,2003,4,0,58,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8a03364a
56,Barry Bannan,sct SCO,MF,Sheffield Weds,35,1989,28,28,2450,27.2,3,3,6,3,0,0,7,1,0.11,0.11,0.22,0.11,0.22,Matches,9469fb13
57,Barry Bannan,sct SCO,MF,Millwall,35,1989,14,6,534,5.9,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,9469fb13
58,Moussa Baradji,fr FRA,MF,Blackburn,24,2000,32,18,1749,19.4,2,0,2,2,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches,db82a512
59,Ryan Barnett,eng ENG,MF,Wrexham,25,1999,12,4,419,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dfe6cd27
60,Louie Barry,eng ENG,MFFW,Sheffield United,22,2003,9,6,445,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bd885979
61,Danny Batth,eng ENG,DF,Derby County,34,1990,10,7,602,6.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f1d0fa63
62,Nathan Baxter,eng ENG,GK,Watford,26,1998,7,6,585,6.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5cfbc814
63,Gavin Bazunu,ie IRL,GK,Stoke City,23,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c91441dc
64,Gavin Bazunu,ie IRL,GK,Southampton,23,2002,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c91441dc
65,James Beadle,eng ENG,GK,Birmingham City,21,2004,35,35,3150,35.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,9019e4d8
66,Asmir Begović,ba BIH,GK,Leicester City,38,1987,11,10,945,10.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7b4de647
67,Amari'i Bell,jm JAM,DFMF,Charlton Athletic,31,1994,34,32,2699,30.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,399e9474
68,Sam Bell,eng ENG,MF,Bristol City,23,2002,13,3,364,4.0,4,1,5,4,0,0,0,0,0.99,0.25,1.24,0.99,1.24,Matches,a95abffc
69,Bachir Belloumi,dz ALG,MF,Hull City,23,2002,22,10,936,10.4,2,3,5,2,0,0,1,0,0.19,0.29,0.48,0.19,0.48,Matches,b6cafcad
70,Anis Ben Slimane,tn TUN,MF,Norwich City,24,2001,22,15,1225,13.6,5,2,7,5,0,0,4,0,0.37,0.15,0.51,0.37,0.51,Matches,9ade9ce1
71,Steven Benda,de GER,GK,Millwall,26,1998,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,caaa7fab
72,Daniel Bennie,au AUS,FWMF,QPR,19,2006,17,5,647,7.2,1,1,2,1,0,0,2,0,0.14,0.14,0.28,0.14,0.28,Matches,e776d457
73,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,22,2002,5,2,167,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,505486d6
74,Luke Berry,eng ENG,MF,Charlton Athletic,33,1992,16,6,486,5.4,1,0,1,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matches,2aaadf33
75,Florian Bianchini,fr FRA,MF,Portsmouth,24,2001,10,6,512,5.7,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches,adc58361
76,Jake Bidwell,eng ENG,DF,Coventry City,32,1993,11,3,431,4.8,0,1,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches,676b6c9b
77,Krystian Bielik,pl POL,DFMF,West Brom,27,1998,17,11,942,10.5,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,8e0ec853
78,Tyler Bindon,nz NZL,DF,Sheffield United,20,2005,25,22,2029,22.5,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches,3575e5eb
79,Max Bird,eng ENG,MF,Bristol City,24,2000,15,4,565,6.3,2,1,3,2,0,0,1,0,0.32,0.16,0.48,0.32,0.48,Matches,46d27ca0
80,Colby Bishop,eng ENG,FW,Portsmouth,28,1996,42,37,3397,37.7,3,1,4,2,1,2,4,0,0.08,0.03,0.11,0.05,0.08,Matches,4a7dee3b
81,Corey Blackett-Taylor,eng ENG,MF,Derby County,27,1997,9,2,273,3.0,0,1,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,Matches,28016827
82,Harvey Blair,eng ENG,MF,Portsmouth,21,2003,15,4,485,5.4,0,1,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches,f6c16dd2
83,Eric Bocat,fr FRA,DFMF,Stoke City,26,1999,29,21,1816,20.2,0,1,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matches,55b7061a
84,Marc Bola,eng ENG,DFMF,Watford,27,1997,37,31,2899,32.2,2,3,5,2,0,0,2,0,0.06,0.09,0.16,0.06,0.16,Matches,3986000d
85,Neto Borges,br BRA,DFMF,Middlesbrough,28,1996,3,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f936061
86,Neto Borges,br BRA,MFDF,Bristol City,28,1996,38,30,2726,30.3,0,3,3,0,0,0,7,0,0.00,0.10,0.10,0.00,0.10,Matches,9f936061
87,Raphael Borges Rodrigues,au AUS,MF,Coventry City,21,2003,2,0,36,0.4,0,1,1,0,0,0,0,0,0.00,2.50,2.50,0.00,2.50,Matches,76c1ea7c
88,Ollie Bostock,wls WAL,MF,West Brom,18,2007,7,2,205,2.3,1,0,1,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches,52f8322e
89,Edoardo Bove,it ITA,MFFW,Watford,23,2002,11,2,275,3.1,1,0,1,1,0,0,2,0,0.33,0.00,0.33,0.33,0.33,Matches,ae94a6c5
90,Ibane Bowat,sct SCO,DF,Portsmouth,22,2002,17,8,802,8.9,2,0,2,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,5186c2de
91,Róbert Boženík,sk SVK,FW,Stoke City,25,1999,22,9,829,9.2,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,ba6cf633
92,Tom Bradshaw,wls WAL,FW,Oxford United,33,1992,5,0,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a9d071f8
93,Robbie Brady,ie IRL,DFFW,Preston,33,1992,5,0,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,96bb8cc2
94,Cameron Bragg,eng ENG,MF,Southampton,20,2005,16,7,688,7.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,a596a82a
95,Cameron Brannagan,eng ENG,MF,Oxford United,29,1996,37,36,3085,34.3,6,3,9,4,2,2,8,0,0.18,0.09,0.26,0.12,0.20,Matches,9220e731
96,Brau,es ESP,DF,Coventry City,23,2001,9,1,203,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3e707ad4
97,James Bree,eng ENG,MFDF,Charlton Athletic,27,1997,21,19,1671,18.6,2,3,5,2,0,0,7,0,0.11,0.16,0.27,0.11,0.27,Matches,c07b7c5c
98,James Bree,eng ENG,DF,Southampton,27,1997,18,17,1444,16.0,2,2,4,2,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches,c07b7c5c
99,Ben Brereton Díaz,cl CHI,MF,Derby County,26,1999,40,39,3044,33.8,7,3,10,6,1,1,8,0,0.21,0.09,0.30,0.18,0.27,Matches,57827369
100,Rhian Brewster,eng ENG,MFFW,Derby County,25,2000,29,19,1460,16.2,7,2,9,6,1,1,1,0,0.43,0.12,0.55,0.37,0.49,Matches,30e81a88
101,Callum Brittain,eng ENG,DFMF,Middlesbrough,27,1998,41,41,3615,40.2,0,4,4,0,0,0,7,0,0.00,0.10,0.10,0.00,0.10,Matches,95869fab
102,Nathan Broadhead,wls WAL,FWMF,Ipswich Town,27,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,43309491
103,Nathan Broadhead,wls WAL,MFFW,Wrexham,27,1998,37,20,1903,21.1,7,4,11,7,0,0,0,0,0.33,0.19,0.52,0.33,0.52,Matches,43309491
104,Andre Brooks,jm JAM,MF,Sheffield United,21,2003,39,28,2432,27.0,6,2,8,6,0,0,7,0,0.22,0.07,0.30,0.22,0.30,Matches,5f346071
105,Ciaron Brown,nir NIR,DF,Oxford United,27,1998,37,37,3320,36.9,3,1,4,3,0,0,6,0,0.08,0.03,0.11,0.08,0.11,Matches,57a2071c
106,Dajaune Brown,jm JAM,FW,Derby County,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b4d24801
107,George Brown,,FW,Sheffield Weds,,,7,3,310,3.4,2,0,2,2,0,0,0,0,0.58,0.00,0.58,0.58,0.58,Matches,b4d27151
108,Jacob Brown,sct SCO,FWMF,Portsmouth,27,1998,15,5,493,5.5,1,1,2,1,0,0,2,0,0.18,0.18,0.37,0.18,0.37,Matches,ca18c8f1
109,Alan Browne,ie IRL,MFDF,Middlesbrough,30,1995,38,26,2471,27.5,4,3,7,4,0,0,2,0,0.15,0.11,0.25,0.15,0.25,Matches,25dea15a
110,Lewis Brunt,eng ENG,DF,Wrexham,24,2000,9,6,552,6.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a2081c6b
111,Joe Bryan,eng ENG,DF,Millwall,31,1993,19,6,738,8.2,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,af69e7f0
112,Solomon Brynn,eng ENG,GK,Middlesbrough,24,2000,46,46,4140,46.0,0,1,1,0,0,0,1,0,0.00,0.02,0.02,0.00,0.02,Matches,8056f069
113,Cameron Burgess,au AUS,DF,Swansea City,29,1995,46,46,4140,46.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,da61ca98
114,Delano Burgzorg,sr SUR,MFFW,Middlesbrough,26,1998,25,11,1083,12.0,2,2,4,2,0,0,1,0,0.17,0.17,0.33,0.17,0.33,Matches,05e2d5ea
115,Delano Burgzorg,sr SUR,FWMF,Bristol City,26,1998,15,4,547,6.1,1,1,2,1,0,0,4,0,0.16,0.16,0.33,0.16,0.33,Matches,05e2d5ea
116,Reece Burke,eng ENG,DF,Charlton Athletic,28,1996,17,12,942,10.5,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches,a681b7b7
117,Wes Burns,wls WAL,MF,Ipswich Town,30,1994,18,9,795,8.8,2,1,3,2,0,0,3,0,0.23,0.11,0.34,0.23,0.34,Matches,b3fe23c6
118,Rumarn Burrell,jm JAM,FW,QPR,24,2000,30,22,2000,22.2,10,3,13,10,0,0,4,0,0.45,0.14,0.59,0.45,0.59,Matches,6b1c235a
119,Harrison Burrows,eng ENG,DF,Sheffield United,23,2002,44,30,2966,33.0,5,4,9,5,0,1,3,0,0.15,0.12,0.27,0.15,0.27,Matches,316a084b
120,Josef Bursik,eng ENG,GK,Portsmouth,25,2000,10,10,813,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,16b6648e
121,Gustavo Caballero,py PAR,MF,Portsmouth,23,2001,12,9,759,8.4,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,90a38ca7
122,Ben Cabango,wls WAL,DF,Swansea City,25,2000,45,45,4034,44.8,1,0,1,1,0,0,8,0,0.02,0.00,0.02,0.02,0.02,Matches,70723cac
123,Liberato Cacace,nz NZL,MF,Wrexham,24,2000,12,8,721,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dd86e8e4
124,Bailey-Tye Cadamarteri,jm JAM,FW,Sheffield Weds,20,2005,29,23,2103,23.4,2,0,2,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,a624d600
125,Bailey-Tye Cadamarteri,jm JAM,FW,Wrexham,20,2005,3,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a624d600
126,Jens Cajuste,se SWE,MF,Ipswich Town,25,1999,30,13,1194,13.3,1,3,4,1,0,0,1,0,0.08,0.23,0.30,0.08,0.30,Matches,928a4a61
127,George Campbell,us USA,DF,West Brom,24,2001,39,33,3081,34.2,4,2,6,4,0,0,7,0,0.12,0.06,0.18,0.12,0.18,Matches,45e1a597
128,Tyreece Campbell,jm JAM,FWMF,Charlton Athletic,21,2003,45,31,2921,32.5,3,3,6,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches,2b5b375a
129,Tyrese Campbell,eng ENG,FW,Sheffield United,25,1999,34,21,1883,20.9,6,2,8,6,0,0,3,0,0.29,0.10,0.38,0.29,0.38,Matches,38aefb74
130,Tom Cannon,ie IRL,FWMF,Sheffield United,22,2002,36,19,1726,19.2,6,2,8,6,0,0,2,0,0.31,0.10,0.42,0.31,0.42,Matches,4506aec5
131,Todd Cantwell,eng ENG,MF,Blackburn,27,1998,28,22,2068,23.0,5,3,8,4,1,1,10,0,0.22,0.13,0.35,0.17,0.30,Matches,f63d8a4b
132,Sonny Carey,eng ENG,MFFW,Charlton Athletic,24,2001,46,40,3385,37.6,8,2,10,8,0,0,4,0,0.21,0.05,0.27,0.21,0.27,Matches,1db3715b
133,Julián Carranza,ar ARG,FW,Leicester City,25,2000,9,3,318,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3e9ae1db
134,Hayden Carter,eng ENG,DF,Blackburn,25,1999,10,10,787,8.7,2,0,2,2,0,0,4,0,0.23,0.00,0.23,0.23,0.23,Matches,40f85b8f
135,Kaelan Casey,eng ENG,DF,Swansea City,20,2004,8,3,292,3.2,0,1,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,Matches,cd4b2c5f
136,Eiran Cashin,ie IRL,DF,Birmingham City,23,2001,11,3,420,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f557c3b8
137,Eiran Cashin,ie IRL,DF,Blackburn,23,2001,18,17,1543,17.1,1,1,2,1,0,0,7,0,0.06,0.06,0.12,0.06,0.12,Matches,f557c3b8
138,Leo Castledine,eng ENG,FW,Middlesbrough,19,2005,9,1,279,3.1,1,0,1,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,Matches,1c86192d
139,Žan Celar,si SVN,FW,QPR,26,1999,2,1,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,868c6958
140,Ilias Chair,ma MAR,MF,QPR,27,1997,15,10,945,10.5,1,2,3,1,0,0,1,0,0.10,0.19,0.29,0.10,0.29,Matches,ad7873cb
141,Giorgi Chakvetadze,ge GEO,MFFW,Watford,25,1999,29,22,1791,19.9,0,3,3,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,Matches,76864df8
142,Nathaniel Chalobah,eng ENG,MF,Sheffield Weds,30,1994,13,7,582,6.5,2,1,3,2,0,0,2,0,0.31,0.15,0.46,0.31,0.46,Matches,422862ea
143,Luke Chambers,eng ENG,MF,Charlton Athletic,21,2004,18,16,1229,13.7,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,7d6af698
144,Archie Chaplin,eng ENG,DF,Middlesbrough,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8b366d58
145,Conor Chaplin,eng ENG,MF,Portsmouth,28,1997,36,26,2229,24.8,2,3,5,2,0,0,2,0,0.08,0.12,0.20,0.08,0.20,Matches,4ec55b87
146,Conor Chaplin,eng ENG,MF,Ipswich Town,28,1997,4,1,135,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4ec55b87
147,Pierce Charles,nir NIR,GK,Sheffield Weds,20,2005,19,19,1710,19.0,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,cd1f3385
148,Shea Charles,nir NIR,MF,Southampton,21,2003,31,21,2071,23.0,3,2,5,3,0,0,6,0,0.13,0.09,0.22,0.13,0.22,Matches,5cc3ce65
149,Tahith Chong,cw CUW,MF,Sheffield United,25,1999,21,7,678,7.5,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,2696b6a9
150,Hamza Choudhury,bd BAN,DFMF,Leicester City,27,1997,30,17,1494,16.6,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,7d2d3329
151,Benjamin Chrisene,eng ENG,DF,Norwich City,21,2004,21,15,1293,14.4,1,1,2,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches,b17008fc
152,Lamine Cissé,fr FRA,FWMF,Stoke City,22,2003,34,19,1687,18.7,3,3,6,3,0,0,4,0,0.16,0.16,0.32,0.16,0.32,Matches,d6883f53
153,Bobby Clark,eng ENG,MF,Derby County,20,2005,42,33,2932,32.6,3,3,6,3,0,0,8,0,0.09,0.09,0.18,0.09,0.18,Matches,73341ace
154,Harry Clarke,eng ENG,MF,Charlton Athletic,24,2001,19,17,1519,16.9,0,2,2,0,0,0,8,0,0.00,0.12,0.12,0.00,0.12,Matches,a64f2573
155,Jack Clarke,eng ENG,MF,Ipswich Town,24,2000,46,23,2387,26.5,16,1,17,10,6,6,4,0,0.60,0.04,0.64,0.38,0.41,Matches,e16932d8
156,Matthew Clarke,eng ENG,DF,Derby County,28,1996,45,45,4044,44.9,3,4,7,3,0,0,10,1,0.07,0.09,0.16,0.07,0.16,Matches,8ea2227a
