,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
752,Bobby Wales,sct SCO,FW,Swansea City,20,2005,4,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,955fac80
753,Jed Wallace,eng ENG,MF,West Brom,31,1994,23,11,995,11.1,2,2,4,2,0,0,1,0,0.18,0.18,0.36,0.18,0.36,Matches,45194ce9
754,Joe Walsh,eng ENG,GK,QPR,23,2002,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72e0ee7b
755,Leo Walta,fi FIN,MF,Swansea City,22,2003,10,3,319,3.5,1,0,1,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,a0d23533
756,Christian Walton,eng ENG,GK,Ipswich Town,29,1995,37,36,3307,36.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,c666574f
757,Jack Walton,eng ENG,GK,Preston,27,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3df50652
758,Danny Ward,wls WAL,GK,Wrexham,32,1993,8,8,719,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d3ce0e89
759,Joe Ward,eng ENG,DFMF,Derby County,29,1995,38,32,2930,32.6,1,8,9,1,0,0,4,1,0.03,0.25,0.28,0.03,0.28,Matches,22f621af
760,Joel Ward,eng ENG,DF,Swansea City,35,1989,15,3,461,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8a7ff278
761,Tom Watson,eng ENG,MF,Millwall,19,2006,12,2,251,2.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9886c32e
762,Ernie Weaver,eng ENG,DF,Sheffield Weds,18,2006,6,4,354,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78ea9122
763,Andreas Weimann,at AUT,MF,Derby County,33,1991,25,5,702,7.8,1,3,4,1,0,0,1,0,0.13,0.38,0.51,0.13,0.51,Matches,5996ffd9
764,Welington,br BRA,DFMF,Southampton,24,2001,18,12,1001,11.1,0,2,2,0,0,0,2,1,0.00,0.18,0.18,0.00,0.18,Matches,a7f95b1f
765,Scott Wharton,eng ENG,DF,Blackburn,27,1997,12,9,804,8.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,416e078e
766,Ben Whiteman,eng ENG,MF,Preston,29,1996,43,43,3732,41.5,2,5,7,2,0,0,10,0,0.05,0.12,0.17,0.05,0.17,Matches,7b69e7cc
767,Morgan Whittaker,eng ENG,MFFW,Middlesbrough,24,2001,40,35,2682,29.8,14,7,21,14,0,0,4,0,0.47,0.23,0.70,0.47,0.70,Matches,d3d49142
768,Harry Whitwell,eng ENG,MF,West Brom,19,2005,2,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df554821
769,Melker Widell,se SWE,MF,Swansea City,23,2002,38,18,1540,17.1,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,d056eb64
770,Jacob Widell Zetterström,se SWE,GK,Derby County,27,1998,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ac5120d8
771,Joe Wildsmith,eng ENG,GK,West Brom,29,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aa61b4a3
772,Caleb Wiley,us USA,MFDF,Watford,20,2004,5,3,222,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,64796fe0
773,Alex Williams,wls WAL,DF,West Brom,20,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a41a876f
774,Barnaby Williams,,MF,Southampton,,,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8ef8b3de
775,Brandon Williams,eng ENG,DF,Hull City,24,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5e74d6c8
776,Joe Williams,eng ENG,MF,Bristol City,28,1996,2,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,44c38f2e
777,Jordan Williams,eng ENG,DF,Portsmouth,25,1999,30,16,1780,19.8,1,2,3,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,Matches,686e3e0b
778,Ben Wilmot,eng ENG,DF,Stoke City,25,1999,34,33,2953,32.8,3,0,3,3,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches,2876eaa3
779,Josh Windass,eng ENG,MFFW,Wrexham,31,1994,41,28,2390,26.6,16,5,21,13,3,3,2,0,0.60,0.19,0.79,0.49,0.68,Matches,dc092f62
780,Harry Winks,eng ENG,MF,Leicester City,29,1996,34,26,2573,28.6,1,2,3,1,0,0,3,0,0.03,0.07,0.10,0.03,0.10,Matches,2f7acede
781,Nathan Wood-Gordon,eng ENG,DF,Southampton,23,2002,35,27,2484,27.6,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,Matches,4ccf2d5b
782,Thomas Woodward,wls WAL,MF,Swansea City,18,2006,1,0,14,0.2,0,1,1,0,0,0,0,0,0.00,6.43,6.43,0.00,6.43,Matches,21592038
783,Luke Woolfenden,eng ENG,DF,Coventry City,26,1998,17,11,1077,12.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e28e9bec
784,Haji Wright,us USA,FW,Coventry City,27,1998,40,31,2575,28.6,17,1,18,15,2,2,4,0,0.59,0.03,0.63,0.52,0.56,Matches,91cd37b7
785,Jacob Wright,eng ENG,MF,Norwich City,19,2005,28,13,1253,13.9,0,3,3,0,0,0,3,1,0.00,0.22,0.22,0.00,0.22,Matches,b6db05c3
786,Scott Wright,sct SCO,FWMF,Birmingham City,27,1997,3,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e9b0ccaf
787,Malick Yalcouye,ci CIV,MF,Swansea City,19,2005,33,10,1034,11.5,1,2,3,1,0,0,3,1,0.09,0.17,0.26,0.09,0.26,Matches,e295402e
788,Jerry Yates,eng ENG,FW,Sheffield Weds,28,1996,18,17,1462,16.2,4,0,4,4,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,637047f7
789,Ashley Young,eng ENG,DF,Ipswich Town,40,1985,13,3,403,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be927d03
790,Willum Þór Willumsson,is ISL,MF,Birmingham City,26,1998,10,5,394,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f3f80000
791,Stefán Þórðarson,is ISL,MF,Preston,26,1998,15,6,522,5.8,0,1,1,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches,ed9daa96
