,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
155,James Collins,ie IRL,FW,Derby County,33,1990,17,1,222,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,95471a13
156,Jamilu Collins,ng NGA,DF,Cardiff City,29,1994,3,2,165,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,33a95e0a
157,Rubin Colwill,wls WAL,MFFW,Cardiff City,22,2002,43,24,2522,28.0,1,4,5,1,0,0,3,0,0.04,0.14,0.18,0.04,0.18,Matches,f170b63e
158,Aaron Connolly,ie IRL,MFFW,Sunderland,24,2000,10,2,246,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,27c01749
159,Aaron Connolly,ie IRL,MFFW,Millwall,24,2000,14,6,659,7.3,1,0,1,1,0,1,3,0,0.14,0.00,0.14,0.14,0.14,Matches,27c01749
160,Tommy Conway,sct SCO,FWMF,Middlesbrough,21,2002,36,27,2357,26.2,13,1,14,11,2,4,1,0,0.50,0.04,0.53,0.42,0.46,Matches,746a92c5
161,Steve Cook,eng ENG,DF,QPR,33,1991,31,31,2617,29.1,2,0,2,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,3e5e4e63
162,Jake Cooper,eng ENG,DF,Millwall,29,1995,36,36,3195,35.5,3,1,4,3,0,0,4,0,0.08,0.03,0.11,0.08,0.11,Matches,aa7dfc40
163,Michael Cooper,eng ENG,GK,Sheffield United,24,1999,43,43,3870,43.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,17186929
164,Oliver Cooper,wls WAL,MF,Swansea City,24,1999,28,10,1042,11.6,1,1,2,1,0,0,0,0,0.09,0.09,0.17,0.09,0.17,Matches,d3813344
165,José Córdoba,pa PAN,DF,Norwich City,23,2001,34,24,2103,23.4,1,0,1,1,0,0,4,1,0.04,0.00,0.04,0.04,0.04,Matches,bec98750
166,David Cornell,wls WAL,GK,Preston,33,1991,10,9,811,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0c9aad01
167,Harry Cornick,eng ENG,FWMF,Bristol City,29,1995,3,0,38,0.4,1,0,1,1,0,0,0,0,2.37,0.00,2.37,2.37,2.37,Matches,9169bc41
168,Lewie Coyle,eng ENG,DF,Hull City,28,1995,44,42,3717,41.3,1,2,3,1,0,0,6,0,0.02,0.05,0.07,0.02,0.07,Matches,97aba136
169,Amario Cozier-Duberry,eng ENG,MF,Blackburn,19,2005,22,6,723,8.0,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,04eb7d82
170,Tristan Crama,fr FRA,DF,Millwall,22,2001,20,18,1634,18.2,0,2,2,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,130e085a
171,Charlie Crew,wls WAL,MF,Leeds United,18,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e8392083
172,Ante Crnac,hr CRO,FWMF,Norwich City,20,2003,38,29,2495,27.7,7,4,11,7,0,0,2,0,0.25,0.14,0.40,0.25,0.40,Matches,7271a7d4
173,Matt Crooks,eng ENG,MFFW,Hull City,30,1994,18,9,789,8.8,3,0,3,3,0,0,4,1,0.34,0.00,0.34,0.34,0.34,Matches,43f5d4e6
174,Josh Cullen,ie IRL,MF,Burnley,28,1996,44,43,3801,42.2,2,3,5,2,0,0,11,0,0.05,0.07,0.12,0.05,0.12,Matches,f6d7d690
175,Liam Cullen,wls WAL,MFFW,Swansea City,25,1999,42,35,2995,33.3,11,3,14,11,0,0,8,0,0.33,0.09,0.42,0.33,0.42,Matches,20b8cd02
176,Jamie Cumming,eng ENG,GK,Oxford United,24,1999,45,45,4050,45.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f745cf49
177,Luke Cundle,eng ENG,MF,Millwall,22,2002,16,13,985,10.9,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,cc3b8e78
178,Jesper Daland,no NOR,DF,Cardiff City,24,2000,20,16,1427,15.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,6e17d441
179,Owen Dale,eng ENG,MF,Oxford United,25,1998,11,4,350,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,182b9864
180,Harry Darling,eng ENG,DF,Swansea City,24,1999,39,38,3335,37.1,5,3,8,5,0,0,4,1,0.13,0.08,0.22,0.13,0.22,Matches,0b0a1b58
181,Karl Darlow,wls WAL,GK,Leeds United,33,1990,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cde3309f
182,Jay Dasilva,wls WAL,DFMF,Coventry City,26,1998,31,20,1807,20.1,0,1,1,0,0,0,2,1,0.00,0.05,0.05,0.00,0.05,Matches,2a158ded
183,Adam Davies,wls WAL,GK,Sheffield United,32,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,71894777
184,Isaak Davies,wls WAL,MF,Cardiff City,22,2001,9,3,287,3.2,2,0,2,2,0,0,1,0,0.63,0.00,0.63,0.63,0.63,Matches,8199addf
185,Tom Davies,eng ENG,MF,Sheffield United,26,1998,13,6,673,7.5,1,1,2,1,0,0,4,0,0.13,0.13,0.27,0.13,0.27,Matches,9228b07c
186,James Debayo,eng ENG,DF,Leeds United,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3b9bf650
187,Hannes Delcroix,ht HAI,DF,Swansea City,25,1999,12,10,888,9.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b737f944
188,Tom Dele-Bashiru,ng NGA,MF,Watford,24,1999,27,25,2064,22.9,4,0,4,1,3,3,0,0,0.17,0.00,0.17,0.04,0.04,Matches,0666f848
189,Karamoko Dembélé,eng ENG,MF,QPR,21,2003,23,15,1186,13.2,3,4,7,3,0,0,2,0,0.23,0.30,0.53,0.23,0.53,Matches,7304f3b1
190,Siriki Dembélé,ci CIV,MF,Oxford United,27,1996,25,15,1371,15.2,2,1,3,2,0,0,2,0,0.13,0.07,0.20,0.13,0.20,Matches,11f54bd5
191,Rav van den Berg,nl NED,DF,Middlesbrough,20,2004,27,23,2128,23.6,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,e962e4b5
192,Emmanuel Dennis,ng NGA,MF,Blackburn,26,1997,6,1,160,1.8,0,1,1,0,0,0,3,1,0.00,0.56,0.56,0.00,0.56,Matches,2c44a35d
193,Terry Devlin,nir NIR,DFMF,Portsmouth,20,2003,34,13,1562,17.4,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,222ba28e
194,Ousmane Diakité,ml MLI,MFDF,West Brom,24,2000,22,9,860,9.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b9334454
195,Grady Diangana,cd COD,MFFW,West Brom,26,1998,34,14,1494,16.6,4,3,7,4,0,0,1,0,0.24,0.18,0.42,0.24,0.42,Matches,f522d7ec
196,Robert Dickie,eng ENG,DF,Bristol City,28,1996,36,35,3121,34.7,2,1,3,2,0,0,5,1,0.06,0.03,0.09,0.06,0.09,Matches,c7dfc411
197,Seny Dieng,sn SEN,GK,Middlesbrough,29,1994,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c135cddd
198,Anfernee Dijksteel,sr SUR,DF,Middlesbrough,27,1996,33,27,2525,28.1,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,Matches,1ecc03bc
199,Daryl Dike,us USA,MF,West Brom,24,2000,11,1,227,2.5,1,1,2,1,0,0,1,0,0.40,0.40,0.79,0.40,0.79,Matches,d4cfc93c
200,Jaden Dixon,eng ENG,DF,Stoke City,17,2007,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,437f821e
201,Elijah Dixon-Bonner,eng ENG,MF,QPR,23,2001,3,0,10,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,931bf61a
202,Lewis Dobbin,eng ENG,FWMF,Norwich City,21,2003,10,8,640,7.1,2,0,2,2,0,0,1,0,0.28,0.00,0.28,0.28,0.28,Matches,e814e1cf
203,Lewis Dobbin,eng ENG,MF,West Brom,21,2003,17,1,340,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e814e1cf
204,Tyrhys Dolan,eng ENG,MF,Blackburn,22,2001,44,40,3175,35.3,7,6,13,6,1,1,12,0,0.20,0.17,0.37,0.17,0.34,Matches,ce967905
205,Alfie Doughty,eng ENG,MF,Luton Town,24,1999,26,25,2037,22.6,1,4,5,1,0,0,5,0,0.04,0.18,0.22,0.04,0.22,Matches,bf33b257
206,Mamadou Doumbia,ml MLI,FW,Watford,18,2006,19,12,968,10.8,2,0,2,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,034084d1
207,Oliver Dovin,se SWE,GK,Coventry City,22,2002,28,28,2467,27.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9f12e0f8
208,Callum Doyle,eng ENG,DF,Norwich City,20,2003,40,38,3440,38.2,1,7,8,1,0,0,11,0,0.03,0.18,0.21,0.03,0.21,Matches,984eb48c
209,Andre Dozzell,eng ENG,MF,Portsmouth,25,1999,39,32,2817,31.3,2,1,3,2,0,0,11,0,0.06,0.03,0.10,0.06,0.10,Matches,8f660142
210,Cody Drameh,eng ENG,DF,Hull City,22,2001,28,17,1649,18.3,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches,e0d1510a
211,Shane Duffy,ie IRL,DF,Norwich City,32,1992,45,45,4040,44.9,4,0,4,4,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches,7314bba4
212,Jimmy Dunne,ie IRL,DF,QPR,26,1997,45,45,4050,45.0,5,2,7,5,0,0,9,0,0.11,0.04,0.16,0.11,0.16,Matches,1fdfd6da
213,Leo Duru,eng ENG,DF,Blackburn,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ca9e1a50
214,Pierre Dwomoh,be BEL,MF,Watford,20,2004,9,6,530,5.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f2de3a43
215,Lyndon Dykes,sct SCO,FWMF,QPR,28,1995,1,0,6,0.1,1,0,1,1,0,0,0,0,15.00,0.00,15.00,15.00,15.00,Matches,cd92357a
216,George Earthy,eng ENG,MFFW,Bristol City,19,2004,37,11,1457,16.2,3,1,4,3,0,0,3,0,0.19,0.06,0.25,0.19,0.25,Matches,123d2733
217,Malcolm Ebiowei,eng ENG,MF,Oxford United,20,2003,4,0,68,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fa9fa773
218,Festy Ebosele,ie IRL,MFDF,Watford,21,2002,18,7,757,8.4,1,1,2,1,0,0,7,0,0.12,0.12,0.24,0.12,0.24,Matches,dbfa4f16
219,Josh Eccles,eng ENG,MF,Coventry City,24,2000,39,25,2340,26.0,3,3,6,3,0,0,6,0,0.12,0.12,0.23,0.12,0.23,Matches,9722d36c
220,George Edmundson,eng ENG,DF,Middlesbrough,26,1997,24,24,2090,23.2,1,0,1,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,Matches,46ff3923
221,Joe Edwards,eng ENG,DF,Plymouth Argyle,33,1990,17,12,1136,12.6,1,1,2,1,0,0,4,1,0.08,0.08,0.16,0.08,0.16,Matches,a04d478f
222,Kyle Edwards,eng ENG,MF,Oxford United,26,1998,7,1,199,2.2,0,1,1,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,Matches,1566e437
223,Marcus Edwards,eng ENG,MF,Burnley,25,1998,14,12,936,10.4,1,1,2,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,Matches,57760e66
224,Ronnie Edwards,eng ENG,DFMF,QPR,21,2003,21,20,1819,20.2,2,0,2,2,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,be90c4b0
225,John Egan,ie IRL,DF,Burnley,31,1992,7,1,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,debe38a0
226,John Egan,ie IRL,DF,Hull City,31,1992,11,8,730,8.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,debe38a0
227,CJ Egan-Riley,eng ENG,DF,Burnley,21,2003,41,40,3601,40.0,1,1,2,1,0,0,7,1,0.02,0.02,0.05,0.02,0.05,Matches,d313e8ff
228,Callum Elder,au AUS,DFMF,Derby County,29,1995,29,24,2149,23.9,0,3,3,0,0,0,8,0,0.00,0.13,0.13,0.00,0.13,Matches,6d53d427
229,Aidomo Emakhu,ie IRL,MF,Millwall,20,2003,25,6,696,7.7,0,2,2,0,0,0,3,1,0.00,0.26,0.26,0.00,0.26,Matches,be7c526f
230,Lukas Engel,dk DEN,DF,Middlesbrough,25,1998,9,4,368,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,aedaf328
231,Niall Ennis,eng ENG,FW,Stoke City,25,1999,9,1,195,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,74cae353
232,Romain Esse,eng ENG,MF,Millwall,19,2005,24,24,2018,22.4,4,1,5,4,0,0,4,0,0.18,0.04,0.22,0.18,0.22,Matches,87189f25
233,Maxime Estève,fr FRA,DF,Burnley,22,2002,46,46,4055,45.1,1,0,1,1,0,0,3,0,0.02,0.00,0.02,0.02,0.02,Matches,1a066e69
234,Oscar Estupiñan,co COL,FW,Hull City,27,1996,2,2,147,1.6,1,0,1,0,1,1,0,0,0.61,0.00,0.61,0.00,0.00,Matches,213ab9bb
235,Ched Evans,wls WAL,FW,Preston,35,1988,8,0,102,1.1,0,2,2,0,0,0,0,0,0.00,1.76,1.76,0.00,1.76,Matches,bb770c52
236,George Evans,eng ENG,GK,Millwall,19,2005,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9fa5c6c5
237,Milan van Ewijk,nl NED,DFMF,Coventry City,23,2000,45,45,4010,44.6,2,2,4,2,0,0,1,0,0.04,0.04,0.09,0.04,0.09,Matches,58448fbb
238,Malachi Fagan-Walcott,eng ENG,DF,Cardiff City,22,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8263d615
239,Akin Famewo,eng ENG,DF,Sheffield Weds,25,1998,13,11,938,10.4,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,9d9a71c1
240,Lamine Fanne,es ESP,MFFW,Luton Town,20,2004,12,6,584,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1f6c538c
241,Jacob Farrell,au AUS,DF,Portsmouth,21,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72e7ceff
242,Christian Fassnacht,ch SUI,FW,Norwich City,30,1993,3,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0aeeed3f
243,Tom Fellows,eng ENG,MF,West Brom,21,2003,45,35,2872,31.9,4,14,18,4,0,0,4,0,0.13,0.44,0.56,0.13,0.56,Matches,2fa188f2
244,Marselino Ferdinan,id IDN,MF,Oxford United,19,2004,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d916ed0
245,Sam Field,eng ENG,MF,QPR,26,1998,35,35,2905,32.3,3,0,3,3,0,0,8,0,0.09,0.00,0.09,0.09,0.09,Matches,bd8a7d05
246,Tegan Finn,,MF,Plymouth Argyle,,,4,1,144,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2172c6c3
247,Junior Firpo,do DOM,DF,Leeds United,27,1996,32,30,2616,29.1,4,10,14,4,0,0,7,0,0.14,0.34,0.48,0.14,0.48,Matches,24f59bb2
248,Will Fish,eng ENG,DF,Cardiff City,21,2003,21,14,1376,15.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,b2ee9d2c
249,Kellen Fisher,eng ENG,DFMF,Norwich City,20,2004,38,34,2692,29.9,0,4,4,0,0,0,10,0,0.00,0.13,0.13,0.00,0.13,Matches,7dc1de91
250,Zian Flemming,nl NED,FW,Burnley,25,1998,35,28,2424,26.9,12,4,16,12,0,0,3,0,0.45,0.15,0.59,0.45,0.59,Matches,b3f36e72
251,Tyrese Fornah,sl SLE,MF,Derby County,24,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,205f2e2a
252,Adam Forshaw,eng ENG,MF,Plymouth Argyle,32,1991,16,7,683,7.6,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,9f1938ab
253,Adam Forshaw,eng ENG,MF,Blackburn,32,1991,16,5,563,6.3,1,0,1,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,9f1938ab
254,Amankwah Forson,gh GHA,MFFW,Norwich City,21,2002,21,8,727,8.1,2,2,4,2,0,0,2,0,0.25,0.25,0.50,0.25,0.50,Matches,bc62d898
255,Marcus Forss,fi FIN,MFFW,Middlesbrough,25,1999,24,6,666,7.4,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,82c215a0
256,Craig Forsyth,sct SCO,DFMF,Derby County,35,1989,39,26,2557,28.4,3,4,7,3,0,0,4,0,0.11,0.14,0.25,0.11,0.25,Matches,6f44cb44
257,Gabriel Forsyth,sct SCO,MF,Norwich City,17,2006,5,2,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,54ba5d19
258,Lyle Foster,za RSA,FWMF,Burnley,23,2000,28,17,1590,17.7,2,5,7,2,0,0,4,0,0.11,0.28,0.40,0.11,0.40,Matches,f84a807c
259,Morgan Fox,wls WAL,DF,QPR,30,1993,26,12,1344,14.9,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,008f854b
260,Gianluca Frabotta,it ITA,DFMF,West Brom,25,1999,6,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d80b1835
261,Gonçalo Franco,pt POR,MF,Swansea City,23,2000,40,39,3141,34.9,2,2,4,2,0,0,6,0,0.06,0.06,0.11,0.06,0.11,Matches,9029d5f2
262,Michael Frey,ch SUI,FW,QPR,30,1994,29,21,1781,19.8,8,1,9,7,1,1,6,0,0.40,0.05,0.45,0.35,0.40,Matches,33182cb8
263,Dael Fry,eng ENG,DF,Middlesbrough,26,1997,21,15,1416,15.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,43e79bbc
264,Mads Frøkjær-Jensen,dk DEN,MFFW,Preston,25,1999,38,27,2362,26.2,2,5,7,2,0,0,8,0,0.08,0.19,0.27,0.08,0.27,Matches,108e44ca
265,Leo Fuhr Hjelde,no NOR,DF,Sunderland,20,2003,15,5,410,4.6,0,1,1,0,0,0,3,0,0.00,0.22,0.22,0.00,0.22,Matches,d102b8a2
266,Jay Fulton,sct SCO,MF,Swansea City,30,1994,31,13,1289,14.3,1,0,1,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches,434ad289
267,Darnell Furlong,eng ENG,DF,West Brom,28,1995,42,42,3706,41.2,1,3,4,1,0,0,8,1,0.02,0.07,0.10,0.02,0.10,Matches,3ec9195b
268,Sam Gallagher,eng ENG,FWMF,Stoke City,28,1995,22,9,1024,11.4,3,1,4,3,0,0,5,0,0.26,0.09,0.35,0.26,0.35,Matches,44361ade
269,Brendan Galloway,zw ZIM,DF,Plymouth Argyle,28,1996,13,11,980,10.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,321506b3
270,Ben Gannon-Doak,sct SCO,MF,Middlesbrough,18,2005,24,21,1778,19.8,3,7,10,3,0,0,7,0,0.15,0.35,0.51,0.15,0.51,Matches,733f1a7d
271,Djeidi Gassama,mr MTN,MF,Sheffield Weds,20,2003,43,36,2975,33.1,7,1,8,7,0,0,4,0,0.21,0.03,0.24,0.21,0.24,Matches,bbdb2789
272,Joe Gelhardt,eng ENG,MFFW,Hull City,22,2002,20,19,1593,17.7,5,0,5,3,2,2,4,0,0.28,0.00,0.28,0.17,0.17,Matches,01962d0d
273,Joe Gelhardt,eng ENG,FWMF,Leeds United,22,2002,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,01962d0d
274,Anwar El Ghazi,nl NED,MFFW,Cardiff City,29,1995,25,14,1175,13.1,3,1,4,3,0,0,0,0,0.23,0.08,0.31,0.23,0.31,Matches,ffa90327
275,Liam Gibbs,eng ENG,MF,Norwich City,21,2002,9,1,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4b6d914
276,Ben Gibson,eng ENG,DF,Stoke City,31,1993,24,22,1946,21.6,3,0,3,3,0,0,6,0,0.14,0.00,0.14,0.14,0.14,Matches,bcfb0142
277,Lewis Gibson,eng ENG,DF,Preston,24,2000,19,19,1634,18.2,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,cdf0f2db
278,Lewis Gibson,eng ENG,DF,Plymouth Argyle,24,2000,18,18,1620,18.0,1,1,2,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,Matches,cdf0f2db
279,Alexander Gilbert,ie IRL,MF,Middlesbrough,22,2001,7,0,77,0.9,1,0,1,1,0,0,0,0,1.17,0.00,1.17,1.17,1.17,Matches,4f4a7bcb
280,Alfie Gilchrist,eng ENG,DF,Sheffield United,20,2003,30,27,2103,23.4,0,2,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,d91f104d
281,Ryan Giles,eng ENG,DF,Middlesbrough,24,2000,12,3,307,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,73b1d65b
282,Ryan Giles,eng ENG,DF,Hull City,24,2000,16,11,904,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,73b1d65b
283,Josh Ginnelly,eng ENG,FWMF,Swansea City,27,1997,3,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c6bc201b
284,Tom Glover,au AUS,GK,Middlesbrough,26,1997,7,6,571,6.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,682573d9
285,Wilfried Gnonto,it ITA,MF,Leeds United,20,2003,43,26,2276,25.3,9,6,15,9,0,0,5,0,0.36,0.24,0.59,0.36,0.59,Matches,75fdd638
286,Lynden Gooch,us USA,DFMF,Stoke City,28,1995,20,12,1038,11.5,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,1ea00b03
287,Tyler Goodrham,eng ENG,MF,Oxford United,20,2003,41,33,3052,33.9,3,6,9,3,0,0,5,0,0.09,0.18,0.27,0.09,0.27,Matches,99b1d596
288,Will Goodwin,eng ENG,FW,Oxford United,22,2002,3,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0e1a0c9e
289,Kaide Gordon,eng ENG,FW,Portsmouth,19,2004,5,0,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,19a9cb70
290,Kaide Gordon,eng ENG,FW,Norwich City,19,2004,10,1,181,2.0,1,0,1,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,Matches,19a9cb70
291,Kenzo Goudmijn,nl NED,MF,Derby County,22,2001,41,29,2321,25.8,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches,94eafdc4
292,Dimitris Goutas,gr GRE,DF,Cardiff City,30,1994,34,33,2919,32.4,1,1,2,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,Matches,56f5e78f
293,Karlan Grant,eng ENG,MFFW,West Brom,26,1997,43,34,2930,32.6,7,2,9,7,0,0,2,0,0.22,0.06,0.28,0.22,0.28,Matches,87f7500e
294,Andre Gray,jm JAM,FW,Plymouth Argyle,33,1991,13,5,550,6.1,3,1,4,3,0,0,1,0,0.49,0.16,0.65,0.49,0.65,Matches,c24dba2a
295,Harry Gray,eng ENG,FW,Leeds United,15,2008,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99965ed0
296,Sam Greenwood,eng ENG,MFFW,Preston,22,2002,38,29,2427,27.0,5,3,8,3,2,2,9,2,0.19,0.11,0.30,0.11,0.22,Matches,f3354c07
297,Joshua Griffiths,eng ENG,GK,West Brom,22,2001,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d6303703
298,Matt Grimes,eng ENG,MF,Coventry City,29,1995,16,15,1366,15.2,2,1,3,2,0,0,4,0,0.13,0.07,0.20,0.13,0.20,Matches,81a487b9
299,Matt Grimes,eng ENG,MF,Swansea City,29,1995,29,29,2610,29.0,2,1,3,1,1,1,4,0,0.07,0.03,0.10,0.03,0.07,Matches,81a487b9
300,Daniel Grimshaw,eng ENG,GK,Plymouth Argyle,26,1998,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5397e7d8
301,Ilia Gruev,bg BUL,MF,Leeds United,24,2000,23,20,1699,18.9,0,2,2,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches,1fc4f3d1
302,Makhtar Gueye,sn SEN,FW,Blackburn,26,1997,44,23,2193,24.4,6,6,12,6,0,0,10,1,0.25,0.25,0.49,0.25,0.49,Matches,92b1763b
303,Josuha Guilavogui,fr FRA,DFMF,Leeds United,33,1990,16,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e6c43eec
304,Angus Gunn,sct SCO,GK,Norwich City,28,1996,35,35,3104,34.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e082af5b
305,Darko Gyabi,eng ENG,MF,Plymouth Argyle,20,2004,43,34,2841,31.6,1,2,3,1,0,0,10,0,0.03,0.06,0.10,0.03,0.10,Matches,56d838f7
306,Hayden Hackney,eng ENG,MF,Middlesbrough,22,2002,43,43,3792,42.1,5,3,8,5,0,0,9,1,0.12,0.07,0.19,0.12,0.19,Matches,ba397562
307,Rami Al Hajj,se SWE,MF,Plymouth Argyle,22,2001,28,18,1374,15.3,3,0,3,3,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,ee21e7b3
308,Ali Al Hamadi,iq IRQ,FW,Stoke City,22,2002,15,11,829,9.2,2,0,2,2,0,0,2,0,0.22,0.00,0.22,0.22,0.22,Matches,8450467d
309,Gustavo Hamer,nl NED,MF,Sheffield United,27,1997,41,36,3124,34.7,9,7,16,9,0,0,13,0,0.26,0.20,0.46,0.26,0.46,Matches,eebacc07
310,Micah Hamilton,eng ENG,MF,Middlesbrough,20,2003,13,2,316,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0b059e15
311,Grant Hanley,sct SCO,DF,Norwich City,32,1991,3,1,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e9254eec
