,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
70,Bachir Belloumi,dz ALG,FWMF,Hull City,22,2002,10,10,815,9.1,2,2,4,2,0,0,1,0,0.22,0.22,0.44,0.22,0.44,Matches,b6cafcad
71,Anis Ben Slimane,tn TUN,MF,Norwich City,23,2001,33,25,2091,23.2,2,2,4,2,0,0,6,0,0.09,0.09,0.17,0.09,0.17,Matches,9ade9ce1
72,Anis Ben Slimane,tn TUN,MF,Sheffield United,23,2001,3,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9ade9ce1
73,Joe Bennett,eng ENG,DF,Oxford United,34,1990,12,8,744,8.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,dc936144
74,Daniel Bennie,au AUS,FW,QPR,18,2006,12,1,216,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e776d457
75,Jóhann Berg Guðmundsson,is ISL,FWMF,Burnley,33,1990,1,0,16,0.2,1,0,1,1,0,0,0,0,5.63,0.00,5.63,5.63,5.63,Matches,f72293fc
76,Di'Shon Bernard,jm JAM,DF,Sheffield Weds,23,2000,27,26,2235,24.8,2,0,2,2,0,0,9,2,0.08,0.00,0.08,0.08,0.08,Matches,c21da05c
77,Kian Best,eng ENG,DF,Preston,18,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,171642db
78,Florian Bianchini,fr FRA,FW,Swansea City,23,2001,36,8,1103,12.3,3,0,3,3,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches,adc58361
79,Jake Bidwell,eng ENG,DFMF,Coventry City,31,1993,29,23,2062,22.9,1,1,2,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,Matches,676b6c9b
80,Luis Binks,eng ENG,DF,Coventry City,22,2001,22,21,1852,20.6,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches,36e88fbc
81,Max Bird,eng ENG,MF,Bristol City,23,2000,46,43,3481,38.7,1,8,9,1,0,0,1,0,0.03,0.21,0.23,0.03,0.23,Matches,46d27ca0
82,Colby Bishop,eng ENG,FW,Portsmouth,27,1996,32,31,2629,29.2,11,3,14,8,3,4,3,0,0.38,0.10,0.48,0.27,0.38,Matches,4a7dee3b
83,Billy Blacker,eng ENG,FW,Sheffield United,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2b08b6e5
84,Corey Blackett-Taylor,eng ENG,MFFW,Derby County,26,1997,12,4,404,4.5,1,0,1,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,28016827
85,Harvey Blair,eng ENG,MF,Portsmouth,20,2003,12,3,294,3.3,1,0,1,1,0,0,3,0,0.31,0.00,0.31,0.31,0.31,Matches,f6c16dd2
86,Malachi Boateng,eng ENG,MF,Plymouth Argyle,22,2002,7,1,198,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3096b0b0
87,Eric Bocat,fr FRA,DF,Stoke City,25,1999,30,23,2041,22.7,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,55b7061a
88,Jayden Bogle,eng ENG,DF,Leeds United,24,2000,44,44,3824,42.5,6,4,10,6,0,0,12,0,0.14,0.09,0.24,0.14,0.24,Matches,ae5019e6
89,Jonathan Bond,eng ENG,GK,Watford,31,1993,9,8,798,8.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c3a86eea
90,Neto Borges,br BRA,DF,Middlesbrough,27,1996,35,34,2891,32.1,1,3,4,1,0,0,4,0,0.03,0.09,0.12,0.03,0.12,Matches,9f936061
91,Raphael Borges Rodrigues,au AUS,MF,Coventry City,20,2003,3,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,76c1ea7c
92,Josh Bowler,eng ENG,MFFW,Preston,25,1999,10,6,456,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ea39a081
93,Josh Bowler,eng ENG,MF,Luton Town,25,1999,8,0,150,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ea39a081
94,Sonny Bradley,eng ENG,DF,Derby County,32,1991,7,3,303,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,94ffccb3
95,Tom Bradshaw,wls WAL,FW,Oxford United,32,1992,11,4,359,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a9d071f8
96,Tom Bradshaw,wls WAL,FW,Millwall,32,1992,11,4,450,5.0,1,0,1,0,1,1,0,0,0.20,0.00,0.20,0.00,0.00,Matches,a9d071f8
97,Robbie Brady,ie IRL,MF,Preston,32,1992,29,17,1638,18.2,0,4,4,0,0,0,8,0,0.00,0.22,0.22,0.00,0.22,Matches,96bb8cc2
98,Cohen Bramall,eng ENG,DF,Portsmouth,28,1996,12,4,460,5.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,6cb7f041
99,Cameron Brannagan,eng ENG,MF,Oxford United,28,1996,33,33,2900,32.2,3,4,7,3,0,0,10,0,0.09,0.12,0.22,0.09,0.22,Matches,9220e731
100,Ben Brereton Díaz,cl CHI,MF,Sheffield United,25,1999,17,13,984,10.9,4,3,7,4,0,0,4,0,0.37,0.27,0.64,0.37,0.64,Matches,57827369
101,Rhian Brewster,eng ENG,MFFW,Sheffield United,24,2000,36,16,1558,17.3,4,3,7,4,0,0,2,0,0.23,0.17,0.40,0.23,0.40,Matches,30e81a88
102,Callum Brittain,eng ENG,DF,Blackburn,26,1998,33,30,2659,29.5,2,5,7,2,0,0,5,0,0.07,0.17,0.24,0.07,0.24,Matches,95869fab
103,Andre Brooks,jm JAM,MF,Sheffield United,20,2003,22,10,951,10.6,3,2,5,3,0,0,3,0,0.28,0.19,0.47,0.28,0.47,Matches,5f346071
104,Ciaron Brown,nir NIR,DF,Oxford United,26,1998,41,41,3611,40.1,4,3,7,4,0,0,6,0,0.10,0.07,0.17,0.10,0.17,Matches,57a2071c
105,Dajaune Brown,jm JAM,FW,Derby County,18,2005,15,3,387,4.3,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,b4d24801
106,Jacob Brown,sct SCO,MFFW,Luton Town,26,1998,29,11,1217,13.5,4,1,5,4,0,0,4,0,0.30,0.07,0.37,0.30,0.37,Matches,ca18c8f1
107,Alan Browne,ie IRL,MFDF,Sunderland,29,1995,22,13,1212,13.5,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,25dea15a
108,Josh Brownhill,eng ENG,MF,Burnley,28,1995,42,39,3474,38.6,18,6,24,15,3,3,5,0,0.47,0.16,0.62,0.39,0.54,Matches,47369df8
109,Joe Bryan,eng ENG,DF,Millwall,30,1993,39,37,3275,36.4,1,1,2,1,0,0,8,0,0.03,0.03,0.05,0.03,0.05,Matches,af69e7f0
110,Solomon Brynn,eng ENG,GK,Middlesbrough,23,2000,6,6,509,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8056f069
111,John Buckley,eng ENG,MF,Blackburn,24,1999,23,8,855,9.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,b3ac41b5
112,Mustapha Bundu,sl SLE,FWMF,Plymouth Argyle,27,1997,37,27,2302,25.6,10,6,16,10,0,0,4,0,0.39,0.23,0.63,0.39,0.63,Matches,9d50bfd3
113,Wouter Burger,nl NED,MF,Stoke City,23,2001,39,37,3002,33.4,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,Matches,fc571dff
114,Delano Burgzorg,sr SUR,MF,Middlesbrough,25,1998,42,23,2187,24.3,5,2,7,4,1,1,2,0,0.21,0.08,0.29,0.16,0.25,Matches,05e2d5ea
115,Reece Burke,eng ENG,DFMF,Luton Town,27,1996,17,10,852,9.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,a681b7b7
116,Finley Burns,eng ENG,DFMF,Hull City,21,2003,9,4,311,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bebe4df1
117,Harrison Burrows,eng ENG,DF,Sheffield United,22,2002,43,39,3460,38.4,5,3,8,3,2,2,2,0,0.13,0.08,0.21,0.08,0.16,Matches,316a084b
118,Mason Burstow,eng ENG,FWMF,Hull City,20,2003,31,8,953,10.6,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,Matches,dab84ad2
119,Sam Byram,eng ENG,DF,Leeds United,30,1993,36,16,1409,15.7,1,1,2,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,Matches,1bf811d4
120,Ben Cabango,wls WAL,DF,Swansea City,24,2000,45,45,4032,44.8,2,1,3,2,0,0,9,0,0.04,0.02,0.07,0.04,0.07,Matches,70723cac
121,Tyrese Campbell,eng ENG,FW,Sheffield United,24,1999,33,20,1580,17.6,10,1,11,10,0,0,2,0,0.57,0.06,0.63,0.57,0.63,Matches,38aefb74
122,Tom Cannon,ie IRL,FW,Stoke City,21,2002,22,22,1857,20.6,9,1,10,6,3,4,3,0,0.44,0.05,0.48,0.29,0.34,Matches,4506aec5
123,Tom Cannon,ie IRL,FW,Sheffield United,21,2002,15,7,682,7.6,1,1,2,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,Matches,4506aec5
124,Todd Cantwell,eng ENG,MF,Blackburn,26,1998,37,27,2479,27.5,3,7,10,1,2,2,6,0,0.11,0.25,0.36,0.04,0.29,Matches,f63d8a4b
125,Theo Carroll,eng ENG,MF,Preston,17,2007,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3ab9ab98
126,Hayden Carter,eng ENG,DF,Blackburn,24,1999,16,16,1363,15.1,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches,40f85b8f
127,Eiran Cashin,ie IRL,DF,Derby County,22,2001,21,21,1786,19.8,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,f557c3b8
128,Žan Celar,si SVN,FW,QPR,25,1999,19,10,944,10.5,2,0,2,2,0,1,1,0,0.19,0.00,0.19,0.19,0.19,Matches,868c6958
129,Ilias Chair,ma MAR,MFFW,QPR,26,1997,28,20,1698,18.9,2,6,8,2,0,0,2,0,0.11,0.32,0.42,0.11,0.42,Matches,ad7873cb
130,Giorgi Chakvetadze,ge GEO,MFFW,Watford,24,1999,39,37,3281,36.5,2,6,8,2,0,0,6,0,0.05,0.16,0.22,0.05,0.22,Matches,76864df8
131,Nathaniel Chalobah,eng ENG,MF,Sheffield Weds,29,1994,16,4,444,4.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,422862ea
132,Calum Chambers,eng ENG,DFMF,Cardiff City,29,1995,41,41,3513,39.0,2,1,3,2,0,0,8,1,0.05,0.03,0.08,0.05,0.08,Matches,dc6f5bdd
133,Samuel Chambers,eng ENG,MF,Leeds United,16,2007,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30b33655
134,Pierce Charles,nir NIR,GK,Sheffield Weds,19,2005,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cd1f3385
135,Shea Charles,nir NIR,MF,Sheffield Weds,20,2003,43,42,3631,40.3,1,5,6,1,0,0,10,0,0.02,0.12,0.15,0.02,0.15,Matches,5cc3ce65
136,Tawanda Chirewa,zw ZIM,MF,Derby County,20,2003,5,1,151,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,34721c11
137,Tahith Chong,cw CUW,MFFW,Luton Town,24,1999,30,24,2026,22.5,2,1,3,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,Matches,2696b6a9
138,Hamza Choudhury,bd BAN,MFDF,Sheffield United,26,1997,16,13,1105,12.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7d2d3329
139,Benjamin Chrisene,eng ENG,DF,Norwich City,20,2004,26,12,1150,12.8,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,b17008fc
140,Cyrus Christie,ie IRL,DF,Swansea City,31,1992,11,2,282,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7eb67dad
141,Dennis Cirkin,lv LVA,DF,Sunderland,22,2002,36,30,2740,30.4,3,2,5,3,0,0,6,0,0.10,0.07,0.16,0.10,0.16,Matches,307ea3b6
142,Ibrahim Cissoko,nl NED,MF,Sheffield Weds,21,2003,5,0,56,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,abddf25d
143,Ibrahim Cissoko,nl NED,MF,Plymouth Argyle,21,2003,13,9,661,7.3,3,1,4,3,0,0,2,1,0.41,0.14,0.54,0.41,0.54,Matches,abddf25d
144,Jordan Clark,eng ENG,MF,Luton Town,30,1993,40,37,3235,35.9,6,6,12,6,0,0,10,0,0.17,0.17,0.33,0.17,0.33,Matches,7c5fa6cf
145,Harry Clarke,eng ENG,DF,Sheffield United,23,2001,6,6,472,5.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,a64f2573
146,Jack Clarke,eng ENG,MF,Sunderland,23,2000,2,2,179,2.0,1,1,2,1,0,0,0,0,0.50,0.50,1.01,0.50,1.01,Matches,e16932d8
147,Matthew Clarke,eng ENG,DF,Middlesbrough,27,1996,14,12,1112,12.4,2,0,2,2,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches,8ea2227a
148,Matthew Clarke,eng ENG,DF,Derby County,27,1996,16,15,1366,15.2,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,8ea2227a
149,Jake Clarke-Salter,eng ENG,DF,QPR,26,1997,11,8,753,8.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0df092d3
150,Josh Coburn,eng ENG,FW,Middlesbrough,21,2002,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cdb3f59c
151,Josh Coburn,eng ENG,FW,Millwall,21,2002,20,14,1218,13.5,5,0,5,5,0,1,0,0,0.37,0.00,0.37,0.37,0.37,Matches,cdb3f59c
152,Jack Colback,eng ENG,MF,QPR,34,1989,24,16,1449,16.1,1,1,2,1,0,0,8,1,0.06,0.06,0.12,0.06,0.12,Matches,963a9201
153,Devante Cole,eng ENG,FW,West Brom,29,1995,14,0,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5736378a
154,Bradley Collins,eng ENG,GK,Coventry City,27,1997,15,14,1313,14.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f679abe1
