,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
479,Braian Samudio,py PAR,FWMF,Antalyaspor,28,1995,35,28,2349,26.1,7,1,8,5,2,2,2,0,0.27,0.04,0.31,0.19,0.23,Matches,8da9409e
480,Davinson Sánchez,co COL,DF,Galatasaray,28,1996,31,31,2704,30.0,3,1,4,3,0,0,7,0,0.10,0.03,0.13,0.10,0.13,Matches,da7b447d
481,Nazim Sangaré,tr TUR,MFDF,Göztepe,30,1994,20,7,765,8.5,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches,3efaa30d
482,Juan Santos,br BRA,FW,Göztepe,22,2002,26,21,1648,18.3,7,3,10,7,0,1,1,0,0.38,0.16,0.55,0.38,0.55,Matches,ad89aa96
483,Gabriel Sara,br BRA,MF,Galatasaray,25,1999,31,28,2352,26.1,2,8,10,2,0,0,4,0,0.08,0.31,0.38,0.08,0.38,Matches,135d500d
484,Veysel Sarı,tr TUR,DF,Antalyaspor,36,1988,32,32,2842,31.6,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches,494d18b6
485,Yusuf Sari,tr TUR,MFFW,Başakşehir,25,1998,17,13,1084,12.0,4,3,7,4,0,0,1,0,0.33,0.25,0.58,0.33,0.58,Matches,a2da58b1
486,Yusuf Sari,tr TUR,MF,Adana Dem.,25,1998,13,10,934,10.4,0,1,1,0,0,2,1,0,0.00,0.10,0.10,0.00,0.10,Matches,a2da58b1
487,Talha Sarıarslan,tr TUR,FW,Kayserispor,20,2004,16,1,273,3.0,2,1,3,2,0,0,0,0,0.66,0.33,0.99,0.66,0.99,Matches,8bfbbfb2
488,Demir Sarıcalı,,GK,Hatayspor,19,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e7cd8150
489,Baran Sarka,,MF,Hatayspor,23,2001,3,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,762f0f14
490,Ali Şaşal Vural,tr TUR,GK,Sivasspor,34,1990,26,25,2295,25.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,cead8fc6
491,Ľubomír Šatka,sk SVK,DF,Samsunspor,28,1995,31,31,2741,30.5,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,d665d581
492,Stefan Savić,me MNE,DF,Trabzonspor,33,1991,13,11,840,9.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f6ac68c1
493,Gökhan Sazdağı,tr TUR,DF,Kayserispor,29,1994,30,30,2615,29.1,0,4,4,0,0,0,10,2,0.00,0.14,0.14,0.00,0.14,Matches,01fed96a
494,Kingsley Schindler,gh GHA,MF,Samsunspor,31,1993,35,17,1629,18.1,2,1,3,2,0,0,1,0,0.11,0.06,0.17,0.11,0.17,Matches,bd527260
495,Taulant Seferi,al ALB,MFFW,BB Bodrumspor,27,1996,30,22,1973,21.9,3,1,4,3,0,1,5,1,0.14,0.05,0.18,0.14,0.18,Matches,fdd6cad9
496,Mehmet Şeker,,MF,Sivasspor,18,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fa68a5b4
497,Cenk Şen,tr TUR,DF,BB Bodrumspor,23,2000,32,29,2518,28.0,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches,98787b0d
498,Muhammed Şengezer,tr TUR,GK,Başakşehir,27,1997,34,34,3060,34.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,fa71b998
499,Cemalil Sertel,tr TUR,DF,Hatayspor,24,2000,31,28,2386,26.5,2,0,2,2,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches,b0cc02e2
500,Yusuf Sertkaya,tr TUR,MF,BB Bodrumspor,18,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d021bc2e
501,Svit Sešlar,si SVN,MF,Eyüpspor,22,2002,2,0,22,0.2,0,1,1,0,0,0,1,0,0.00,4.09,4.09,0.00,4.09,Matches,db23db2e
502,Florent Shehu,ch SUI,FW,Adana Dem.,22,2002,5,0,49,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f2601cd1
503,Jonjo Shelvey,eng ENG,MF,Eyüpspor,32,1992,6,2,204,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3727dd3c
504,Danylo Sikan,ua UKR,MFFW,Trabzonspor,23,2001,14,9,776,8.6,3,1,4,3,0,0,1,0,0.35,0.12,0.46,0.35,0.46,Matches,03998238
505,Rafa Silva,pt POR,MFFW,Beşiktaş,31,1993,35,35,3081,34.2,12,5,17,12,0,0,5,0,0.35,0.15,0.50,0.35,0.50,Matches,70cf63ca
506,Veljko Simić,rs SRB,MFFW,Sivasspor,29,1995,15,7,653,7.3,1,0,1,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches,0acf0e1c
507,Guilherme Sityá,pt POR,DF,Konyaspor,34,1990,34,34,2999,33.3,0,8,8,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches,8377c51d
508,Milan Škriniar,sk SVK,DF,Fenerbahçe,29,1995,16,16,1440,16.0,3,0,3,3,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,30f5ffa9
509,Isaac Solet,cf CTA,MF,Göztepe,23,2001,11,11,750,8.3,2,1,3,2,0,0,4,0,0.24,0.12,0.36,0.24,0.36,Matches,94bf5c1e
510,Noah Sonko Sundberg,gm GAM,DF,Sivasspor,28,1996,26,24,2184,24.3,2,1,3,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12,Matches,f18c0f1f
511,Deian Sorescu,ro ROU,MFDF,Gaziantep,26,1997,34,31,2755,30.6,5,6,11,4,1,1,6,0,0.16,0.20,0.36,0.13,0.33,Matches,15e1f59b
512,Ali Sowe,gm GAM,FW,Rizespor,30,1994,36,34,2978,33.1,19,2,21,19,0,1,3,0,0.57,0.06,0.63,0.57,0.63,Matches,84e5adcd
513,Furkan Soyalp,tr TUR,MF,Gaziantep,29,1995,18,5,555,6.2,2,1,3,2,0,0,2,0,0.32,0.16,0.49,0.32,0.49,Matches,d740fd7c
514,Çağlar Söyüncü,tr TUR,DF,Fenerbahçe,28,1996,25,19,1600,17.8,1,1,2,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,Matches,21166ff4
515,Andraž Šporar,si SVN,FW,Alanyaspor,30,1994,10,7,693,7.7,3,0,3,2,1,1,0,0,0.39,0.00,0.39,0.26,0.26,Matches,878f0921
516,Taras Stepanenko,ua UKR,MF,Eyüpspor,34,1989,7,4,370,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ee3519f5
517,Carlos Strandberg,se SWE,FWMF,Hatayspor,28,1996,27,14,1278,14.2,4,0,4,3,1,1,0,1,0.28,0.00,0.28,0.21,0.21,Matches,8c70d3ee
518,Sander van de Streek,nl NED,MFFW,Antalyaspor,31,1993,31,23,1987,22.1,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,Matches,9afce63a
519,Jonas Svensson,no NOR,DF,Beşiktaş,31,1993,31,31,2722,30.2,0,2,2,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches,deb20131
520,Sebastian Szymański,pl POL,MF,Fenerbahçe,25,1999,35,26,2298,25.5,3,5,8,3,0,0,4,0,0.12,0.20,0.31,0.12,0.31,Matches,bb718263
521,Patryk Szysz,pl POL,FW,Başakşehir,26,1998,3,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a55550eb
522,Jakub Słowik,pl POL,GK,Konyaspor,32,1991,24,24,2160,24.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,b0c1bea5
523,Dušan Tadić,rs SRB,MF,Fenerbahçe,35,1988,35,28,2485,27.6,11,13,24,8,3,3,2,0,0.40,0.47,0.87,0.29,0.76,Matches,2475dcc6
524,Muhammet Taha Şahin,,DF,Rizespor,23,2000,35,35,2992,33.2,0,8,8,0,0,0,6,0,0.00,0.24,0.24,0.00,0.24,Matches,a73db1eb
525,Muhammet Taha Tepe,tr TUR,GK,Trabzonspor,23,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,31139973
526,Flavien Tait,fr FRA,MF,Samsunspor,31,1993,10,3,330,3.7,1,1,2,1,0,0,1,0,0.27,0.27,0.55,0.27,0.55,Matches,a0f9b535
527,Tayyib Talha Sanuç,tr TUR,DF,Beşiktaş,24,1999,15,7,540,6.0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,Matches,7d4f9ee6
528,Talisca,br BRA,FWMF,Fenerbahçe,30,1994,16,12,1023,11.4,9,1,10,5,4,4,3,0,0.79,0.09,0.88,0.44,0.53,Matches,5c4f4e43
529,Haluk Tan,tr TUR,DF,Samsunspor,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1675a04d
530,Ali Tarkan,,MF,Samsunspor,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,659d95ac
531,Çağan Taş,,MF,Gaziantep,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f2b4424b
532,Muhammet Taşçı,tr TUR,MFFW,Konyaspor,22,2002,13,5,535,5.9,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches,db71e6f3
533,Emre Taşdemir,tr TUR,DFMF,Gaziantep,28,1995,15,6,611,6.8,1,1,2,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches,895a2119
534,Ilter Tashkin,az AZE,MF,Eyüpspor,30,1994,6,3,298,3.3,0,1,1,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,Matches,5eea0a9e
535,Ertuğrul Taşkıran,tr TUR,GK,Alanyaspor,34,1989,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,cf8c553e
536,Selimcan Temel,,MFDF,Hatayspor,24,2000,10,2,207,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d890e9bd
537,Serkan Terzi,tr TUR,DF,Beşiktaş,20,2004,4,2,215,2.4,0,1,1,0,0,0,1,0,0.00,0.42,0.42,0.00,0.42,Matches,7dcbd768
538,David Tijanić,si SVN,MF,Göztepe,27,1997,33,22,1853,20.6,5,9,14,5,0,0,1,0,0.24,0.44,0.68,0.24,0.68,Matches,6acda5fe
539,Dorukhan Toköz,tr TUR,DFMF,Eyüpspor,28,1996,18,5,506,5.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,c9bdb329
540,Emir Topçu,tr TUR,DF,Beşiktaş,23,2000,28,20,1818,20.2,1,0,1,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,Matches,1828145a
541,Berkay Topdemir,,FW,Antalyaspor,17,2007,2,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,db6b97c5
542,Lucas Torreira,uy URU,MF,Galatasaray,28,1996,32,32,2752,30.6,4,5,9,4,0,0,4,0,0.13,0.16,0.29,0.13,0.29,Matches,52611641
543,Cenk Tosun,tr TUR,FWMF,Fenerbahçe,33,1991,12,0,143,1.6,1,0,1,1,0,0,0,0,0.63,0.00,0.63,0.63,0.63,Matches,9a104dee
544,Andros Townsend,eng ENG,MFFW,Antalyaspor,33,1991,18,6,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b28bbd58
545,Umut Toy,,DF,Alanyaspor,20,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bb69a2a9
546,Trézéguet,eg EGY,MF,Trabzonspor,29,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3ae14ed1
547,Ozan Tufan,tr TUR,MF,Trabzonspor,29,1995,30,19,1704,18.9,4,2,6,4,0,0,3,0,0.21,0.11,0.32,0.21,0.32,Matches,17d45fb2
548,Gökdeniz Tunç,,DF,Adana Dem.,17,2006,1,1,60,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8c8fa12a
549,Bekír Turaç Böke,,MFFW,Sivasspor,25,1999,29,8,979,10.9,4,1,5,4,0,0,1,0,0.37,0.09,0.46,0.37,0.46,Matches,a1320d78
550,Aziz Turgʻunboyev,uz UZB,MFDF,Sivasspor,29,1994,21,12,1206,13.4,0,3,3,0,0,0,4,0,0.00,0.22,0.22,0.00,0.22,Matches,bb0b6856
551,Hüseyin Türkmen,tr TUR,DF,Trabzonspor,26,1998,5,4,308,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3fa66cb2
552,Deniz Turuc,tr TUR,MFFW,Başakşehir,31,1993,34,26,2252,25.0,5,7,12,5,0,0,9,1,0.20,0.28,0.48,0.20,0.48,Matches,ed140063
553,Salih Uçan,tr TUR,MF,Beşiktaş,30,1994,17,6,493,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fe154b26
554,Hwang Ui-jo,kr KOR,FWMF,Alanyaspor,31,1992,30,16,1465,16.3,7,1,8,7,0,0,5,0,0.43,0.06,0.49,0.43,0.49,Matches,a2d873dd
555,Oğulcan Ülgün,tr TUR,MFDF,Konyaspor,26,1998,29,17,1553,17.3,2,3,5,2,0,0,9,1,0.12,0.17,0.29,0.12,0.29,Matches,4a083f3f
556,Cengiz Ünder,tr TUR,FWMF,Fenerbahçe,27,1997,3,0,33,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1880614f
557,Arda Ünyay,tr TUR,DF,Galatasaray,17,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59207a20
558,Abdurrahman Üresin,,MF,Konyaspor,20,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ef0b278a
559,Arda Usluoğlu,tr TUR,FW,Alanyaspor,17,2006,7,1,103,1.1,1,0,1,1,0,0,0,0,0.87,0.00,0.87,0.87,0.87,Matches,1fe13b98
560,Necip Uysal,tr TUR,DFMF,Beşiktaş,33,1991,3,0,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f7af524
561,Anthony Uzodimma,ng NGA,DF,Kayserispor,25,1999,2,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1454b40e
562,Emre Uzun,tr TUR,MF,Antalyaspor,19,2005,5,1,85,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bb420280
563,Emrecan Uzunhan,,DF,Antalyaspor,23,2001,8,4,275,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,01f42327
564,Dal Varesanovic,ba BIH,MF,Rizespor,23,2001,32,26,2004,22.3,3,1,4,3,0,0,7,1,0.13,0.04,0.18,0.13,0.18,Matches,361b24bb
565,Rúben Vezo,pt POR,DF,Eyüpspor,30,1994,26,18,1705,18.9,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,c67cd65c
566,Bruno Viana,br BRA,DF,Gaziantep,29,1995,28,27,2359,26.2,0,1,1,0,0,0,9,3,0.00,0.04,0.04,0.00,0.04,Matches,c5ea2dab
567,Tonny Vilhena,nl NED,MF,Alanyaspor,29,1995,14,10,946,10.5,2,1,3,2,0,0,2,0,0.19,0.10,0.29,0.19,0.29,Matches,c7069d87
568,Edin Višća,ba BIH,MF,Trabzonspor,34,1990,30,25,2141,23.8,4,6,10,4,0,0,2,1,0.17,0.25,0.42,0.17,0.42,Matches,da1185fc
569,Güray Vural,tr TUR,DFMF,Antalyaspor,36,1988,28,28,2395,26.6,0,1,1,0,0,0,4,1,0.00,0.04,0.04,0.00,0.04,Matches,26b3d752
570,Cláudio Winck,br BRA,DF,Kasımpaşa,30,1994,29,27,2330,25.9,3,9,12,3,0,0,8,0,0.12,0.35,0.46,0.12,0.46,Matches,a71dc814
571,Robin Yalçın,de GER,DF,Eyüpspor,30,1994,31,31,2732,30.4,1,1,2,1,0,0,10,1,0.03,0.03,0.07,0.03,0.07,Matches,829ae874
572,Samet Yalçın,,MF,BB Bodrumspor,30,1994,12,6,464,5.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,4f90f562
573,Mert Yandaş,tr TUR,MF,Fenerbahçe,29,1994,13,3,270,3.0,0,2,2,0,0,0,3,0,0.00,0.67,0.67,0.00,0.67,Matches,6510079f
574,Karahan Yasir Subaşı,tr TUR,MFDF,Konyaspor,28,1996,5,2,258,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d05b527e
575,Zeki Yavru,tr TUR,DF,Samsunspor,32,1991,35,35,2882,32.0,2,7,9,2,0,0,8,0,0.06,0.22,0.28,0.06,0.28,Matches,bf95671d
576,Batuhan Yavuz,tr TUR,DF,Alanyaspor,19,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ae4c1bbe
577,Demir Yavuz,,MF,Adana Dem.,17,2006,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a294bd5a
578,Ali Yavuz Kol,tr TUR,MF,Adana Dem.,23,2001,28,23,1704,18.9,1,5,6,1,0,0,3,0,0.05,0.26,0.32,0.05,0.32,Matches,a0f96745
579,Uğurcan Yazgılı,tr TUR,DF,Konyaspor,25,1999,29,22,1945,21.6,1,1,2,1,0,0,3,0,0.05,0.05,0.09,0.05,0.09,Matches,0caa0427
580,Erdoğan Yeşilyurt,,DFMF,Antalyaspor,30,1993,11,9,944,10.5,0,4,4,0,0,0,3,0,0.00,0.38,0.38,0.00,0.38,Matches,5136940a
581,Abdullah Yiğiter,,GK,Antalyaspor,24,2000,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a0771e14
582,Özkan Yiğiter,,DF,Sivasspor,24,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cfc582f9
583,Engin Yıldırım,tr TUR,FW,Trabzonspor,19,2005,6,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3af55cb3
584,Ali Yıldız,,MF,Hatayspor,17,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4f88be13
585,Berk Yıldızlı,,FW,Kasımpaşa,19,2005,4,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,500fd7eb
586,Ahmet Yilmaz,,MF,Adana Dem.,18,2006,2,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9b2de46f
587,Ali Yılmaz,tr TUR,DF,Trabzonspor,20,2004,6,2,149,1.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,50601649
588,Kartal Yılmaz,tr TUR,MF,Kayserispor,23,2000,33,32,2810,31.2,3,6,9,2,1,1,10,0,0.10,0.19,0.29,0.06,0.26,Matches,7e763ddc
589,Mert Yilmaz,tr TUR,DF,Antalyaspor,25,1999,19,11,981,10.9,0,2,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,5d5b3efa
590,Recep Yılmaz,tr TUR,DF,Hatayspor,28,1995,28,18,1697,18.9,1,0,1,1,0,0,10,0,0.05,0.00,0.05,0.05,0.05,Matches,4295453f
591,Okay Yokuşlu,tr TUR,MFDF,Trabzonspor,30,1994,23,20,1653,18.4,1,1,2,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11,Matches,e49ce451
592,İsmail Yüksek,tr TUR,MF,Fenerbahçe,25,1999,20,13,999,11.1,0,1,1,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches,6c5af908
593,Celil Yüksel,tr TUR,MF,Samsunspor,26,1998,20,10,1012,11.2,0,1,1,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches,064b336e
594,Baktiyor Zainutdinov,kz KAZ,DF,Beşiktaş,26,1998,9,3,347,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b8441408
595,Altin Zeqiri,xk KVX,MF,Rizespor,24,2000,27,12,1292,14.4,3,3,6,3,0,0,2,0,0.21,0.21,0.42,0.21,0.42,Matches,314898fd
596,Hakim Ziyech,ma MAR,MF,Galatasaray,31,1993,5,1,150,1.7,0,1,1,0,0,0,1,0,0.00,0.60,0.60,0.00,0.60,Matches,6622454d
597,İsmail Zobu,,MF,Hatayspor,17,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7ca1abe6
598,Oleksandr Zubkov,ua UKR,MF,Trabzonspor,27,1996,15,11,938,10.4,6,3,9,6,0,0,3,0,0.58,0.29,0.86,0.58,0.86,Matches,adfbe1f5
