,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
424,Clément Michelin,fr FRA,DF,Racing Sant,27,1997,31,27,2153,23.9,2,1,3,2,0,0,5,0,0.08,0.04,0.13,0.08,0.13,Matches,cb9ec45d
425,Javier Mier,es ESP,MF,Huesca,25,1999,21,6,743,8.3,1,0,1,1,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches,0370609a
426,Florian Miguel,fr FRA,DF,Burgos,27,1996,39,38,3175,35.3,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches,b66d1d8a
427,Jon Mikel Magunagoitia,es ESP,GK,Eibar,23,2000,32,32,2880,32.0,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,Matches,41417804
428,Álex Millán,es ESP,FW,Cartagena,24,1999,19,13,1118,12.4,6,0,6,5,1,2,0,0,0.48,0.00,0.48,0.40,0.40,Matches,29ad0dd4
429,Marko Milovanović,rs SRB,FW,Almería,20,2003,16,0,161,1.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1fda2b14
430,Fernando Mimbacas,uy URU,FW,Burgos,22,2002,4,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a64ed0c0
431,Mini,es ESP,MF,Cartagena,25,1999,35,24,2202,24.5,1,0,1,1,0,0,11,0,0.04,0.00,0.04,0.04,0.04,Matches,5296b908
432,Ignasi Miquel,es ESP,DF,Levante,31,1992,9,8,700,7.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,174f09a6
433,Ignasi Miquel,es ESP,DF,Granada,31,1992,7,6,543,6.0,0,1,1,0,0,0,5,1,0.00,0.17,0.17,0.00,0.17,Matches,174f09a6
434,Manu Molina,es ESP,MF,Málaga,32,1991,38,32,2787,31.0,1,2,3,1,0,0,8,0,0.03,0.06,0.10,0.03,0.10,Matches,4a541583
435,Nacho Monsalve,es ESP,DF,Eldense,30,1994,17,10,913,10.1,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,8246c61e
436,Nélson Monte,pt POR,DF,Málaga,29,1995,33,33,2953,32.8,3,0,3,3,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches,8923dfec
437,Javi Montero,es ESP,DF,Racing Sant,25,1999,25,25,2161,24.0,1,1,2,1,0,0,5,1,0.04,0.04,0.08,0.04,0.08,Matches,3e96f3e7
438,César Montes,mx MEX,DF,Almería,27,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28e957d7
439,Cris Montes,es ESP,MF,Eldense,26,1997,9,2,273,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99620d8e
440,Iván Morante,es ESP,MF,Burgos,23,2001,34,22,2046,22.7,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches,f1019e8a
441,Jon Morcillo,es ESP,MF,Albacete,25,1998,39,29,2566,28.5,8,6,14,6,2,3,3,0,0.28,0.21,0.49,0.21,0.42,Matches,b7d7f3bf
442,Javier Moreno,es ESP,DF,Albacete,24,2000,4,1,183,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6f6719d8
443,Jorge Moreno,es ESP,DF,Cartagena,23,2001,23,21,1890,21.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,1f875ef8
444,Marcos Moreno,es ESP,FW,Albacete,20,2004,9,0,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5b17d06e
445,Marlos Moreno,co COL,MF,Tenerife,27,1996,23,4,644,7.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8499c713
446,Pol Moreno,es ESP,DF,Racing Sant,30,1994,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c96ad71d
447,Toni Moya,es ESP,MF,Zaragoza,26,1998,36,19,1906,21.2,0,6,6,0,0,0,7,0,0.00,0.28,0.28,0.00,0.28,Matches,9e098912
448,Sebas Moyano,es ESP,MF,Oviedo,27,1997,36,14,1335,14.8,0,5,5,0,0,0,3,0,0.00,0.34,0.34,0.00,0.34,Matches,8c87339e
449,Moyita,es ESP,MF,Castellón,31,1992,29,20,1756,19.5,2,1,3,2,0,0,5,0,0.10,0.05,0.15,0.10,0.15,Matches,2937e493
450,Joaquín Muñoz,es ESP,MFFW,Huesca,25,1999,35,18,1680,18.7,7,3,10,7,0,0,5,0,0.37,0.16,0.54,0.37,0.54,Matches,e9fbcc21
451,Alejandro Muñoz Langreo,es ESP,MF,Albacete,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9e248a20
452,Luis Muñoz,es ESP,MFFW,Cartagena,27,1997,20,14,1235,13.7,3,2,5,1,2,2,4,0,0.22,0.15,0.36,0.07,0.22,Matches,8cfd90fe
453,Diego Murillo,es ESP,DF,Málaga,23,2001,10,9,776,8.6,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,a57a55dd
454,Damián Musto,ar ARG,MF,Cartagena,37,1987,25,24,1887,21.0,0,0,0,0,0,0,13,1,0.00,0.00,0.00,0.00,0.00,Matches,74e0a984
455,Francisco Mwepu,zm ZAM,FW,Cádiz,24,2000,9,1,205,2.3,1,0,1,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches,dfe5caa2
456,Oscar Naasei Oppong,gh GHA,DF,Granada,19,2005,6,3,318,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c905ce2e
457,Nacho,es ESP,MFDF,Racing Ferrol,31,1993,28,13,1317,14.6,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,0c78c871
458,Nacho,es ESP,DF,Cartagena,35,1989,14,14,1125,12.5,2,3,5,2,0,0,5,0,0.16,0.24,0.40,0.16,0.40,Matches,e29d1111
459,Tomeu Nadal,es ESP,GK,Tenerife,35,1989,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,37452c75
460,Naldo,br BRA,DF,Racing Ferrol,35,1988,32,31,2766,30.7,0,1,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,Matches,a2609621
461,Marcos Navarro,es ESP,DF,Levante,20,2004,10,9,707,7.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,cacfc380
462,Raúl Navarro,es ESP,MF,Burgos,30,1994,7,4,306,3.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,51e6bc67
463,Ximo Navarro,es ESP,DF,Dep. La Coruña,34,1990,30,29,2447,27.2,4,2,6,4,0,0,4,1,0.15,0.07,0.22,0.15,0.22,Matches,8db394aa
464,Carlos Neva,es ESP,DFMF,Granada,28,1996,19,18,1500,16.7,1,1,2,1,0,0,3,1,0.06,0.06,0.12,0.06,0.12,Matches,8d47bb39
465,Albert Niculaesei,ro ROU,DF,Elche,16,2008,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,220d9a50
466,Carlos Nieto,es ESP,MF,Zaragoza,28,1996,3,1,77,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,91738147
467,Fernando Niño,es ESP,FW,Burgos,23,2000,41,25,2345,26.1,10,2,12,10,0,0,8,0,0.38,0.08,0.46,0.38,0.46,Matches,81d5c497
468,Peru Nolaskoain,es ESP,MF,Eibar,25,1998,36,27,2396,26.6,2,0,2,2,0,0,8,0,0.08,0.00,0.08,0.08,0.08,Matches,857cb4f3
469,Georges Nsukula Mazeya,fr FRA,FW,Burgos,21,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,956ef98d
470,Álvaro Núñez,es ESP,DFMF,Elche,24,2000,37,33,2990,33.2,2,6,8,2,0,0,4,0,0.06,0.18,0.24,0.06,0.24,Matches,b7b6ff9b
471,Rafael Nuñez,do DOM,MF,Elche,22,2002,8,2,247,2.7,1,0,1,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,Matches,4a763ba9
472,Rafael Nuñez,do DOM,MFFW,Cartagena,22,2002,14,6,616,6.8,1,1,2,1,0,0,0,0,0.15,0.15,0.29,0.15,0.29,Matches,4a763ba9
473,Kenneth Obinna Mamah,ng NGA,MFFW,Castellón,26,1998,24,22,1895,21.1,4,1,5,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24,Matches,6e047492
474,Nikolay Obolsky,ru RUS,FW,Córdoba,27,1997,33,10,1071,11.9,3,3,6,3,0,0,2,0,0.25,0.25,0.50,0.25,0.50,Matches,696b0f1e
475,Rafel Obrador,es ESP,DF,Dep. La Coruña,20,2004,33,24,2171,24.1,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,949c3655
476,Brian Ocampo,uy URU,MFFW,Cádiz,25,1999,34,22,1809,20.1,1,3,4,1,0,0,8,1,0.05,0.15,0.20,0.05,0.20,Matches,2e3995cd
477,Aarón Ochoa,ie IRL,MFFW,Málaga,17,2007,26,8,1012,11.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,679b9236
478,Sixtus Ogbuehi,ng NGA,FW,Eldense,21,2003,6,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3d034807
479,Dani Ojeda,es ESP,MF,Burgos,29,1994,36,20,1526,17.0,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches,375a669e
480,Raúl Ojeda,es ESP,FW,Huesca,19,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f861a4d2
481,Lander Olaetxea,es ESP,MFDF,Sporting Gijón,31,1993,36,35,3071,34.1,2,1,3,2,0,0,8,0,0.06,0.03,0.09,0.06,0.09,Matches,df80c321
482,Kiko Olivas,es ESP,DF,Cartagena,35,1988,28,27,2380,26.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,72b07a9c
483,Javier Ontiveros,es ESP,MFFW,Cádiz,26,1997,35,28,2452,27.2,10,6,16,10,0,1,9,1,0.37,0.22,0.59,0.37,0.59,Matches,a83d8b0c
484,Pedro Ortiz,es ESP,MF,Córdoba,23,2000,18,11,992,11.0,4,1,5,4,0,0,3,0,0.36,0.09,0.45,0.36,0.45,Matches,f9358b61
485,Alfredo Ortuño,es ESP,FW,Cartagena,33,1991,35,10,1111,12.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b5077003
486,Juanto Ortuño,es ESP,FW,Eldense,32,1992,35,14,1516,16.8,8,0,8,6,2,3,2,1,0.47,0.00,0.47,0.36,0.36,Matches,78cd5130
487,Sergio Ortuño,es ESP,MF,Eldense,25,1999,39,39,3266,36.3,3,2,5,3,0,0,6,1,0.08,0.06,0.14,0.08,0.14,Matches,6b992837
488,Alex Oyon,es ESP,FW,Sporting Gijón,21,2003,4,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a0411928
489,Antonio Pacheco,es ESP,MF,Albacete,22,2002,31,18,1690,18.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,fdbe95bc
490,Jorge Padilla,es ESP,FW,Tenerife,23,2001,6,1,145,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4c7d4bb
491,Gabriel Palmero,my MAS,DF,Tenerife,22,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f7e2871f
492,Diego Pampín,es ESP,DF,Levante,24,2000,35,33,3006,33.4,1,2,3,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,Matches,c748a0b2
493,Joaquín Panichelli,ar ARG,FW,Mirandés,21,2002,40,40,3457,38.4,20,4,24,17,3,4,4,0,0.52,0.10,0.62,0.44,0.55,Matches,ae14af56
494,Victor Parada,es ESP,DF,Mirandés,22,2002,34,19,1822,20.2,0,1,1,0,0,0,8,1,0.00,0.05,0.05,0.00,0.05,Matches,8ca358c5
495,Raúl Parra,es ESP,DF,Eldense,24,1999,12,4,400,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,647d39d2
496,Germán Parreño,es ESP,GK,Dep. La Coruña,31,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1561cd53
497,Pascu,es ESP,MFFW,Eibar,21,2003,40,23,1975,21.9,5,2,7,5,0,0,4,0,0.23,0.09,0.32,0.23,0.32,Matches,a2d9cf74
498,Hugo Pascual,es ESP,DF,Burgos,18,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,15553291
499,Alex Pastor,es ESP,DF,Málaga,24,1999,31,27,2312,25.7,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,Matches,2bf90480
500,Alfonso Pastor,es ESP,GK,Levante,23,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,14e05913
501,Gonzalo Pastor,es ESP,MFFW,Castellón,18,2006,15,5,650,7.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a1935e34
502,Charlie Patino,eng ENG,MF,Dep. La Coruña,20,2003,7,3,295,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e71aac2c
503,Paulino,es ESP,MFFW,Oviedo,27,1997,25,4,626,7.0,1,1,2,1,0,0,3,0,0.14,0.14,0.29,0.14,0.29,Matches,f20fce1b
504,Pejiño,es ESP,MFFW,Elche,28,1996,12,3,424,4.7,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches,8c4e56cb
505,Héber Pena,es ESP,MF,Racing Ferrol,34,1990,18,14,1129,12.5,0,1,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches,a229c6e7
506,Pepín,gq EQG,MF,Cartagena,27,1996,13,9,648,7.2,1,0,1,1,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,7afb1573
507,Luis Perea,es ESP,MF,Racing Ferrol,26,1997,16,11,776,8.6,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,8dc6dbb3
508,Adrián Pereda,es ESP,GK,Huesca,21,2003,3,1,181,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7db7e7d6
509,Adri Pérez,es ESP,DF,Tenerife,21,2003,2,1,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c7fcb18f
510,Javi Pérez,es ESP,MF,Huesca,28,1995,21,16,1324,14.7,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches,703962e1
511,Juan Pérez,es ESP,GK,Huesca,28,1996,9,9,738,8.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,8f29e08b
512,Lucas Pérez,es ESP,FWMF,Dep. La Coruña,35,1988,19,18,1629,18.1,4,4,8,4,0,0,5,0,0.22,0.22,0.44,0.22,0.44,Matches,a300ac7e
513,Marko Perović,me MNE,MF,Almería,18,2006,6,0,54,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,36bac79c
514,Alex Petxa,es ESP,DF,Dep. La Coruña,27,1997,27,17,1506,16.7,0,2,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches,97d08e60
515,Matías Pezzolesi,ar ARG,DF,Tenerife,21,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1aea8b86
516,Piña,es ESP,DF,Eldense,29,1994,31,31,2764,30.7,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches,bf02db92
517,Hugo Pinilla,es ESP,MF,Zaragoza,18,2006,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78cfb00c
518,Pipa,es ESP,DF,Burgos,26,1998,26,13,1214,13.5,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,10f1cd17
519,Óscar Plano,es ESP,FWMF,Elche,33,1991,29,16,1345,14.9,3,1,4,3,0,0,1,1,0.20,0.07,0.27,0.20,0.27,Matches,7c388b20
520,Carlos Pomares Rayo,es ESP,DF,Oviedo,31,1992,26,18,1660,18.4,0,2,2,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches,43742e87
521,Francisco Portillo,es ESP,MF,Oviedo,34,1990,22,11,1025,11.4,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches,8e010ff4
522,Sergio Postigo,es ESP,DF,Mirandés,35,1988,12,7,675,7.5,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,474ecac8
523,Gaëtan Poussin,fr FRA,GK,Zaragoza,25,1999,33,32,2915,32.4,1,0,1,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches,c252c705
524,Alejandro Pozo Pozo,es ESP,DFMF,Almería,25,1999,30,15,1584,17.6,2,1,3,2,0,0,3,0,0.11,0.06,0.17,0.11,0.17,Matches,3c16d927
525,Marc Pubill,es ESP,DF,Almería,21,2003,36,31,2819,31.3,1,4,5,1,0,0,6,0,0.03,0.13,0.16,0.03,0.16,Matches,365113c0
526,Antonio Puertas,es ESP,MFFW,Eibar,32,1992,41,29,2549,28.3,5,5,10,5,0,0,6,0,0.18,0.18,0.35,0.18,0.35,Matches,c77a8043
527,Puga,es ESP,DF,Málaga,23,2000,31,24,2184,24.3,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,38daeede
528,Arnau Puigmal,es ESP,MF,Almería,23,2001,39,16,1518,16.9,3,5,8,3,0,0,3,0,0.18,0.30,0.47,0.18,0.47,Matches,39352da2
529,Jorge Pulido,es ESP,DF,Huesca,33,1991,36,36,3181,35.3,2,1,3,2,0,0,12,2,0.06,0.03,0.08,0.06,0.08,Matches,978cd030
530,Ruben Pulido Peñas,es ESP,DF,Huesca,23,2000,23,18,1492,16.6,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches,957251b2
531,Iker Punzano,es ESP,MF,Castellón,20,2004,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e23d7f98
532,Aleksa Puric,rs SRB,DF,Racing Ferrol,21,2003,37,35,3012,33.5,1,0,1,1,0,0,14,2,0.03,0.00,0.03,0.03,0.03,Matches,307f40f1
533,Dani Queipo,es ESP,FWMF,Sporting Gijón,22,2002,28,13,1192,13.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,1b2f8c73
534,Alberto Quiles,es ESP,FWMF,Albacete,29,1995,23,19,1727,19.2,6,2,8,4,2,4,2,0,0.31,0.10,0.42,0.21,0.31,Matches,25233d1b
535,Nacho Quintana,es ESP,FWMF,Eldense,23,2001,38,26,2292,25.5,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches,8e613398
536,Rubén Quintanilla,es ESP,MF,Burgos,22,2002,8,3,336,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f456b86
537,Rubén Quintanilla,es ESP,MF,Almería,22,2002,4,1,96,1.1,0,1,1,0,0,0,1,0,0.00,0.94,0.94,0.00,0.94,Matches,2f456b86
538,Aleksandar Radovanović,rs SRB,DF,Almería,30,1993,18,14,1143,12.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,09507ffa
539,Yanis Rahmani,fr FRA,MFFW,Málaga,29,1995,23,7,668,7.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f807f8b3
540,Hugo Rama,es ESP,MF,Dep. La Coruña,27,1996,15,1,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f907df5b
541,Largie Ramazani,be BEL,MF,Almería,23,2001,1,1,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches,cc9256ef
542,Chris Ramos,es ESP,FW,Cádiz,27,1997,37,24,2227,24.7,10,1,11,9,1,1,1,0,0.40,0.04,0.44,0.36,0.40,Matches,44e07fac
543,Elba Rashani,xk KVX,MF,Elche,31,1993,11,2,324,3.6,3,0,3,3,0,0,2,1,0.83,0.00,0.83,0.83,0.83,Matches,25749008
544,Abde Rebbach,dz ALG,MFFW,Granada,25,1998,19,18,1274,14.2,3,2,5,3,0,0,3,0,0.21,0.14,0.35,0.21,0.35,Matches,9a796115
545,Iker Recio,es ESP,DF,Cádiz,23,2001,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,84b7090a
546,Alberto Reina,es ESP,MF,Mirandés,26,1997,41,40,3337,37.1,5,4,9,5,0,0,3,0,0.13,0.11,0.24,0.13,0.24,Matches,dede3190
547,Reinier,br BRA,FWMF,Granada,22,2002,24,14,1275,14.2,1,4,5,1,0,0,3,0,0.07,0.28,0.35,0.07,0.35,Matches,6b21b7b5
548,Oriol Rey,es ESP,MF,Levante,26,1998,39,37,3231,35.9,0,3,3,0,0,0,10,0,0.00,0.08,0.08,0.00,0.08,Matches,e8a0d2f7
549,Jhafets Reyes,ec ECU,GK,Cartagena,17,2006,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b78d5131
550,Nico Ribaudo,es ESP,MF,Almería,23,2001,38,27,2274,25.3,7,4,11,7,0,0,4,1,0.28,0.16,0.44,0.28,0.44,Matches,ce8039aa
551,Hugo Rincón,es ESP,DFMF,Mirandés,21,2003,39,37,3287,36.5,2,4,6,2,0,0,8,0,0.05,0.11,0.16,0.05,0.16,Matches,99d98362
552,Rober,es ESP,DF,Sporting Gijón,29,1995,34,31,2673,29.7,2,0,2,2,0,0,7,1,0.07,0.00,0.07,0.07,0.07,Matches,c00097d2
553,Lucas Robertone,ar ARG,MF,Almería,27,1997,23,13,1217,13.5,1,4,5,1,0,0,4,0,0.07,0.30,0.37,0.07,0.37,Matches,a8981944
554,Joel Roca,es ESP,FWMF,Mirandés,19,2005,38,17,1735,19.3,6,3,9,6,0,0,4,0,0.31,0.16,0.47,0.31,0.47,Matches,5f21b94c
555,Sergio Rodelas,es ESP,MF,Granada,19,2004,16,4,524,5.8,1,3,4,1,0,0,2,0,0.17,0.52,0.69,0.17,0.69,Matches,2c9e6bc3
556,Álvaro Rodríguez,es ESP,DF,Albacete,30,1994,26,15,1322,14.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,fe73c4e1
557,Ángel Rodríguez,es ESP,FW,Tenerife,37,1987,25,12,973,10.8,1,0,1,1,0,1,1,0,0.09,0.00,0.09,0.09,0.09,Matches,8cfc2f69
558,David Rodríguez,es ESP,DF,Tenerife,24,2000,37,25,2347,26.1,1,0,1,1,0,0,11,0,0.04,0.00,0.04,0.04,0.04,Matches,f0cde899
559,Pablo Rodríguez,es ESP,MF,Racing Sant,22,2001,34,29,1807,20.1,7,3,10,7,0,0,6,0,0.35,0.15,0.50,0.35,0.50,Matches,1d4e63b6
560,Rafa Rodríguez,es ESP,MF,Málaga,21,2003,6,0,61,0.7,2,0,2,2,0,0,0,0,2.95,0.00,2.95,2.95,2.95,Matches,3b7abbd3
561,Riki Rodríguez,es ESP,MF,Albacete,26,1997,36,32,2857,31.7,1,2,3,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,Matches,4a75b7ee
562,Genaro Rodríguez Serrano,es ESP,MFDF,Córdoba,26,1998,21,8,743,8.3,0,1,1,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,Matches,505d9778
563,Thomas Rodríguez,cl CHI,MF,Burgos,28,1996,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c969e4b4
564,Luis Roldán,es ESP,MF,Elche,21,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c340d20f
565,Pocho Román,it ITA,MF,Cartagena,20,2004,19,3,567,6.3,2,0,2,2,0,0,3,0,0.32,0.00,0.32,0.32,0.32,Matches,23a250d1
566,San Román,es ESP,GK,Elche,27,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f08ccd2d
567,Iván Romero,es ESP,FW,Levante,23,2001,35,19,1865,20.7,9,4,13,7,2,2,1,0,0.43,0.19,0.63,0.34,0.53,Matches,2fbe6af0
568,Unai Ropero,es ESP,FW,Eldense,22,2001,15,2,267,3.0,1,0,1,1,0,0,3,0,0.34,0.00,0.34,0.34,0.34,Matches,7868c973
569,Guillermo Rosas,es ESP,DF,Sporting Gijón,24,2000,39,34,3054,33.9,2,3,5,2,0,0,9,0,0.06,0.09,0.15,0.06,0.15,Matches,21d5cdc4
570,Rubén,es ESP,DF,Granada,23,2001,32,22,1978,22.0,1,1,2,1,0,0,2,1,0.05,0.05,0.09,0.05,0.09,Matches,35d4f151
571,Waldo Rubio,es ESP,MF,Tenerife,28,1995,35,31,2299,25.5,2,4,6,2,0,0,3,1,0.08,0.16,0.23,0.08,0.23,Matches,ccaa5728
572,Javi Rueda,es ESP,DF,Albacete,22,2002,31,25,2168,24.1,4,1,5,4,0,0,7,0,0.17,0.04,0.21,0.17,0.21,Matches,9ace87ba
573,Isma Ruiz,es ESP,MF,Córdoba,23,2001,35,35,2949,32.8,2,0,2,2,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches,6e36226f
574,Jesús Ruiz,es ESP,GK,Racing Ferrol,27,1997,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e999605d
575,Salva Ruiz,es ESP,DF,Castellón,29,1995,20,10,1032,11.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e36f9794
576,Sergio Ruiz,es ESP,MF,Granada,29,1994,36,28,2455,27.3,0,6,6,0,0,0,5,0,0.00,0.22,0.22,0.00,0.22,Matches,1f423a54
577,Francisco Sabina,es ESP,FW,Tenerife,20,2003,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7371b7fe
578,Pablo Saenz,es ESP,MFFW,Granada,23,2001,21,7,727,8.1,0,2,2,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches,2f9ef1a8
579,Pablo Saenz,es ESP,MF,Albacete,23,2001,16,10,929,10.3,5,1,6,5,0,0,1,0,0.48,0.10,0.58,0.48,0.58,Matches,2f9ef1a8
580,Íñigo Sainz-Maza,es ESP,MF,Racing Sant,26,1998,9,1,248,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7bbacdc4
581,Álex Sala,es ESP,MF,Córdoba,23,2001,37,32,2622,29.1,5,5,10,4,1,1,11,0,0.17,0.17,0.34,0.14,0.31,Matches,93551864
