,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
67,Oliver Braude,no NOR,DF,Heerenveen,20,2004,33,31,2607,29.0,0,2,2,0,0,0,10,0,0.00,0.07,0.07,0.00,0.07,Matches,409ccdb7
68,Myron van Brederode,nl NED,MF,AZ Alkmaar,21,2003,3,2,171,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,485fbd1a
69,Michael Bresser,nl NED,DF,PSV,17,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c1e96bcc
70,Jakob Breum,dk DEN,MF,Go Ahead Eagles,20,2003,26,23,2059,22.9,10,5,15,10,0,0,4,0,0.44,0.22,0.66,0.44,0.66,Matches,1cdb21b9
71,Brian Brobbey,nl NED,FW,Ajax,22,2002,30,22,1555,17.3,4,3,7,4,0,0,6,0,0.23,0.17,0.41,0.23,0.41,Matches,4c184730
72,Michael Brouwer,nl NED,GK,Utrecht,31,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4f521fcf
73,Luuk Brouwers,nl NED,MF,Heerenveen,26,1998,24,23,1908,21.2,3,2,5,3,0,0,5,0,0.14,0.09,0.24,0.14,0.24,Matches,82306565
74,Jordy Bruijn,nl NED,MF,Heracles Almelo,28,1996,9,3,307,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8f9efeef
75,Max Bruns,nl NED,DF,Twente,21,2002,23,19,1635,18.2,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,ff9eae4d
76,Thomas Bruns,nl NED,MF,Heracles Almelo,32,1992,22,14,1155,12.8,3,2,5,3,0,0,5,0,0.23,0.16,0.39,0.23,0.39,Matches,16952f65
77,Charles-Andréas Brym,ca CAN,FW,Sparta R.,25,1998,12,2,308,3.4,0,1,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,Matches,be76f15c
78,Charles-Andréas Brym,ca CAN,FW,Almere City,25,1998,17,16,1289,14.3,3,2,5,3,0,0,1,0,0.21,0.14,0.35,0.21,0.35,Matches,be76f15c
79,Hugo Bueno,es ESP,DF,Feyenoord,21,2002,20,14,1197,13.3,0,3,3,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches,bfc3b3a0
80,Thomas Buitink,nl NED,FW,Zwolle,24,2000,13,2,246,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9d4af9d
81,Ezequiel Bullaude,ar ARG,MFFW,Fortuna Sittard,23,2000,28,25,2058,22.9,6,1,7,5,1,2,2,0,0.26,0.04,0.31,0.22,0.26,Matches,e0b5ac38
82,Abdurrahman Burak Sayın,,MF,Fortuna Sittard,,,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,41f7a9a7
83,Maxime Busi,be BEL,DF,NAC Breda,24,1999,13,9,862,9.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b082ec2
84,Zico Buurmeester,nl NED,MF,AZ Alkmaar,22,2002,27,12,1195,13.3,4,1,5,4,0,0,0,0,0.30,0.08,0.38,0.30,0.38,Matches,62766c3f
85,Àlex Carbonell,es ESP,MF,Almere City,26,1997,11,0,238,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,aad99f27
86,Juan Carlos Familia,do DOM,DFMF,RKC Waalwijk,24,2000,24,18,1535,17.1,0,3,3,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches,c7ff30a3
87,Julián Carranza,ar ARG,FW,Feyenoord,24,2000,21,9,822,9.1,4,1,5,4,0,0,1,0,0.44,0.11,0.55,0.44,0.55,Matches,3e9ae1db
88,Stephano Carrillo,mx MEX,FW,Feyenoord,18,2006,3,0,52,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6ff8f046
89,Yoann Cathline,fr FRA,MF,Utrecht,22,2002,25,23,1945,21.6,6,5,11,6,0,0,1,0,0.28,0.23,0.51,0.28,0.51,Matches,4db5915d
90,Kayky Chagas,br BRA,MF,Sparta R.,21,2003,6,2,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,17734ea0
91,Jordy Clasie,nl NED,MF,AZ Alkmaar,33,1991,23,20,1820,20.2,0,2,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,31c01b85
92,Pelle Clement,nl NED,MF,Sparta R.,28,1996,32,20,1674,18.6,2,4,6,2,0,0,6,0,0.11,0.22,0.32,0.11,0.32,Matches,f7226e46
93,Denilho Cleonise,nl NED,MF,RKC Waalwijk,22,2001,25,10,1102,12.2,1,2,3,1,0,0,1,0,0.08,0.16,0.25,0.08,0.25,Matches,91c9de34
94,Amara Conde,de GER,MF,Heerenveen,27,1997,15,8,734,8.2,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,40a3402f
95,Vito van Crooij,nl NED,MFFW,NEC Nijmegen,28,1996,25,22,1889,21.0,9,6,15,8,1,1,7,1,0.43,0.29,0.71,0.38,0.67,Matches,4b8b9e6c
96,Alessio da Cruz,cv CPV,FWMF,Fortuna Sittard,27,1997,18,13,1185,13.2,4,1,5,4,0,0,5,0,0.30,0.08,0.38,0.30,0.38,Matches,b6667741
97,Ro-Zangelo Daal,nl NED,MF,AZ Alkmaar,20,2004,3,1,71,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3e4b25f3
98,Jasper Dahlhaus,nl NED,DFMF,Fortuna Sittard,22,2001,31,19,1761,19.6,2,2,4,2,0,0,4,0,0.10,0.10,0.20,0.10,0.20,Matches,e228eac9
99,Matteo Dams,be BEL,DF,PSV,20,2004,15,11,916,10.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,20002a46
100,Damil Dankerlui,sr SUR,DFFW,Almere City,27,1996,8,0,174,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,95646f9b
101,Argyris Darelas,gr GRE,MF,NEC Nijmegen,20,2003,5,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,87dbbfd7
102,Jari De Busser,be BEL,GK,Go Ahead Eagles,24,1999,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aaa13f87
103,Brian De Keersmaecker,be BEL,MF,Heracles Almelo,24,2000,31,31,2722,30.2,5,3,8,2,3,3,3,1,0.17,0.10,0.26,0.07,0.17,Matches,40d2f0cb
104,Mats Deijl,nl NED,DF,Go Ahead Eagles,27,1997,34,34,3060,34.0,4,1,5,2,2,2,2,0,0.12,0.03,0.15,0.06,0.09,Matches,709e48d4
105,Maxim Dekker,nl NED,DF,AZ Alkmaar,20,2004,11,7,589,6.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,17d0d996
106,Logan Delaurier-Chaubet,fr FRA,MFFW,Almere City,22,2002,12,6,556,6.2,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,de871220
107,Branco van den Boomen,nl NED,MF,Ajax,29,1995,12,7,631,7.0,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99d660b2
108,Damian van der Haar,nl NED,DF,Zwolle,20,2004,29,22,1833,20.4,2,2,4,2,0,0,1,0,0.10,0.10,0.20,0.10,0.20,Matches,fb0346ad
109,Mickey van der Hart,nl NED,GK,Heerenveen,30,1994,19,18,1695,18.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1184dd60
110,Mike van der Hoorn,nl NED,DF,Utrecht,31,1992,31,30,2554,28.4,3,2,5,3,0,0,6,0,0.11,0.07,0.18,0.11,0.18,Matches,25f50295
111,Djevencio van der Kust,sr SUR,DF,Sparta R.,23,2001,13,10,923,10.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,e276e3e6
112,Richard van der Venne,nl NED,MF,RKC Waalwijk,32,1992,17,8,734,8.2,4,1,5,4,0,0,3,0,0.49,0.12,0.61,0.49,0.61,Matches,623e6a05
113,Silvester van der Water,nl NED,MFFW,RKC Waalwijk,27,1996,17,9,626,7.0,3,0,3,3,0,0,0,0,0.43,0.00,0.43,0.43,0.43,Matches,5d83500d
114,David van der Werff,nl NED,MF,Groningen,19,2004,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6944029c
115,Anthony Descotte,be BEL,FWMF,Utrecht,20,2003,9,5,398,4.4,2,0,2,1,1,1,0,0,0.45,0.00,0.45,0.23,0.23,Matches,0e67374f
116,Sergiño Dest,us USA,DF,PSV,23,2000,7,4,376,4.2,0,1,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,Matches,5976f83e
117,Matisse Didden,be BEL,DF,Utrecht,22,2001,16,4,518,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cbca9383
118,Thomas Didillon,fr FRA,GK,Willem II,28,1995,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a3d524cb
119,Mitchell Dijks,nl NED,DF,Fortuna Sittard,31,1993,25,20,1694,18.8,0,3,3,0,0,0,3,1,0.00,0.16,0.16,0.00,0.16,Matches,0a3065c8
120,Elijah Dijkstra,nl NED,DF,AZ Alkmaar,17,2006,2,1,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8123650b
121,Julius Dirksen,nl NED,DF,Go Ahead Eagles,21,2003,6,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6802abb5
122,Nick Doodeman,nl NED,MFDF,Willem II,27,1996,26,20,1453,16.1,0,3,3,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches,e8a20073
123,Couhaib Driouech,ma MAR,FWMF,PSV,22,2002,15,0,273,3.0,2,1,3,2,0,0,0,0,0.66,0.33,0.99,0.66,0.99,Matches,66a2a495
124,Joel Drommel,nl NED,GK,PSV,27,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,510c6a3f
125,Laros Duarte,cv CPV,MF,Groningen,27,1997,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4af3d3c8
126,Oliver Edvardsen,no NOR,MF,Ajax,25,1999,11,1,290,3.2,4,0,4,4,0,0,1,0,1.24,0.00,1.24,1.24,1.24,Matches,b54b05e2
127,Oliver Edvardsen,no NOR,MF,Go Ahead Eagles,25,1999,14,10,888,9.9,8,3,11,8,0,0,1,0,0.81,0.30,1.11,0.81,1.11,Matches,b54b05e2
128,Victor Edvardsen,se SWE,FWMF,Go Ahead Eagles,28,1996,34,32,2740,30.4,8,6,14,8,0,0,4,0,0.26,0.20,0.46,0.26,0.46,Matches,817f3a14
129,Espen van Ee,nl NED,MF,Heerenveen,21,2003,32,24,2236,24.8,1,2,3,1,0,0,5,0,0.04,0.08,0.12,0.04,0.12,Matches,ad1a8248
130,Mike Eerdhuijzen,nl NED,DF,Sparta R.,24,2000,32,32,2803,31.1,1,0,1,1,0,0,7,1,0.03,0.00,0.03,0.03,0.03,Matches,7c0ade01
131,Roshon van Eijma,cw CUW,DF,RKC Waalwijk,26,1998,24,22,1818,20.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,130368de
132,Carel Eiting,nl NED,MF,Twente,26,1998,16,6,589,6.5,2,0,2,2,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matches,a1c5b23e
133,Carel Eiting,nl NED,MF,Sparta R.,26,1998,12,11,882,9.8,1,3,4,1,0,0,0,0,0.10,0.31,0.41,0.10,0.41,Matches,a1c5b23e
134,Hjalmar Ekdal,se SWE,DF,Groningen,25,1998,14,14,1240,13.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3d554589
135,Úmaro Embaló,pt POR,MF,Fortuna Sittard,23,2001,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cddafc92
136,Noam Emeran,fr FRA,MF,Groningen,21,2002,4,0,87,1.0,1,0,1,1,0,0,0,0,1.03,0.00,1.03,1.03,1.03,Matches,6e83c3f0
137,Mario Engels,de GER,MFFW,Heracles Almelo,30,1993,31,23,2170,24.1,4,4,8,4,0,0,2,0,0.17,0.17,0.33,0.17,0.33,Matches,123de70e
138,Alonzo Engwanda,be BEL,MF,Utrecht,21,2003,21,15,1270,14.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5ddb99b5
139,Ante Erceg,hr CRO,FW,Fortuna Sittard,34,1989,14,2,287,3.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2922a92a
140,Luca Everink,nl NED,DF,Go Ahead Eagles,23,2001,4,1,112,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b5e490d3
141,Kevin Felida,cw CUW,MF,RKC Waalwijk,24,1999,9,5,428,4.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,20f6dec7
142,Saná Fernandes,pt POR,FWMF,NAC Breda,18,2006,15,4,497,5.5,1,0,1,1,0,0,1,1,0.18,0.00,0.18,0.18,0.18,Matches,f1253f46
143,Nick Fichtinger,nl NED,MF,Zwolle,20,2004,22,8,853,9.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,7a09122b
144,Kolbeinn Finnsson,is ISL,DFMF,Utrecht,24,1999,5,0,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,499f3876
145,Kian Fitz-Jim,nl NED,MF,Ajax,21,2003,27,12,1233,13.7,2,1,3,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,Matches,d4c6ba22
146,Ryan Flamingo,nl NED,DF,PSV,21,2002,34,33,2939,32.7,0,2,2,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,1787acb3
147,Sherel Floranus,cw CUW,DF,Zwolle,25,1998,22,21,1758,19.5,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,5ad49fbb
148,Sherel Floranus,cw CUW,DF,Almere City,25,1998,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5ad49fbb
149,Carlos Forbs,pt POR,FWMF,Ajax,20,2004,1,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8a310070
150,Ryan Fosso,ch SUI,MF,Fortuna Sittard,22,2002,30,30,2551,28.3,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,Matches,85adeca6
151,Oscar Fraulo,dk DEN,MFFW,Utrecht,20,2003,27,19,1711,19.0,3,3,6,3,0,0,3,0,0.16,0.16,0.32,0.16,0.32,Matches,458e3479
152,Anton Gaaei,dk DEN,DFMF,Ajax,21,2002,25,19,1781,19.8,3,4,7,3,0,0,5,1,0.15,0.20,0.35,0.15,0.35,Matches,6f7d7bc2
153,Matt Garbett,nz NZL,MFFW,NAC Breda,22,2002,12,8,580,6.4,1,0,1,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches,dece7370
154,Anselmo García MacNulty,ie IRL,DF,Zwolle,21,2003,34,34,3060,34.0,1,0,1,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches,d65be685
155,Stijn van Gassel,nl NED,GK,NEC Nijmegen,27,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,af72ff2d
156,Lutsharel Geertruida,nl NED,DF,Feyenoord,24,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,242e1043
157,Liam van Gelderen,sr SUR,DF,RKC Waalwijk,23,2001,32,29,2697,30.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,b4a3e50f
158,Djomar Giersthove,nl NED,DF,Feyenoord,19,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ecf0da2e
159,Teun Gijselhart,nl NED,MF,Zwolle,19,2005,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,70ad5f19
160,Santiago Giménez,mx MEX,FW,Feyenoord,23,2001,11,10,765,8.5,7,1,8,5,2,2,1,0,0.82,0.12,0.94,0.59,0.71,Matches,37337aea
161,Mika Godts,be BEL,FW,Ajax,19,2005,29,20,1643,18.3,4,2,6,4,0,0,2,0,0.22,0.11,0.33,0.22,0.33,Matches,da84230f
162,Wouter Goes,nl NED,DF,AZ Alkmaar,20,2004,26,23,2052,22.8,1,3,4,1,0,0,8,1,0.04,0.13,0.18,0.04,0.18,Matches,a65fd9ac
163,Facundo González,uy URU,DF,Feyenoord,21,2003,6,0,85,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5674bd8d
164,Roberto González,es ESP,MF,NEC Nijmegen,23,2001,17,12,985,10.9,2,1,3,2,0,0,1,0,0.18,0.09,0.27,0.18,0.27,Matches,56545648
165,Tristan Gooijer,nl NED,DF,Zwolle,19,2004,1,1,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,13b736e9
166,Marvin da Graça,lu LUX,DF,Almere City,29,1995,12,8,795,8.8,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,dc6fde5e
167,Simon Graves Jensen,dk DEN,DF,Zwolle,25,1999,27,27,2314,25.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b1027206
168,Leo Greiml,at AUT,DF,NAC Breda,23,2001,29,29,2586,28.7,2,0,2,2,0,0,11,2,0.07,0.00,0.07,0.07,0.07,Matches,f9dfb7ae
169,Dario Grujcic,at AUT,DF,Fortuna Sittard,25,1999,14,2,276,3.1,0,1,1,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,Matches,e3ee46ae
170,Baptiste Guillaume,be BEL,FW,Almere City,29,1995,18,5,438,4.9,1,0,1,1,0,0,0,1,0.21,0.00,0.21,0.21,0.21,Matches,9453d2f4
171,Eser Gürbüz,nl NED,FWMF,Heerenveen,17,2007,11,2,310,3.4,2,1,3,2,0,0,0,0,0.58,0.29,0.87,0.58,0.87,Matches,2e5f2707
172,Rodrigo Guth,br BRA,DF,Fortuna Sittard,23,2000,31,31,2744,30.5,3,0,3,3,0,0,5,1,0.10,0.00,0.10,0.10,0.10,Matches,cb1916e0
173,Jonathan de Guzmán,nl NED,MF,Sparta R.,36,1987,2,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1bcca8b8
174,Anis Hadj Moussa,dz ALG,MFFW,Feyenoord,22,2002,30,22,1969,21.9,8,3,11,8,0,0,4,0,0.37,0.14,0.50,0.37,0.50,Matches,7bc7eef2
175,Alen Halilović,hr CRO,MFFW,Fortuna Sittard,28,1996,27,23,1770,19.7,2,3,5,2,0,1,2,0,0.10,0.15,0.25,0.10,0.25,Matches,a6b9bd00
176,Denzel Hall,nl NED,DF,Heerenveen,23,2001,18,5,564,6.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,99cad471
177,Sébastien Haller,ci CIV,FW,Utrecht,30,1994,16,15,1269,14.1,4,1,5,4,0,0,0,0,0.28,0.07,0.35,0.28,0.35,Matches,ba115a40
178,Dávid Hancko,sk SVK,DF,Feyenoord,26,1997,32,32,2880,32.0,3,1,4,3,0,0,5,0,0.09,0.03,0.12,0.09,0.12,Matches,4fac8f81
179,Kornelius Hansen,no NOR,MFFW,Almere City,23,2001,33,20,1888,21.0,2,2,4,2,0,0,0,0,0.10,0.10,0.19,0.10,0.19,Matches,a7273643
180,Sontje Hansen,cw CUW,MFFW,NEC Nijmegen,22,2002,31,23,1872,20.8,6,4,10,6,0,0,3,0,0.29,0.19,0.48,0.29,0.48,Matches,70bad10b
181,Quilindschy Hartman,nl NED,DF,Feyenoord,22,2001,12,8,645,7.2,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches,39e1138f
182,Jorrel Hato,nl NED,DF,Ajax,18,2006,31,30,2588,28.8,2,6,8,2,0,0,5,0,0.07,0.21,0.28,0.07,0.28,Matches,bde35051
183,Mike Hauptmeijer,nl NED,GK,Zwolle,27,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f31c765
184,Thom Haye,id IDN,MF,Almere City,29,1995,29,25,2040,22.7,0,2,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matches,1d110865
185,Jordan Henderson,eng ENG,MF,Ajax,34,1990,28,21,1872,20.8,1,4,5,1,0,0,6,0,0.05,0.19,0.24,0.05,0.24,Matches,935e6b8f
186,Lucas Vennegoor of Hesselink,nl NED,FW,Twente,18,2006,8,0,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7993ca0a
187,Mees Hilgers,id IDN,DF,Twente,23,2001,25,23,1874,20.8,1,1,2,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,Matches,4eb00fda
188,Mees Hoedemakers,nl NED,MF,NEC Nijmegen,26,1998,27,19,1787,19.9,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,0914806a
189,Justin Hoogma,nl NED,DF,Heracles Almelo,26,1998,9,1,254,2.8,2,0,2,2,0,0,0,0,0.71,0.00,0.71,0.71,0.71,Matches,816192f0
190,Sydney van Hooijdonk,nl NED,FW,NAC Breda,24,2000,17,11,988,11.0,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches,5b418e15
191,Nikolai Hopland,no NOR,DF,Heerenveen,20,2004,29,27,2464,27.4,2,0,2,2,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matches,72a1ac35
192,Siebe Horemans,be BEL,DF,Utrecht,26,1998,29,26,2362,26.2,1,4,5,1,0,0,1,0,0.04,0.15,0.19,0.04,0.19,Matches,025190a5
193,Jizz Hornkamp,nl NED,FWMF,Heracles Almelo,26,1998,26,19,1580,17.6,8,2,10,6,2,2,5,0,0.46,0.11,0.57,0.34,0.46,Matches,862a72ea
194,Jeroen Houwen,nl NED,GK,RKC Waalwijk,28,1996,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6d8ec266
195,Johan Hove,no NOR,MF,Groningen,23,2000,20,20,1748,19.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0a32c00c
196,Joël Ideho,nl NED,FW,Sparta R.,21,2003,4,1,168,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f8f470ba
197,Younes Taha El Idrissi,ma MAR,MF,Twente,21,2002,9,1,216,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2b10cb1d
198,Mohammed Ihattaren,nl NED,MF,RKC Waalwijk,22,2002,24,17,1542,17.1,4,4,8,2,2,2,1,0,0.23,0.23,0.47,0.12,0.35,Matches,86878265
199,Hwang In-beom,kr KOR,MF,Feyenoord,27,1996,21,20,1618,18.0,3,2,5,3,0,0,5,0,0.17,0.11,0.28,0.17,0.28,Matches,92fa5d28
200,Zidane Iqbal,iq IRQ,MF,Utrecht,21,2003,18,18,1449,16.1,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,6fa3c28e
201,Luka Ivanušec,hr CRO,MFFW,Feyenoord,25,1998,13,5,482,5.4,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches,29fbdc88
202,Joey Jacobs,nl NED,DF,Almere City,24,2000,19,13,1169,13.0,1,0,1,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,Matches,9c5d3a7a
203,Alireza Jahanbakhsh,ir IRN,MFFW,Heerenveen,30,1993,19,16,1451,16.1,3,2,5,2,1,1,3,0,0.19,0.12,0.31,0.12,0.25,Matches,08452314
204,Alexander Jakobsen,eg EGY,DFMF,RKC Waalwijk,30,1994,5,0,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1212b5d1
205,Dean James,id IDN,DF,Go Ahead Eagles,24,2000,25,19,1700,18.9,2,2,4,2,0,0,3,0,0.11,0.11,0.21,0.11,0.21,Matches,7005fd4c
206,Dominik Janošek,cz CZE,MF,NAC Breda,26,1998,28,11,1159,12.9,2,4,6,1,1,1,0,0,0.16,0.31,0.47,0.08,0.39,Matches,7ddcbe4e
207,Dies Janse,nl NED,DF,Ajax,18,2006,5,3,330,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,65295b0d
208,Kai Jansen,nl NED,MF,Heerenveen,17,2007,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4580aab3
209,Ali Jasim,iq IRQ,MF,Almere City,20,2004,11,4,437,4.9,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches,1a927a6f
210,Victor Jensen,dk DEN,MF,Utrecht,24,2000,29,10,1093,12.1,2,3,5,2,0,0,1,0,0.16,0.25,0.41,0.16,0.41,Matches,97b2279d
211,Owen Johnson,nl NED,FW,Fortuna Sittard,18,2005,3,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,38f5bad0
212,Miliano Jonathans,id IDN,MFFW,Utrecht,20,2004,8,3,273,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,32dd5ce9
213,Luuk de Jong,nl NED,FW,PSV,33,1990,31,29,2445,27.2,14,8,22,12,2,4,3,0,0.52,0.29,0.81,0.44,0.74,Matches,abb3bb95
214,Tika de Jonge,nl NED,MF,Groningen,21,2003,21,15,1271,14.1,1,1,2,1,0,0,3,1,0.07,0.07,0.14,0.07,0.14,Matches,a5e58360
215,Patrick Joosten,nl NED,MF,Willem II,28,1996,17,7,657,7.3,1,1,2,1,0,0,0,0,0.14,0.14,0.27,0.14,0.27,Matches,0086c968
216,Mauro Júnior,br BRA,DFMF,PSV,25,1999,25,23,2011,22.3,0,6,6,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,Matches,a29e5244
217,Hidde Jurjus,nl NED,GK,Groningen,30,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1af9e6e6
218,Daniël van Kaam,nl NED,MF,Heracles Almelo,24,2000,27,12,1080,12.0,0,3,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches,6db01d99
219,Junior Kadile,fr FRA,MFFW,Almere City,21,2002,30,29,2207,24.5,5,2,7,5,0,0,6,0,0.20,0.08,0.29,0.20,0.29,Matches,03b22796
220,Jochem van de Kamp,nl NED,MF,Almere City,20,2003,26,22,2001,22.2,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,9d00bcd3
